"",BBK01.QUX200,BBK01.QUX200_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to foreign banks / Countries in Africa / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:19:23,
2001-12,0.442,
2002-01,0.434,
2002-02,0.443,
2002-03,0.449,
2002-04,0.440,
2002-05,0.423,
2002-06,0.419,
2002-07,0.397,
2002-08,0.387,
2002-09,0.391,
2002-10,0.389,
2002-11,0.397,
2002-12,0.399,
2003-01,0.368,
2003-02,0.371,
2003-03,0.369,
2003-04,0.364,
2003-05,0.350,
2003-06,0.389,
2003-07,0.297,
2003-08,0.295,
2003-09,0.290,
2003-10,0.278,
2003-11,0.266,
2003-12,0.257,
2004-01,0.312,
2004-02,0.310,
2004-03,0.312,
2004-04,0.316,
2004-05,0.302,
2004-06,0.299,
2004-07,0.261,
2004-08,0.233,
2004-09,0.216,
2004-10,0.213,
2004-11,0.203,
2004-12,0.203,
2005-01,0.204,
2005-02,0.203,
2005-03,0.204,
2005-04,0.203,
2005-05,0.192,
2005-06,0.168,
2005-07,0.171,
2005-08,0.123,
2005-09,0.117,
2005-10,0.109,
2005-11,0.118,
2005-12,0.118,
2006-01,0.112,
2006-02,0.114,
2006-03,0.112,
2006-04,0.110,
2006-05,0.118,
2006-06,0.144,
2006-07,0.142,
2006-08,0.136,
2006-09,0.136,
2006-10,0.135,
2006-11,0.128,
2006-12,0.133,
2007-01,0.040,
2007-02,0.040,
2007-03,0.039,
2007-04,0.038,
2007-05,0.040,
2007-06,0.040,
2007-07,0.039,
2007-08,0.039,
2007-09,0.038,
2007-10,0.037,
2007-11,0.070,
2007-12,0.070,
2008-01,0.070,
2008-02,0.068,
2008-03,0.066,
2008-04,0.067,
2008-05,0.066,
2008-06,0.065,
2008-07,0.066,
2008-08,0.069,
2008-09,0.072,
2008-10,0.090,
2008-11,0.090,
2008-12,0.086,
2009-01,0.092,
2009-02,0.083,
2009-03,0.082,
2009-04,0.082,
2009-05,0.056,
2009-06,0.056,
2009-07,0.056,
2009-08,0.056,
2009-09,0.055,
2009-10,0.054,
2009-11,0.054,
2009-12,0.045,
2010-01,0.047,
2010-02,0.048,
2010-03,0.049,
2010-04,0.030,
2010-05,0.033,
2010-06,0.033,
2010-07,0.046,
2010-08,0.047,
2010-09,0.045,
2010-10,0.044,
2010-11,0.044,
2010-12,0.043,
2011-01,0.042,
2011-02,0.042,
2011-03,0.041,
2011-04,0.040,
2011-05,0.030,
2011-06,0.015,
2011-07,0.015,
2011-08,0.015,
2011-09,0.015,
2011-10,-,Nothing exists
2011-11,-,Nothing exists
2011-12,-,Nothing exists
2012-01,-,Nothing exists
2012-02,0.019,
2012-03,0.020,
2012-04,0.020,
2012-05,0.021,
2012-06,0.027,
2012-07,0.028,
2012-08,0.028,
2012-09,0.024,
2012-10,0.037,
2012-11,0.033,
2012-12,0.042,
2013-01,0.041,
2013-02,0.034,
2013-03,0.042,
2013-04,0.041,
2013-05,0.058,
2013-06,0.058,
2013-07,0.072,
2013-08,0.085,
2013-09,0.077,
2013-10,0.084,
2013-11,0.084,
2013-12,0.083,
2014-01,0.000,
2014-02,0.076,
2014-03,0.090,
2014-04,0.075,
2014-05,0.076,
2014-06,0.070,
2014-07,0.075,
2014-08,0.069,
2014-09,0.065,
2014-10,0.063,
2014-11,0.059,
