"",BBK01.QUF802,BBK01.QUF802_FLAGS
"",Foreign branches: Short-term liabilities to non-residents / Cyprus / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:34,
2004-12,0.308,
2005-01,0.333,
2005-02,0.330,
2005-03,0.238,
2005-04,0.248,
2005-05,0.536,
2005-06,0.492,
2005-07,0.254,
2005-08,0.350,
2005-09,0.316,
2005-10,0.365,
2005-11,0.399,
2005-12,0.342,
2006-01,0.379,
2006-02,0.410,
2006-03,0.413,
2006-04,0.274,
2006-05,0.303,
2006-06,0.489,
2006-07,0.313,
2006-08,0.351,
2006-09,0.299,
2006-10,0.391,
2006-11,0.608,
2006-12,0.587,
2007-01,0.324,
2007-02,0.352,
2007-03,0.296,
2007-04,0.259,
2007-05,0.370,
2007-06,0.302,
2007-07,0.265,
2007-08,0.455,
2007-09,0.330,
2007-10,0.375,
2007-11,0.280,
2007-12,0.300,
2008-01,0.614,
2008-02,0.633,
2008-03,0.562,
2008-04,0.587,
2008-05,0.467,
2008-06,0.626,
2008-07,0.888,
2008-08,1.179,
2008-09,0.892,
2008-10,1.384,
2008-11,0.711,
2008-12,0.821,
2009-01,0.917,
2009-02,1.111,
2009-03,0.770,
2009-04,0.775,
2009-05,0.732,
2009-06,0.710,
2009-07,0.759,
2009-08,0.835,
2009-09,0.488,
2009-10,0.454,
2009-11,0.605,
2009-12,0.500,
2010-01,0.470,
2010-02,0.483,
2010-03,0.486,
2010-04,0.525,
2010-05,0.719,
2010-06,1.218,
2010-07,0.954,
2010-08,0.938,
2010-09,0.781,
2010-10,0.988,
2010-11,0.774,
2010-12,0.352,
2011-01,0.429,
2011-02,0.394,
2011-03,0.410,
2011-04,0.295,
2011-05,0.427,
2011-06,0.215,
2011-07,0.199,
2011-08,0.212,
2011-09,0.198,
2011-10,0.235,
2011-11,0.353,
2011-12,0.398,
2012-01,0.932,
2012-02,0.339,
2012-03,0.292,
2012-04,0.303,
2012-05,0.323,
2012-06,0.271,
2012-07,0.277,
2012-08,0.313,
2012-09,0.299,
2012-10,0.446,
2012-11,1.097,
2012-12,0.855,
2013-01,0.863,
2013-02,0.783,
2013-03,0.925,
2013-04,0.823,
2013-05,0.633,
2013-06,0.642,
2013-07,0.701,
2013-08,0.474,
2013-09,0.467,
2013-10,0.489,
2013-11,0.442,
2013-12,2.141,
2014-01,8.101,
2014-02,7.754,
2014-03,7.364,
2014-04,6.376,
2014-05,5.119,
2014-06,2.602,
2014-07,0.790,
2014-08,4.587,
2014-09,3.671,
2014-10,1.881,
2014-11,0.783,
