"",BBDE1.M.DE.Y.GUA1.N2G450000.A.V.I10.A,BBDE1.M.DE.Y.GUA1.N2G450000.A.V.I10.A_FLAGS
"","Turnover / At current prices, flows / Germany / 45 Wholesale and retail trade and repair of motor vehicles and motorcycles / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-26 14:19:06,
1994-01,82.1,
1994-02,85.1,
1994-03,84.8,
1994-04,84.1,
1994-05,85.7,
1994-06,85.3,
1994-07,86.5,
1994-08,85.9,
1994-09,83.2,
1994-10,89.2,
1994-11,86.6,
1994-12,89.1,
1995-01,87.5,
1995-02,88.3,
1995-03,84.8,
1995-04,89.1,
1995-05,89.4,
1995-06,90.3,
1995-07,89.7,
1995-08,89.6,
1995-09,92.3,
1995-10,88.7,
1995-11,89.8,
1995-12,89.5,
1996-01,92.6,
1996-02,89.4,
1996-03,96.4,
1996-04,96.9,
1996-05,94.1,
1996-06,93.0,
1996-07,91.4,
1996-08,92.1,
1996-09,91.5,
1996-10,94.5,
1996-11,92.4,
1996-12,93.5,
1997-01,99.1,
1997-02,96.6,
1997-03,94.6,
1997-04,94.1,
1997-05,93.6,
1997-06,97.8,
1997-07,101.6,
1997-08,104.0,
1997-09,96.5,
1997-10,98.4,
1997-11,98.0,
1997-12,97.8,
1998-01,103.4,
1998-02,99.1,
1998-03,110.4,
1998-04,89.6,
1998-05,101.6,
1998-06,96.2,
1998-07,102.2,
1998-08,101.2,
1998-09,103.8,
1998-10,101.5,
1998-11,100.0,
1998-12,103.6,
1999-01,104.2,
1999-02,99.9,
1999-03,102.9,
1999-04,105.5,
1999-05,102.0,
1999-06,102.9,
1999-07,102.0,
1999-08,103.1,
1999-09,100.5,
1999-10,97.1,
1999-11,101.5,
1999-12,99.5,
2000-01,98.5,
2000-02,101.6,
2000-03,104.2,
2000-04,97.5,
2000-05,98.2,
2000-06,97.6,
2000-07,99.8,
2000-08,98.6,
2000-09,95.7,
2000-10,96.6,
2000-11,97.7,
2000-12,94.5,
2001-01,99.2,
2001-02,101.6,
2001-03,101.7,
2001-04,102.4,
2001-05,103.1,
2001-06,103.0,
2001-07,100.9,
2001-08,101.4,
2001-09,103.8,
2001-10,103.4,
2001-11,106.8,
2001-12,107.7,
2002-01,101.3,
2002-02,104.8,
2002-03,106.6,
2002-04,104.7,
2002-05,106.0,
2002-06,105.1,
2002-07,105.2,
2002-08,107.4,
2002-09,104.9,
2002-10,106.9,
2002-11,104.9,
2002-12,107.2,
2003-01,104.6,
2003-02,103.7,
2003-03,105.9,
2003-04,106.4,
2003-05,105.1,
2003-06,106.7,
2003-07,108.0,
2003-08,107.6,
2003-09,107.4,
2003-10,107.2,
2003-11,105.8,
2003-12,105.8,
2004-01,105.6,
2004-02,106.6,
2004-03,104.1,
2004-04,106.0,
2004-05,105.5,
2004-06,105.0,
2004-07,104.9,
2004-08,102.8,
2004-09,103.7,
2004-10,105.7,
2004-11,107.6,
2004-12,107.5,
2005-01,106.3,
2005-02,105.0,
2005-03,106.3,
2005-04,107.4,
2005-05,107.0,
2005-06,109.4,
2005-07,108.1,
2005-08,104.6,
2005-09,108.0,
2005-10,106.4,
2005-11,109.2,
2005-12,107.2,
2006-01,107.3,
2006-02,108.8,
2006-03,110.7,
2006-04,114.6,
2006-05,112.2,
2006-06,111.8,
2006-07,112.4,
2006-08,113.2,
2006-09,115.4,
2006-10,117.6,
2006-11,123.5,
2006-12,132.1,
2007-01,97.3,
2007-02,103.8,
2007-03,108.9,
2007-04,108.0,
2007-05,110.0,
2007-06,110.2,
2007-07,110.6,
2007-08,111.1,
2007-09,109.0,
2007-10,110.2,
2007-11,109.3,
2007-12,109.8,
2008-01,112.0,
2008-02,110.5,
2008-03,107.5,
2008-04,105.8,
2008-05,104.7,
2008-06,102.4,
2008-07,102.2,
2008-08,102.4,
2008-09,100.7,
2008-10,100.1,
2008-11,95.5,
2008-12,95.8,
2009-01,96.4,
2009-02,112.5,
2009-03,113.5,
2009-04,109.9,
2009-05,107.5,
2009-06,107.1,
2009-07,105.3,
2009-08,104.3,
2009-09,102.2,
2009-10,100.6,
2009-11,93.3,
2009-12,95.7,
2010-01,90.6,
2010-02,89.0,
2010-03,96.3,
2010-04,97.8,
2010-05,97.7,
2010-06,100.9,
2010-07,101.1,
2010-08,102.3,
2010-09,102.4,
2010-10,103.5,
2010-11,103.7,
2010-12,104.4,
2011-01,106.2,
2011-02,107.3,
2011-03,105.7,
2011-04,105.9,
2011-05,106.7,
2011-06,103.2,
2011-07,107.6,
2011-08,107.0,
2011-09,107.9,
2011-10,109.6,
2011-11,108.9,
2011-12,108.0,
2012-01,107.3,
2012-02,107.4,
2012-03,112.4,
2012-04,105.6,
2012-05,105.9,
2012-06,105.0,
2012-07,105.5,
2012-08,105.2,
2012-09,105.3,
2012-10,103.7,
2012-11,103.4,
2012-12,102.8,
2013-01,101.4,
2013-02,101.3,
2013-03,102.6,
2013-04,104.5,
2013-05,105.6,
2013-06,104.6,
2013-07,103.9,
2013-08,105.3,
2013-09,104.8,
2013-10,106.4,
2013-11,106.4,
2013-12,107.1,
2014-01,109.4,Provisional value
2014-02,108.1,Provisional value
2014-03,107.5,Provisional value
2014-04,106.7,Provisional value
2014-05,106.3,Provisional value
2014-06,106.7,Provisional value
2014-07,107.2,Provisional value
2014-08,108.4,Provisional value
2014-09,106.6,Provisional value
2014-10,107.1,Provisional value
2014-11,106.8,Provisional value
2014-12,111.0,Provisional value
