"",BBK01.OUA048,BBK01.OUA048_FLAGS
"",Time deposits and borrowing from domestic employees / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:31:42,
1968-12,1.882,
1969-01,1.937,
1969-02,1.946,
1969-03,1.932,
1969-04,1.985,
1969-05,2.212,
1969-06,2.084,
1969-07,2.061,
1969-08,2.073,
1969-09,2.263,
1969-10,2.324,
1969-11,2.208,
1969-12,2.267,
1970-01,2.218,
1970-02,2.304,
1970-03,2.284,
1970-04,2.449,
1970-05,2.525,
1970-06,2.644,
1970-07,2.871,
1970-08,2.905,
1970-09,2.769,
1970-10,2.842,
1970-11,2.881,
1970-12,2.899,
1971-01,2.901,
1971-02,2.931,
1971-03,2.925,
1971-04,2.923,
1971-05,2.869,
1971-06,2.838,
1971-07,2.960,
1971-08,3.063,
1971-09,3.124,
1971-10,3.211,
1971-11,3.270,
1971-12,3.416,
1972-01,3.528,
1972-02,3.474,
1972-03,3.276,
1972-04,3.202,
1972-05,3.194,
1972-06,3.232,
1972-07,3.338,
1972-08,3.426,
1972-09,3.358,
1972-10,3.473,
1972-11,3.648,
1972-12,4.060,
1973-01,4.259,
1973-02,4.410,
1973-03,4.491,
1973-04,4.767,
1973-05,5.315,
1973-06,5.773,
1973-07,6.574,
1973-08,7.226,
1973-09,7.458,
1973-10,7.991,
1973-11,8.199,
1973-12,8.567,
1974-01,9.175,
1974-02,9.773,
1974-03,9.952,
1974-04,10.237,
1974-05,10.255,
1974-06,9.983,
1974-07,10.088,
1974-08,10.035,
1974-09,9.834,
1974-10,9.806,
1974-11,9.709,
1974-12,9.611,
1975-01,9.656,
1975-02,9.190,
1975-03,8.019,
1975-04,6.458,
1975-05,5.578,
1975-06,5.036,
1975-07,4.718,
1975-08,4.472,
1975-09,4.104,
1975-10,3.880,
1975-11,3.742,
1975-12,3.814,
1976-01,3.510,
1976-02,3.435,
1976-03,3.286,
1976-04,3.141,
1976-05,3.090,
1976-06,3.032,
1976-07,3.071,
1976-08,3.140,
1976-09,3.162,
1976-10,3.233,
1976-11,3.305,
1976-12,3.640,
1977-01,3.794,
1977-02,3.912,
1977-03,3.950,
1977-04,3.958,
1977-05,4.013,
1977-06,4.036,
1977-07,4.156,
1977-08,4.233,
1977-09,4.225,
1977-10,4.285,
1977-11,4.406,
1977-12,4.575,
1978-01,4.548,
1978-02,4.586,
1978-03,4.554,
1978-04,4.607,
1978-05,4.704,
1978-06,4.747,
1978-07,4.999,
1978-08,5.200,
1978-09,5.243,
1978-10,5.439,
1978-11,5.623,
1978-12,6.070,
1979-01,6.278,
1979-02,6.536,
1979-03,6.538,
1979-04,6.824,
1979-05,7.251,
1979-06,7.590,
1979-07,8.330,
1979-08,8.987,
1979-09,9.520,
1979-10,10.480,
1979-11,11.515,
1979-12,12.753,
1980-01,14.022,
1980-02,14.822,
1980-03,15.609,
1980-04,16.266,
1980-05,16.839,
1980-06,17.211,
1980-07,18.217,
1980-08,18.837,
1980-09,18.886,
1980-10,19.391,
1980-11,20.019,
1980-12,21.429,
1981-01,22.694,
1981-02,23.807,
1981-03,24.901,
1981-04,26.219,
1981-05,27.238,
1981-06,28.012,
1981-07,29.644,
1981-08,30.622,
