"",BBK01.QUK769,BBK01.QUK769_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Belgium / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:10,
2002-03,28.167,
2002-04,26.841,
2002-05,28.148,
2002-06,25.551,
2002-07,31.249,
2002-08,28.929,
2002-09,32.539,
2002-10,29.109,
2002-11,32.207,
2002-12,24.802,
2003-01,26.733,
2003-02,29.339,
2003-03,27.382,
2003-04,30.393,
2003-05,33.417,
2003-06,35.302,
2003-07,37.405,
2003-08,34.104,
2003-09,31.976,
2003-10,34.548,
2003-11,36.993,
2003-12,33.951,
2004-01,35.144,
2004-02,36.172,
2004-03,37.769,
2004-04,36.503,
2004-05,34.817,
2004-06,39.207,
2004-07,36.386,
2004-08,34.796,
2004-09,30.883,
2004-10,33.348,
2004-11,34.422,
2004-12,31.988,
2005-01,38.429,
2005-02,42.425,
2005-03,35.708,
2005-04,32.271,
2005-05,33.649,
2005-06,33.906,
2005-07,32.805,
2005-08,32.179,
2005-09,31.048,
2005-10,31.548,
2005-11,34.552,
2005-12,28.142,
2006-01,31.736,
2006-02,30.337,
2006-03,35.123,
2006-04,30.578,
2006-05,33.724,
2006-06,30.886,
2006-07,29.171,
2006-08,30.109,
2006-09,24.180,
2006-10,27.921,
2006-11,22.953,
2006-12,24.089,
2007-01,22.985,
2007-02,23.955,
2007-03,18.302,
2007-04,21.919,
2007-05,26.119,
2007-06,21.718,
2007-07,22.703,
2007-08,19.247,
2007-09,19.391,
2007-10,23.399,
2007-11,26.104,
2007-12,19.460,
2008-01,33.759,
2008-02,28.365,
2008-03,16.538,
2008-04,18.931,
2008-05,17.900,
2008-06,17.996,
2008-07,19.024,
2008-08,18.005,
2008-09,15.030,
2008-10,13.136,
2008-11,9.434,
2008-12,9.079,
2009-01,11.929,
2009-02,9.855,
2009-03,8.131,
2009-04,10.291,
2009-05,7.046,
2009-06,7.180,
2009-07,12.427,
2009-08,13.484,
2009-09,11.571,
2009-10,14.474,
2009-11,10.639,
2009-12,8.633,
2010-01,7.032,
2010-02,8.068,
2010-03,7.655,
2010-04,7.522,
2010-05,8.714,
2010-06,9.078,
2010-07,10.277,
2010-08,12.267,
2010-09,10.477,
2010-10,9.815,
2010-11,12.555,
2010-12,14.130,
2011-01,12.926,
2011-02,8.604,
2011-03,5.382,
2011-04,6.536,
2011-05,7.427,
2011-06,6.104,
2011-07,6.034,
2011-08,6.367,
2011-09,6.325,
2011-10,5.251,
2011-11,4.661,
2011-12,3.842,
2012-01,4.309,
2012-02,4.718,
2012-03,4.238,
2012-04,4.336,
2012-05,4.096,
2012-06,3.792,
2012-07,4.391,
2012-08,5.448,
2012-09,5.287,
2012-10,4.614,
2012-11,4.295,
2012-12,4.289,
2013-01,3.996,
2013-02,4.404,
2013-03,4.121,
2013-04,6.508,
2013-05,6.215,
2013-06,4.646,
2013-07,5.383,
2013-08,4.266,
2013-09,4.751,
2013-10,4.646,
2013-11,5.285,
2013-12,4.105,
2014-01,5.222,
2014-02,5.029,
2014-03,5.185,
2014-04,4.631,
2014-05,4.350,
2014-06,3.294,
2014-07,3.283,
2014-08,3.793,
2014-09,3.833,
2014-10,4.003,
