"",BBK01.OUA147,BBK01.OUA147_FLAGS
"",Savings bonds purchased by domestic non-profit institutions / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:31,
1968-12,0.017,
1969-01,0.021,
1969-02,0.024,
1969-03,0.026,
1969-04,0.027,
1969-05,0.028,
1969-06,0.029,
1969-07,0.031,
1969-08,0.033,
1969-09,0.034,
1969-10,0.035,
1969-11,0.036,
1969-12,0.037,
1970-01,0.039,
1970-02,0.041,
1970-03,0.042,
1970-04,0.045,
1970-05,0.046,
1970-06,0.047,
1970-07,0.048,
1970-08,0.048,
1970-09,0.050,
1970-10,0.050,
1970-11,0.051,
1970-12,0.051,
1971-01,0.051,
1971-02,0.051,
1971-03,0.051,
1971-04,0.051,
1971-05,0.051,
1971-06,0.054,
1971-07,0.054,
1971-08,0.054,
1971-09,0.054,
1971-10,0.054,
1971-11,0.054,
1971-12,0.057,
1972-01,0.052,
1972-02,0.058,
1972-03,0.060,
1972-04,0.062,
1972-05,0.064,
1972-06,0.065,
1972-07,0.067,
1972-08,0.077,
1972-09,0.081,
1972-10,0.084,
1972-11,0.086,
1972-12,0.095,
1973-01,0.099,
1973-02,0.103,
1973-03,0.108,
1973-04,0.110,
1973-05,0.110,
1973-06,0.114,
1973-07,0.118,
1973-08,0.122,
1973-09,0.123,
1973-10,0.124,
1973-11,0.126,
1973-12,0.133,
1974-01,0.139,
1974-02,0.138,
1974-03,0.141,
1974-04,0.142,
1974-05,0.147,
1974-06,0.154,
1974-07,0.156,
1974-08,0.160,
1974-09,0.162,
1974-10,0.167,
1974-11,0.179,
1974-12,0.193,
1975-01,0.211,
1975-02,0.233,
1975-03,0.251,
1975-04,0.264,
1975-05,0.278,
1975-06,0.285,
1975-07,0.287,
1975-08,0.288,
1975-09,0.300,
1975-10,0.303,
1975-11,0.308,
1975-12,0.315,
1976-01,0.323,
1976-02,0.333,
1976-03,0.353,
1976-04,0.366,
1976-05,0.366,
1976-06,0.372,
1976-07,0.374,
1976-08,0.377,
1976-09,0.381,
1976-10,0.382,
1976-11,0.394,
1976-12,0.412,
1977-01,0.438,
1977-02,0.457,
1977-03,0.495,
1977-04,0.514,
1977-05,0.531,
1977-06,0.533,
1977-07,0.549,
1977-08,0.557,
1977-09,0.563,
1977-10,0.567,
1977-11,0.571,
1977-12,0.613,
1978-01,0.693,
1978-02,0.744,
1978-03,0.769,
1978-04,0.797,
1978-05,0.811,
1978-06,0.822,
1978-07,0.822,
1978-08,0.829,
1978-09,0.835,
1978-10,0.845,
1978-11,0.850,
1978-12,0.859,
1979-01,0.857,
1979-02,0.870,
1979-03,0.908,
1979-04,0.921,
1979-05,0.933,
1979-06,0.955,
1979-07,0.980,
1979-08,1.014,
1979-09,1.030,
1979-10,1.057,
1979-11,1.086,
1979-12,1.138,
1980-01,1.157,
1980-02,1.187,
1980-03,1.195,
1980-04,1.221,
1980-05,1.259,
1980-06,1.300,
1980-07,1.332,
1980-08,1.342,
1980-09,1.351,
1980-10,1.355,
1980-11,1.353,
1980-12,1.359,
1981-01,1.378,
1981-02,1.411,
1981-03,1.422,
1981-04,1.436,
1981-05,1.434,
1981-06,1.471,
1981-07,1.491,
1981-08,1.499,
1981-09,1.522,
1981-10,1.545,
1981-11,1.555,
1981-12,1.610,
1982-01,1.630,
1982-02,1.619,
1982-03,1.602,
1982-04,1.621,
1982-05,1.635,
1982-06,1.687,
1982-07,1.672,
1982-08,1.674,
1982-09,1.714,
1982-10,1.742,
1982-11,1.755,
1982-12,1.800,
1983-01,1.883,
1983-02,1.905,
1983-03,1.960,
1983-04,1.972,
1983-05,1.977,
1983-06,1.997,
1983-07,2.039,
1983-08,2.092,
1983-09,2.105,
1983-10,2.137,
1983-11,2.154,
1983-12,2.195,
1984-01,2.248,
1984-02,2.291,
1984-03,2.319,
1984-04,2.334,
1984-05,2.358,
1984-06,2.365,
1984-07,2.376,
1984-08,2.404,
1984-09,2.428,
1984-10,2.464,
1984-11,2.482,
1984-12,2.526,
1985-01,2.599,
1985-02,2.591,
1985-03,2.607,
1985-04,2.654,
1985-05,2.761,
1985-06,2.774,
1985-07,2.799,
1985-08,2.835,
1985-09,2.868,
1985-10,2.877,
1985-11,2.868,
1985-12,2.936,
1986-01,2.980,
1986-02,3.020,
1986-03,3.050,
1986-04,3.076,
1986-05,3.065,
1986-06,3.075,
1986-07,3.113,
1986-08,3.141,
1986-09,3.140,
1986-10,3.127,
1986-11,3.140,
1986-12,3.177,
1987-01,3.221,
1987-02,3.271,
1987-03,3.285,
1987-04,3.286,
1987-05,3.288,
1987-06,3.272,
1987-07,3.274,
1987-08,3.256,
1987-09,3.278,
1987-10,3.270,
1987-11,3.288,
1987-12,3.400,
1988-01,3.522,
1988-02,3.533,
1988-03,3.545,
1988-04,3.574,
1988-05,3.607,
1988-06,3.620,
1988-07,3.641,
1988-08,3.651,
1988-09,3.692,
1988-10,3.710,
1988-11,3.754,
1988-12,3.810,
1989-01,3.783,
1989-02,3.814,
1989-03,3.860,
1989-04,3.881,
1989-05,3.883,
1989-06,3.918,
1989-07,3.938,
1989-08,4.001,
1989-09,4.006,
1989-10,4.004,
1989-11,4.013,
1989-12,4.060,
1990-01,4.091,
1990-02,4.112,
1990-03,4.104,
1990-04,4.104,
1990-05,4.124,
1990-06,4.171,
1990-07,4.186,
1990-08,4.220,
1990-09,4.274,
1990-10,4.247,
1990-11,4.272,
1990-12,4.287,
1991-01,4.274,
1991-02,4.340,
1991-03,4.375,
1991-04,4.350,
1991-05,4.376,
1991-06,4.388,
1991-07,4.386,
1991-08,4.423,
1991-09,4.430,
1991-10,4.481,
1991-11,4.482,
1991-12,4.500,
1992-01,4.571,
1992-02,4.573,
1992-03,4.587,
1992-04,4.616,
1992-05,4.614,
1992-06,4.657,
1992-07,4.676,
1992-08,4.678,
1992-09,4.710,
1992-10,4.725,
1992-11,4.710,
1992-12,4.745,
1993-01,4.752,
1993-02,4.776,
1993-03,4.757,
1993-04,4.714,
1993-05,4.698,
1993-06,4.666,
1993-07,4.658,
1993-08,4.653,
1993-09,4.638,
1993-10,4.611,
1993-11,4.582,
1993-12,4.495,
1994-01,4.358,
1994-02,4.239,
1994-03,4.171,
1994-04,4.228,
1994-05,4.236,
1994-06,4.244,
1994-07,4.270,
1994-08,4.248,
1994-09,4.270,
1994-10,4.272,
1994-11,4.338,
1994-12,4.389,
1995-01,4.375,
1995-02,4.438,
1995-03,4.481,
1995-04,4.600,
1995-05,4.642,
1995-06,4.629,
1995-07,4.636,
1995-08,4.612,
1995-09,4.610,
1995-10,4.596,
1995-11,4.522,
1995-12,4.618,
1996-01,4.602,
1996-02,4.565,
1996-03,4.556,
1996-04,4.550,
1996-05,4.529,
1996-06,4.523,
1996-07,4.531,
1996-08,4.533,
1996-09,4.517,
1996-10,4.534,
1996-11,4.532,
1996-12,4.607,
1997-01,4.604,
1997-02,4.593,
1997-03,4.579,
1997-04,4.571,
1997-05,4.554,
1997-06,4.545,
1997-07,4.539,
1997-08,4.538,
1997-09,4.516,
1997-10,4.526,
1997-11,4.536,
1997-12,4.616,
1998-01,4.641,
1998-02,4.678,
1998-03,4.683,
1998-04,4.694,
1998-05,4.671,
1998-06,4.797,
1998-07,4.793,
1998-08,4.787,
1998-09,4.793,
1998-10,4.762,
1998-11,4.713,
1998-12,4.726,
1999-01,4.721,
1999-02,4.677,
1999-03,4.634,
1999-04,4.560,
1999-05,4.531,
1999-06,4.497,
1999-07,4.483,
1999-08,4.485,
1999-09,4.465,
1999-10,4.467,
1999-11,4.458,
1999-12,4.509,
2000-01,4.491,
2000-02,4.541,
2000-03,4.549,
2000-04,4.587,
2000-05,4.652,
2000-06,4.646,
2000-07,4.734,
2000-08,4.746,
2000-09,4.734,
2000-10,4.742,
2000-11,4.724,
2000-12,4.783,
2001-01,4.790,
2001-02,4.744,
2001-03,4.726,
2001-04,4.719,
2001-05,4.697,
2001-06,4.704,
2001-07,4.675,
2001-08,4.706,
2001-09,4.697,
2001-10,4.686,
2001-11,4.672,
2001-12,4.631,
2002-01,4.589,
2002-02,4.611,
2002-03,4.626,
2002-04,4.669,
2002-05,4.684,
2002-06,4.705,
2002-07,4.698,
2002-08,4.701,
2002-09,4.672,
2002-10,4.665,
2002-11,4.658,
2002-12,4.611,
2003-01,4.581,
2003-02,4.593,
2003-03,4.564,
2003-04,4.523,
2003-05,4.538,
2003-06,4.545,
2003-07,4.547,
2003-08,4.525,
2003-09,4.504,
2003-10,4.478,
2003-11,4.487,
2003-12,4.481,
2004-01,4.543,
2004-02,4.556,
2004-03,4.513,
2004-04,4.491,
2004-05,4.497,
2004-06,4.513,
2004-07,4.477,
2004-08,4.538,
2004-09,4.484,
2004-10,4.499,
2004-11,4.495,
2004-12,4.494,
2005-01,4.410,
2005-02,4.413,
2005-03,4.395,
2005-04,4.394,
2005-05,4.373,
2005-06,4.343,
2005-07,4.303,
2005-08,4.271,
2005-09,4.235,
2005-10,4.214,
2005-11,4.200,
2005-12,4.177,
2006-01,4.165,
2006-02,4.121,
2006-03,4.204,
2006-04,4.204,
2006-05,4.211,
2006-06,4.246,
2006-07,4.291,
2006-08,4.303,
2006-09,4.322,
2006-10,4.330,
2006-11,4.354,
2006-12,4.388,
2007-01,4.374,
2007-02,4.427,
2007-03,4.470,
2007-04,4.485,
2007-05,4.512,
2007-06,4.546,
2007-07,4.603,
2007-08,4.647,
2007-09,4.672,
2007-10,4.708,
2007-11,4.754,
2007-12,4.755,
2008-01,4.776,
2008-02,4.731,
2008-03,4.709,
2008-04,4.714,
2008-05,4.712,
2008-06,4.771,
2008-07,4.784,
2008-08,4.842,
2008-09,4.870,
2008-10,4.893,
2008-11,4.917,
2008-12,4.965,
2009-01,4.945,
2009-02,4.891,
2009-03,4.933,
2009-04,4.901,
2009-05,4.884,
2009-06,4.832,
2009-07,4.770,
2009-08,4.767,
2009-09,4.755,
2009-10,4.749,
2009-11,4.777,
2009-12,4.847,
2010-01,4.791,
2010-02,4.802,
2010-03,4.813,
2010-04,4.796,
2010-05,4.811,
2010-06,4.822,
2010-07,4.871,
2010-08,4.858,
2010-09,4.871,
2010-10,4.896,
2010-11,4.884,
2010-12,4.903,
2011-01,4.892,
2011-02,4.922,
2011-03,4.964,
2011-04,4.960,
2011-05,4.956,
2011-06,4.968,
2011-07,4.961,
2011-08,4.982,
2011-09,5.029,
2011-10,5.045,
2011-11,5.064,
2011-12,5.067,
2012-01,5.010,
2012-02,4.949,
2012-03,4.926,
2012-04,4.953,
2012-05,4.927,
2012-06,4.850,
2012-07,4.796,
2012-08,4.725,
2012-09,4.649,
2012-10,4.586,
2012-11,4.487,
2012-12,4.402,
2013-01,4.335,
2013-02,4.271,
2013-03,4.219,
2013-04,4.156,
2013-05,4.146,
2013-06,4.082,
2013-07,4.054,
2013-08,4.019,
2013-09,3.995,
2013-10,3.987,
2013-11,3.956,
2013-12,3.908,
2014-01,3.880,
2014-02,3.836,
2014-03,3.784,
2014-04,3.794,
2014-05,3.796,
2014-06,3.769,
2014-07,3.742,
2014-08,3.707,
2014-09,3.705,
2014-10,3.666,
2014-11,3.666,
2014-12,3.586,Provisional value
