"",BBK01.OEAA09V,BBK01.OEAA09V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:21:05,
2002-01,54.250,
2002-04,55.026,
2002-07,54.746,
2002-10,55.749,
2003-01,54.383,
2003-04,52.647,
2003-07,52.837,
2003-10,52.973,
2004-01,52.120,
2004-04,52.418,
2004-07,52.652,
2004-10,52.047,
2005-01,52.900,
2005-04,52.669,
2005-07,53.020,
2005-10,52.543,
2006-01,52.095,
2006-04,52.216,
2006-07,51.914,
2006-10,51.885,
2007-01,51.013,
2007-04,50.314,
2007-07,50.050,
2007-10,50.181,
2008-01,48.598,
2008-04,44.244,
2008-07,44.889,
2008-10,45.239,
2009-01,44.110,
2009-04,48.044,
2009-07,47.879,
2009-10,49.687,
2010-01,49.487,
2010-04,49.909,
2010-07,48.571,
2010-10,48.256,
2011-01,48.656,
2011-04,48.944,
2011-07,49.892,
2011-10,49.833,
2012-01,49.708,
2012-04,51.593,
2012-07,51.750,
2012-10,51.801,
2013-01,51.670,
2013-04,51.776,
2013-07,52.302,
2013-10,52.365,
2014-01,52.537,
2014-04,52.974,
2014-07,53.082,
