"",BBEE1.D.I8.AAA.XZE021.A.AABAN.M00,BBEE1.D.I8.AAA.XZE021.A.AABAN.M00_FLAGS
2010-03-01,114.8140,
2010-03-02,114.6582,
2010-03-03,115.0593,
2010-03-04,115.1137,
2010-03-05,114.6347,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,114.8697,
2010-03-09,114.5562,
2010-03-10,114.7555,
2010-03-11,115.0133,
2010-03-12,115.4053,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,115.1365,
2010-03-16,115.1116,
2010-03-17,114.9056,
2010-03-18,114.4154,
2010-03-19,113.8940,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,113.8871,
2010-03-23,113.9868,
2010-03-24,113.0825,
2010-03-25,113.1709,
2010-03-26,113.3565,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,113.8642,
2010-03-30,113.7146,
2010-03-31,113.6213,
2010-04-01,113.3748,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,112.8475,
2010-04-07,112.4486,
2010-04-08,112.2444,
2010-04-09,112.6061,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,113.7067,
2010-04-13,113.7142,
2010-04-14,113.6848,
2010-04-15,113.2362,
2010-04-16,113.1639,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,112.9947,
2010-04-20,113.0859,
2010-04-21,112.2924,
2010-04-22,112.1290,
2010-04-23,112.0750,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,111.9110,
2010-04-27,112.0122,
2010-04-28,112.1015,
2010-04-29,111.9278,
2010-04-30,112.1922,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,111.9042,
2010-05-04,111.3053,
2010-05-05,110.7987,
2010-05-06,109.8634,
2010-05-07,110.6482,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,110.9706,
2010-05-11,109.5995,
2010-05-12,109.0817,
2010-05-13,108.4398,
2010-05-14,108.2226,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,107.7730,
2010-05-18,108.0979,
2010-05-19,107.8707,
2010-05-20,108.9370,
2010-05-21,.,No value available
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,108.9084,
2010-05-25,108.4449,
2010-05-26,108.4090,
2010-05-27,107.8183,
2010-05-28,108.3522,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,.,No value available
2010-06-01,107.2902,
2010-06-02,107.5928,
2010-06-03,107.6204,
2010-06-04,106.8436,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,106.4445,
2010-06-08,106.2846,
2010-06-09,106.5019,
2010-06-10,106.6014,
2010-06-11,106.9051,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,107.3859,
2010-06-15,107.5555,
2010-06-16,107.5469,
2010-06-17,107.8287,
2010-06-18,107.7773,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,107.4519,
2010-06-22,106.9829,
2010-06-23,106.9028,
2010-06-24,106.9799,
2010-06-25,107.2596,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,.,No value available
2010-06-29,106.5644,
2010-06-30,107.0007,
2010-07-01,107.5050,
2010-07-02,108.6030,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,.,No value available
2010-07-06,108.6340,
2010-07-07,108.6323,
2010-07-08,108.8692,
2010-07-09,108.6357,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,108.3308,
2010-07-13,108.1958,
2010-07-14,108.8919,
2010-07-15,109.4947,
2010-07-16,.,No value available
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,110.8489,
2010-07-20,110.2004,
2010-07-21,109.5817,
2010-07-22,109.7348,
2010-07-23,109.8234,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,109.8996,
2010-07-27,110.3391,
2010-07-28,110.1294,
2010-07-29,110.4068,
2010-07-30,110.0708,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,109.9167,
2010-08-03,110.6472,
2010-08-04,110.5719,
2010-08-05,110.4562,
2010-08-06,110.4022,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,110.7313,
2010-08-10,110.4378,
2010-08-11,109.8037,
2010-08-12,108.7586,
2010-08-13,108.7442,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,108.7333,
2010-08-17,108.7089,
2010-08-18,108.7232,
2010-08-19,108.3846,
2010-08-20,107.9548,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,107.8537,
2010-08-24,107.6762,
2010-08-25,107.6481,
2010-08-26,107.8939,
2010-08-27,108.0619,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,107.8574,
2010-08-31,108.0800,
2010-09-01,108.5425,
2010-09-02,108.5083,
2010-09-03,108.5411,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,.,No value available
2010-09-07,107.9639,
2010-09-08,107.5590,
2010-09-09,107.5177,
2010-09-10,107.4775,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,107.8826,
2010-09-14,108.0793,
2010-09-15,108.9302,
2010-09-16,109.5080,
2010-09-17,.,No value available
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,.,No value available
2010-09-21,109.6914,
2010-09-22,110.8728,
2010-09-23,110.7281,
2010-09-24,111.0825,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,111.1273,
2010-09-28,111.1723,
2010-09-29,111.8472,
2010-09-30,111.9842,
2010-10-01,112.3484,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,112.1989,
2010-10-05,112.6466,
2010-10-06,112.7994,
2010-10-07,113.3415,
2010-10-08,113.0870,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,.,No value available
2010-10-12,112.7056,
2010-10-13,113.2859,
2010-10-14,113.6017,
2010-10-15,113.5908,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,112.9027,
2010-10-19,113.0011,
2010-10-20,113.0708,
2010-10-21,113.8500,
2010-10-22,113.5699,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,113.7835,
2010-10-26,113.1961,
2010-10-27,112.9283,
2010-10-28,113.1084,
2010-10-29,113.0235,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,.,No value available
2010-11-02,113.6923,
2010-11-03,113.5556,
2010-11-04,114.4043,
2010-11-05,113.5385,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,112.7700,
2010-11-09,112.7082,
2010-11-10,111.8891,
2010-11-11,.,No value available
2010-11-12,111.7922,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,111.6441,
2010-11-16,111.6469,
2010-11-17,111.2624,
2010-11-18,111.8108,
2010-11-19,112.1085,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,111.8932,
2010-11-23,111.3480,
2010-11-24,110.4292,
2010-11-25,.,No value available
2010-11-26,110.2220,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,109.7774,
2010-11-30,108.9725,
2010-12-01,109.3664,
2010-12-02,109.5768,
2010-12-03,109.8942,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,109.9153,
2010-12-07,110.1095,
2010-12-08,.,No value available
2010-12-09,109.5936,
2010-12-10,109.6289,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,109.9419,
2010-12-14,110.5415,
2010-12-15,110.2802,
2010-12-16,109.6891,
2010-12-17,109.7959,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,109.2539,
2010-12-21,109.2344,
2010-12-22,108.8887,
2010-12-23,108.6170,
2010-12-24,.,No value available
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,108.9101,
2010-12-28,109.0473,
2010-12-29,108.7336,
2010-12-30,109.3352,
2010-12-31,.,No value available
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,109.4742,
2011-01-04,109.8791,
2011-01-05,108.7932,
2011-01-06,108.1075,
2011-01-07,107.4849,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,107.2337,
2011-01-11,107.2661,
2011-01-12,107.1198,
2011-01-13,108.3324,
2011-01-14,109.3717,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,.,No value available
2011-01-18,109.0310,
2011-01-19,109.8355,
2011-01-20,110.0577,
2011-01-21,110.3727,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,110.6152,
2011-01-25,110.8066,
2011-01-26,111.1885,
2011-01-27,111.3666,
2011-01-28,111.4186,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,111.4651,
2011-02-01,111.3710,
2011-02-02,111.4264,
2011-02-03,111.1895,
2011-02-04,110.5216,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,109.9795,
2011-02-08,110.5085,
2011-02-09,110.8174,
2011-02-10,110.8105,
2011-02-11,110.4672,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,109.8701,
2011-02-15,110.1247,
2011-02-16,110.1190,
2011-02-17,110.2064,
2011-02-18,110.4074,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,.,No value available
2011-02-22,110.9529,
2011-02-23,111.1943,
2011-02-24,111.5022,
2011-02-25,111.3718,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,111.5406,
2011-03-01,111.4167,
2011-03-02,111.3378,
2011-03-03,111.4743,
2011-03-04,112.2669,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,112.5027,
2011-03-08,111.9758,
2011-03-09,112.0182,
2011-03-10,111.5944,
2011-03-11,111.5421,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,112.3656,
2011-03-15,112.3193,
2011-03-16,112.4801,
2011-03-17,112.6304,
2011-03-18,113.4005,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,113.5414,
2011-03-22,113.4517,
2011-03-23,113.0764,
2011-03-24,113.0621,
2011-03-25,113.0560,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,112.7534,
2011-03-29,113.0308,
2011-03-30,113.0314,
2011-03-31,113.5373,
2011-04-01,113.3034,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,113.6920,
2011-04-05,113.1881,
2011-04-06,113.8093,
2011-04-07,113.7189,
2011-04-08,114.1580,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,114.4350,
2011-04-12,114.7115,
2011-04-13,114.7378,
2011-04-14,114.1398,
2011-04-15,114.2469,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,113.3091,
2011-04-19,113.4327,
2011-04-20,114.4021,
2011-04-21,114.3487,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,114.6575,
2011-04-27,114.8538,
2011-04-28,115.3844,
2011-04-29,115.5295,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,115.3678,
2011-05-03,115.3451,
2011-05-04,115.9171,
2011-05-05,115.6772,
2011-05-06,114.0614,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,113.3844,
2011-05-10,113.1489,
2011-05-11,113.0344,
2011-05-12,112.3821,
2011-05-13,.,No value available
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,112.5689,
2011-05-17,112.7873,
2011-05-18,113.0624,
2011-05-19,113.2045,
2011-05-20,112.9041,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,112.0842,
2011-05-24,112.4011,
2011-05-25,112.3072,
2011-05-26,112.6181,
2011-05-27,112.8652,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,.,No value available
2011-05-31,113.3398,
2011-06-01,113.3334,
2011-06-02,113.7661,
2011-06-03,113.9262,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,114.4382,
2011-06-07,114.7085,
2011-06-08,114.5807,
2011-06-09,114.5025,
2011-06-10,113.8409,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,113.2051,
2011-06-14,113.5633,
2011-06-15,113.0118,
2011-06-16,112.2851,
2011-06-17,113.0644,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,112.9597,
2011-06-21,113.5384,
2011-06-22,113.7380,
2011-06-23,112.9528,
2011-06-24,112.9698,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,.,No value available
2011-06-28,113.4506,
2011-06-29,114.1257,
2011-06-30,114.1096,
2011-07-01,114.2696,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,.,No value available
2011-07-05,113.9724,
2011-07-06,113.2308,
2011-07-07,112.8157,
2011-07-08,112.6684,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,111.6683,
2011-07-12,111.4934,
2011-07-13,111.9477,
2011-07-14,112.3161,
2011-07-15,112.0791,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,111.6466,
2011-07-19,112.1924,
2011-07-20,112.2331,
2011-07-21,112.2444,
2011-07-22,112.9459,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,112.9238,
2011-07-26,113.2044,
2011-07-27,112.9757,
2011-07-28,111.9214,
2011-07-29,111.9748,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,112.3675,
2011-08-02,111.3953,
2011-08-03,112.0653,
2011-08-04,112.1685,
2011-08-05,111.8908,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,112.3353,
2011-08-09,112.8265,
2011-08-10,113.0100,
2011-08-11,112.3096,
2011-08-12,112.7867,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,.,No value available
2011-08-16,113.3652,
2011-08-17,113.7434,
2011-08-18,113.4204,
2011-08-19,113.5872,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,113.7562,
2011-08-23,113.8923,
2011-08-24,113.8648,
2011-08-25,113.8867,
2011-08-26,113.8175,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,114.1954,
2011-08-30,113.8359,
2011-08-31,113.8335,
2011-09-01,112.8644,
2011-09-02,112.7011,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,.,No value available
2011-09-06,112.8397,
2011-09-07,112.4282,
2011-09-08,112.5082,
2011-09-09,111.5749,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,111.0146,
2011-09-13,111.2229,
2011-09-14,111.8261,
2011-09-15,112.2500,
2011-09-16,112.0165,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,.,No value available
2011-09-20,112.2696,
2011-09-21,112.4597,
2011-09-22,112.2927,
2011-09-23,112.2520,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,112.2226,
2011-09-27,112.2533,
2011-09-28,112.6607,
2011-09-29,112.8061,
2011-09-30,112.3374,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,111.3756,
2011-10-04,110.9141,
2011-10-05,111.5759,
2011-10-06,111.1995,
2011-10-07,111.7256,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,.,No value available
2011-10-11,112.4478,
2011-10-12,113.0070,
2011-10-13,112.9115,
2011-10-14,113.2548,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,112.9648,
2011-10-18,112.8520,
2011-10-19,113.3689,
2011-10-20,113.4476,
2011-10-21,113.4323,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,113.3894,
2011-10-25,113.3913,
2011-10-26,113.4294,
2011-10-27,113.7157,
2011-10-28,114.0474,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,.,No value available
2011-11-01,.,No value available
2011-11-02,112.9374,
2011-11-03,112.5192,
2011-11-04,112.6150,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,112.6065,
2011-11-08,112.7747,
2011-11-09,112.1946,
2011-11-10,112.1808,
2011-11-11,.,No value available
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,112.5346,
2011-11-15,112.0229,
2011-11-16,111.8606,
2011-11-17,111.9548,
2011-11-18,112.3501,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,112.1928,
2011-11-22,112.6768,
2011-11-23,112.1433,
2011-11-24,.,No value available
2011-11-25,111.7178,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,112.0554,
2011-11-29,111.7103,
2011-11-30,111.8313,
2011-12-01,111.9523,
2011-12-02,111.9037,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,111.5727,
2011-12-06,111.3567,
2011-12-07,111.3397,
2011-12-08,.,No value available
2011-12-09,111.5785,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,111.1019,
2011-12-13,110.8519,
2011-12-14,109.9946,
2011-12-15,109.9215,
2011-12-16,109.9536,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,109.8953,
2011-12-20,109.9733,
2011-12-21,109.6838,
2011-12-22,109.6822,
2011-12-23,109.7156,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,109.7274,
2011-12-28,109.7800,
2011-12-29,109.1348,
2011-12-30,109.2574,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,.,No value available
2012-01-03,109.3964,
2012-01-04,109.0483,
2012-01-05,108.5288,
2012-01-06,108.2111,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,107.8428,
2012-01-10,108.0108,
2012-01-11,107.5887,
2012-01-12,107.5715,
2012-01-13,107.6952,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,.,No value available
2012-01-17,107.5854,
2012-01-18,107.7169,
2012-01-19,107.8941,
2012-01-20,107.9516,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,108.2234,
2012-01-24,108.2840,
2012-01-25,107.9579,
2012-01-26,108.5948,
2012-01-27,108.4105,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,108.4271,
2012-01-31,108.4057,
2012-02-01,108.2560,
2012-02-02,107.7546,
2012-02-03,108.0424,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,107.4264,
2012-02-07,107.7859,
2012-02-08,108.4757,
2012-02-09,108.6995,
2012-02-10,108.5064,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,108.6207,
2012-02-14,108.3341,
2012-02-15,107.8851,
2012-02-16,107.6295,
2012-02-17,108.2032,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,.,No value available
2012-02-21,108.5641,
2012-02-22,108.8293,
2012-02-23,109.1504,
2012-02-24,109.6656,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,109.6200,
2012-02-28,109.7504,
2012-02-29,109.4332,
2012-03-01,108.8362,
2012-03-02,108.3576,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,108.5630,
2012-03-06,108.4761,
2012-03-07,108.4682,
2012-03-08,108.9178,
2012-03-09,108.5152,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,108.4703,
2012-03-13,108.1827,
2012-03-14,108.2677,
2012-03-15,108.2524,
2012-03-16,108.3559,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,108.4854,
2012-03-20,108.9081,
2012-03-21,109.1927,
2012-03-22,108.9577,
2012-03-23,109.3005,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,109.2876,
2012-03-27,109.4697,
2012-03-28,109.6323,
2012-03-29,109.3710,
2012-03-30,109.6228,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,109.4007,
2012-04-03,109.2346,
2012-04-04,108.5382,
2012-04-05,108.1721,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,108.5201,
2012-04-11,108.6662,
2012-04-12,108.6792,
2012-04-13,108.5384,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,108.0713,
2012-04-17,108.4847,
2012-04-18,108.2745,
2012-04-19,108.3010,
2012-04-20,108.8337,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,108.6091,
2012-04-24,108.6706,
2012-04-25,108.7462,
2012-04-26,108.6131,
2012-04-27,108.6432,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,108.4233,
2012-05-01,.,No value available
2012-05-02,108.0328,
2012-05-03,108.0510,
2012-05-04,108.2336,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,107.7634,
2012-05-08,107.7351,
2012-05-09,107.7341,
2012-05-10,107.6597,
2012-05-11,107.7485,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,107.6057,
2012-05-15,107.5826,
2012-05-16,107.3980,
2012-05-17,107.2597,
2012-05-18,107.3901,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,.,No value available
2012-05-22,107.7130,
2012-05-23,107.4812,
2012-05-24,106.7913,
2012-05-25,106.8164,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,.,No value available
2012-05-29,106.6348,
2012-05-30,106.3713,
2012-05-31,106.4415,
2012-06-01,106.3461,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,106.8269,
2012-06-05,106.7237,
2012-06-06,106.7501,
2012-06-07,106.9896,
2012-06-08,106.6369,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,106.7546,
2012-06-12,106.7169,
2012-06-13,106.7951,
2012-06-14,106.8742,
2012-06-15,107.0886,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,106.9828,
2012-06-19,106.8259,
2012-06-20,107.1894,
2012-06-21,107.2591,
2012-06-22,106.7875,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,106.5484,
2012-06-26,106.3674,
2012-06-27,106.3414,
2012-06-28,106.0785,
2012-06-29,106.7495,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,.,No value available
2012-07-03,106.2451,
2012-07-04,.,No value available
2012-07-05,105.4095,
2012-07-06,105.3993,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,105.0441,
2012-07-10,104.7491,
2012-07-11,104.4182,
2012-07-12,104.2953,
2012-07-13,104.2743,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,.,No value available
2012-07-17,104.4846,
2012-07-18,104.1457,
2012-07-19,104.2075,
2012-07-20,103.8071,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,103.6559,
2012-07-24,103.6306,
2012-07-25,103.9063,
2012-07-26,104.2739,
2012-07-27,104.4313,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,103.8042,
2012-07-31,103.9421,
2012-08-01,104.1329,
2012-08-02,104.4325,
2012-08-03,103.8600,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,104.3697,
2012-08-07,104.5793,
2012-08-08,104.1379,
2012-08-09,103.7875,
2012-08-10,103.6563,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,104.0146,
2012-08-14,104.1063,
2012-08-15,.,No value available
2012-08-16,103.7727,
2012-08-17,104.1910,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,103.9280,
2012-08-21,104.4912,
2012-08-22,104.7364,
2012-08-23,105.1599,
2012-08-24,105.0017,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,105.1288,
2012-08-28,105.3294,
2012-08-29,105.4801,
2012-08-30,105.6064,
2012-08-31,105.8936,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,.,No value available
2012-09-04,105.6997,
2012-09-05,105.7614,
2012-09-06,106.0331,
2012-09-07,106.2543,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,106.5098,
2012-09-11,106.4585,
2012-09-12,106.9435,
2012-09-13,107.1327,
2012-09-14,107.7547,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,.,No value available
2012-09-18,.,No value available
2012-09-19,.,No value available
2012-09-20,107.2932,
2012-09-21,107.2229,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,106.9934,
2012-09-25,106.9277,
2012-09-26,106.6044,
2012-09-27,106.5707,
2012-09-28,106.8437,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,106.6407,
2012-10-02,107.0306,
2012-10-03,107.0205,
2012-10-04,107.3362,
2012-10-05,107.4070,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,.,No value available
2012-10-09,107.2732,
2012-10-10,106.9643,
2012-10-11,107.0735,
2012-10-12,107.2886,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,.,No value available
2012-10-16,107.6585,
2012-10-17,107.9800,
2012-10-18,107.9541,
2012-10-19,107.6562,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,107.9077,
2012-10-23,107.7772,
2012-10-24,107.4162,
2012-10-25,107.5292,
2012-10-26,107.1532,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,107.1482,
2012-10-30,107.3821,
2012-10-31,107.5390,
2012-11-01,.,No value available
2012-11-02,.,No value available
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,106.4594,
2012-11-06,106.5490,
2012-11-07,106.1689,
2012-11-08,106.2016,
2012-11-09,106.0355,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,.,No value available
2012-11-13,106.1668,
2012-11-14,106.4004,
2012-11-15,106.7367,
2012-11-16,106.6563,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,106.6475,
2012-11-20,106.8269,
2012-11-21,106.8617,
2012-11-22,.,No value available
2012-11-23,107.4149,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,107.5844,
2012-11-27,107.4789,
2012-11-28,107.1846,
2012-11-29,107.6280,
2012-11-30,107.7075,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,108.0745,
2012-12-04,108.2540,
2012-12-05,108.1176,
2012-12-06,108.1299,
2012-12-07,107.2047,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,107.2633,
2012-12-11,107.5914,
2012-12-12,107.8257,
2012-12-13,108.1479,
2012-12-14,108.2403,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,108.6658,
2012-12-18,108.7363,
2012-12-19,109.3435,
2012-12-20,109.0284,
2012-12-21,108.8456,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,109.0388,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,109.3547,
2012-12-28,108.8724,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,.,No value available
2013-01-01,.,No value available
2013-01-02,109.1267,
2013-01-03,108.3224,
2013-01-04,108.1490,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,108.2091,
2013-01-08,108.4646,
2013-01-09,108.2935,
2013-01-10,108.5848,
2013-01-11,109.6121,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,110.1666,
2013-01-15,110.0785,
2013-01-16,109.8365,
2013-01-17,110.3597,
2013-01-18,110.3068,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,.,No value available
2013-01-22,110.3152,
2013-01-23,110.3538,
2013-01-24,110.6976,
2013-01-25,111.5652,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,111.6639,
2013-01-29,111.4737,
2013-01-30,112.0439,
2013-01-31,111.9669,
2013-02-01,112.5885,
2013-02-02,.,No value available
2013-02-03,.,No value available
