"",BBK01.OUA253,BBK01.OUA253_FLAGS
"",Bearer debt securities outstanding / with a maturity of more than 2 years / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:08:02,
1968-12,47.613,
1969-01,48.563,
1969-02,49.293,
1969-03,49.729,
1969-04,50.266,
1969-05,50.898,
1969-06,51.173,
1969-07,51.857,
1969-08,52.469,
1969-09,52.976,
1969-10,53.707,
1969-11,54.036,
1969-12,54.231,
1970-01,54.565,
1970-02,54.996,
1970-03,55.576,
1970-04,56.206,
1970-05,56.538,
1970-06,56.920,
1970-07,57.520,
1970-08,58.121,
1970-09,58.435,
1970-10,58.973,
1970-11,59.603,
1970-12,60.366,
1971-01,60.953,
1971-02,61.286,
1971-03,61.827,
1971-04,62.631,
1971-05,63.048,
1971-06,63.373,
1971-07,64.042,
1971-08,64.681,
1971-09,65.194,
1971-10,65.934,
1971-11,66.444,
1971-12,66.948,
1972-01,69.188,
1972-02,70.680,
1972-03,71.786,
1972-04,72.836,
1972-05,73.925,
1972-06,75.242,
1972-07,76.627,
1972-08,77.846,
1972-09,78.742,
1972-10,79.286,
1972-11,79.839,
1972-12,80.302,
1973-01,81.718,
1973-02,83.383,
1973-03,84.323,
1973-04,84.952,
1973-05,85.889,
1973-06,87.395,
1973-07,88.562,
1973-08,89.768,
1973-09,90.107,
1973-10,91.175,
1973-11,91.582,
1973-12,91.153,
1974-01,91.858,
1974-02,92.352,
1974-03,93.110,
1974-04,93.984,
1974-05,94.836,
1974-06,95.794,
1974-07,96.492,
1974-08,98.142,
1974-09,98.955,
1974-10,99.930,
1974-11,101.399,
1974-12,101.570,
1975-01,103.579,
1975-02,105.740,
1975-03,106.748,
1975-04,108.935,
1975-05,110.755,
1975-06,111.767,
1975-07,113.161,
1975-08,115.315,
1975-09,117.044,
1975-10,118.704,
1975-11,120.481,
1975-12,121.161,
1976-01,124.323,
1976-02,127.064,
1976-03,128.927,
1976-04,130.220,
1976-05,131.358,
1976-06,132.127,
1976-07,133.482,
1976-08,135.206,
1976-09,136.573,
1976-10,137.573,
1976-11,138.581,
1976-12,138.411,
1977-01,140.379,
1977-02,141.325,
1977-03,142.774,
1977-04,144.003,
1977-05,144.629,
1977-06,145.512,
1977-07,147.857,
1977-08,149.450,
1977-09,150.501,
1977-10,151.889,
1977-11,152.950,
1977-12,154.423,
1978-01,158.473,
1978-02,160.939,
1978-03,162.111,
1978-04,162.743,
1978-05,164.115,
1978-06,165.807,
1978-07,166.591,
1978-08,168.663,
1978-09,170.171,
1978-10,169.733,
1978-11,170.768,
1978-12,170.480,
1979-01,172.799,
1979-02,175.237,
1979-03,177.780,
1979-04,178.906,
1979-05,180.181,
1979-06,181.505,
1979-07,182.972,
1979-08,184.258,
1979-09,184.193,
1979-10,185.107,
1979-11,188.269,
1979-12,186.613,
1980-01,189.199,
1980-02,190.027,
1980-03,193.072,
1980-04,196.211,
1980-05,197.844,
1980-06,198.812,
1980-07,200.133,
1980-08,200.342,
1980-09,201.537,
1980-10,202.724,
1980-11,205.216,
1980-12,204.936,
1981-01,208.119,
1981-02,211.323,
1981-03,216.007,
1981-04,217.958,
1981-05,220.490,
1981-06,223.269,
1981-07,226.066,
1981-08,227.964,
1981-09,231.134,
1981-10,232.174,
1981-11,234.589,
1981-12,233.147,
1982-01,237.858,
1982-02,238.552,
1982-03,242.411,
1982-04,242.551,
1982-05,244.561,
1982-06,241.477,
1982-07,243.410,
1982-08,245.261,
1982-09,247.221,
1982-10,250.347,
1982-11,253.223,
1982-12,255.401,
1983-01,260.456,
1983-02,261.696,
1983-03,263.806,
1983-04,266.021,
1983-05,270.350,
1983-06,273.071,
1983-07,273.991,
1983-08,274.953,
1983-09,276.878,
1983-10,278.826,
1983-11,281.156,
1983-12,281.289,
1984-01,284.199,
1984-02,286.067,
1984-03,287.528,
1984-04,287.372,
1984-05,289.526,
1984-06,288.764,
1984-07,290.038,
1984-08,292.758,
1984-09,296.211,
1984-10,298.771,
1984-11,302.982,
1984-12,302.494,
1985-01,305.971,
1985-02,307.256,
1985-03,308.579,
1985-04,306.077,
1985-05,307.936,
1985-06,309.610,
1985-07,313.006,
1985-08,315.634,
1985-09,317.882,
1985-10,318.119,
1985-11,321.754,
1985-12,321.679,
1986-01,327.370,
1986-02,331.050,
1986-03,334.063,
1986-04,335.122,
1986-05,336.166,
1986-06,336.690,
1986-07,340.211,
1986-08,343.141,
1986-09,345.029,
1986-10,345.357,
1986-11,348.250,
1986-12,347.088,
1987-01,353.335,
1987-02,354.582,
1987-03,356.195,
1987-04,355.148,
1987-05,359.600,
1987-06,359.718,
1987-07,359.916,
1987-08,361.894,
1987-09,363.673,
1987-10,363.099,
1987-11,365.550,
1987-12,363.115,
1988-01,365.466,
1988-02,364.736,
1988-03,363.013,
1988-04,362.081,
1988-05,363.580,
1988-06,362.755,
1988-07,361.508,
1988-08,362.490,
1988-09,362.129,
1988-10,364.399,
1988-11,365.217,
1988-12,359.858,
1989-01,362.209,
1989-02,363.098,
1989-03,363.417,
1989-04,363.693,
1989-05,367.204,
1989-06,369.199,
1989-07,372.428,
1989-08,373.243,
1989-09,375.747,
1989-10,381.373,
1989-11,387.101,
1989-12,386.753,
1990-01,396.828,
1990-02,402.685,
1990-03,407.639,
1990-04,410.628,
1990-05,414.023,
1990-06,413.553,
1990-07,416.460,
1990-08,421.662,
1990-09,430.900,
1990-10,445.253,
1990-11,454.599,
1990-12,458.229,
1991-01,469.428,
1991-02,477.516,
1991-03,482.105,
1991-04,489.146,
1991-05,495.205,
1991-06,499.350,
1991-07,504.825,
1991-08,509.973,
1991-09,514.692,
1991-10,521.041,
1991-11,527.805,
1991-12,528.330,
1992-01,539.957,
1992-02,544.927,
1992-03,549.193,
1992-04,552.112,
1992-05,554.985,
1992-06,556.612,
1992-07,561.380,
1992-08,567.164,
1992-09,573.479,
1992-10,582.345,
1992-11,588.990,
1992-12,584.909,
1993-01,594.649,
1993-02,602.557,
1993-03,608.972,
1993-04,609.664,
1993-05,614.646,
1993-06,619.658,
1993-07,629.505,
1993-08,637.685,
1993-09,640.709,
1993-10,652.254,
1993-11,661.551,
1993-12,659.841,
1994-01,669.948,
1994-02,673.559,
1994-03,672.078,
1994-04,673.740,
1994-05,678.215,
1994-06,682.628,
1994-07,691.041,
1994-08,696.909,
1994-09,699.625,
1994-10,704.515,
1994-11,709.989,
1994-12,717.220,
1995-01,723.157,
1995-02,727.025,
1995-03,729.707,
1995-04,734.716,
1995-05,742.540,
1995-06,748.475,
1995-07,756.561,
1995-08,767.672,
1995-09,776.209,
1995-10,785.930,
1995-11,798.749,
1995-12,803.709,
1996-01,820.903,
1996-02,832.713,
1996-03,839.150,
1996-04,847.698,
1996-05,856.999,
1996-06,861.763,
1996-07,867.094,
1996-08,872.908,
1996-09,886.115,
1996-10,893.697,
1996-11,907.027,
1996-12,906.825,
1997-01,919.482,
1997-02,934.484,
1997-03,949.725,
1997-04,956.266,
1997-05,963.455,
1997-06,974.109,
1997-07,989.472,
1997-08,995.106,
1997-09,998.805,
1997-10,1001.517,
1997-11,1008.230,
1997-12,1002.303,
1998-01,1016.388,
1998-02,1032.791,
1998-03,1041.716,
1998-04,1054.354,
1998-05,1062.259,
1998-06,1072.820,
1998-07,1093.864,
1998-08,1103.185,
1998-09,1110.849,
1998-10,1115.152,
1998-11,1124.391,
1998-12,1121.628,
1999-01,1133.942,
1999-02,1149.897,
1999-03,1162.934,
1999-04,1179.698,
1999-05,1188.165,
1999-06,1196.900,
1999-07,1200.004,
1999-08,1210.318,
1999-09,1229.211,
1999-10,1231.508,
1999-11,1235.690,
1999-12,1222.441,
2000-01,1223.019,
2000-02,1229.281,
2000-03,1238.172,
2000-04,1257.487,
2000-05,1274.074,
2000-06,1272.561,
2000-07,1292.293,
2000-08,1303.259,
2000-09,1308.810,
2000-10,1319.229,
2000-11,1312.342,
2000-12,1300.109,
2001-01,1319.333,
2001-02,1334.036,
2001-03,1340.292,
2001-04,1340.259,
2001-05,1345.010,
2001-06,1346.295,
2001-07,1345.774,
2001-08,1340.847,
2001-09,1341.874,
2001-10,1342.807,
2001-11,1351.286,
2001-12,1344.160,
2002-01,1356.453,
2002-02,1366.746,
2002-03,1378.217,
2002-04,1372.689,
2002-05,1374.209,
2002-06,1335.922,
2002-07,1334.241,
2002-08,1349.744,
2002-09,1349.612,
2002-10,1344.689,
2002-11,1344.929,
2002-12,1322.822,
2003-01,1321.688,
2003-02,1322.136,
2003-03,1323.927,
2003-04,1325.460,
2003-05,1329.499,
2003-06,1340.753,
2003-07,1349.252,
2003-08,1357.322,
2003-09,1360.486,
2003-10,1367.284,
2003-11,1370.666,
2003-12,1355.067,
2004-01,1364.779,
2004-02,1375.850,
2004-03,1397.019,
2004-04,1413.007,
2004-05,1426.775,
2004-06,1429.757,
2004-07,1437.846,
2004-08,1441.381,
2004-09,1454.442,
2004-10,1450.802,
2004-11,1452.632,
2004-12,1437.026,
2005-01,1448.768,
2005-02,1452.207,
2005-03,1469.625,
2005-04,1487.931,
2005-05,1497.539,
2005-06,1518.011,
2005-07,1523.370,
2005-08,1521.071,
2005-09,1518.851,
2005-10,1517.479,
2005-11,1517.171,
2005-12,1497.946,
2006-01,1505.020,
2006-02,1516.704,
2006-03,1512.066,
2006-04,1502.517,
2006-05,1506.856,
2006-06,1514.238,
2006-07,1516.643,
2006-08,1510.741,
2006-09,1510.004,
2006-10,1510.396,
2006-11,1504.273,
2006-12,1500.899,
2007-01,1508.578,
2007-02,1508.036,
2007-03,1501.577,
2007-04,1499.927,
2007-05,1508.150,
2007-06,1508.549,
2007-07,1505.309,
2007-08,1496.638,
2007-09,1481.157,
2007-10,1485.476,
