"",BBK01.OU4750,BBK01.OU4750_FLAGS
"",Domestic public debt securities / Issued by the Federal Government and its special funds / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:22,
1965-01,0.062,
1965-02,0.059,
1965-03,0.059,
1965-04,0.057,
1965-05,0.058,
1965-06,0.059,
1965-07,0.060,
1965-08,0.060,
1965-09,0.057,
1965-10,0.057,
1965-11,0.057,
1965-12,0.042,
1966-01,0.092,
1966-02,0.092,
1966-03,0.092,
1966-04,0.092,
1966-05,0.092,
1966-06,0.092,
1966-07,0.090,
1966-08,0.091,
1966-09,0.116,
1966-10,0.116,
1966-11,0.114,
1966-12,0.116,
1967-01,0.169,
1967-02,0.183,
1967-03,0.187,
1967-04,0.190,
1967-05,0.213,
1967-06,0.214,
1967-07,0.229,
1967-08,0.347,
1967-09,0.348,
1967-10,0.399,
1967-11,0.444,
1967-12,0.438,
1968-01,0.452,
1968-02,0.451,
1968-03,0.458,
1968-04,0.461,
1968-05,0.458,
1968-06,0.458,
1968-07,0.460,
1968-08,0.490,
1968-09,0.490,
1968-10,0.497,
1968-11,0.497,
1968-12,0.521,
1969-01,0.519,
1969-02,0.526,
1969-03,0.512,
1969-04,0.512,
1969-05,0.510,
1969-06,0.511,
1969-07,0.535,
1969-08,0.573,
1969-09,0.568,
1969-10,0.578,
1969-11,0.573,
1969-12,0.569,
1970-01,0.555,
1970-02,0.491,
1970-03,0.489,
1970-04,0.491,
1970-05,0.493,
1970-06,0.491,
1970-07,0.491,
1970-08,0.493,
1970-09,0.467,
1970-10,0.390,
1970-11,0.357,
1970-12,0.375,
1971-01,0.311,
1971-02,0.313,
1971-03,0.306,
1971-04,0.304,
1971-05,0.282,
1971-06,0.282,
1971-07,0.273,
1971-08,0.265,
1971-09,0.256,
1971-10,0.257,
1971-11,0.322,
1971-12,0.323,
1972-01,0.333,
1972-02,0.325,
1972-03,0.324,
1972-04,0.322,
1972-05,0.319,
1972-06,0.311,
1972-07,0.284,
1972-08,0.232,
1972-09,0.229,
1972-10,0.231,
1972-11,0.222,
1972-12,0.236,
1973-01,0.232,
1973-02,0.231,
1973-03,0.224,
1973-04,0.220,
1973-05,0.232,
1973-06,0.232,
1973-07,0.201,
1973-08,0.203,
1973-09,0.215,
1973-10,0.225,
1973-11,0.243,
1973-12,0.233,
1974-01,0.237,
1974-02,0.229,
1974-03,0.229,
1974-04,0.237,
1974-05,0.245,
1974-06,0.243,
1974-07,0.242,
1974-08,0.222,
1974-09,0.217,
1974-10,0.223,
1974-11,0.167,
1974-12,0.178,
1975-01,0.243,
1975-02,0.260,
1975-03,0.265,
1975-04,0.307,
1975-05,0.311,
1975-06,0.328,
1975-07,0.287,
1975-08,0.243,
1975-09,0.229,
1975-10,0.227,
1975-11,0.142,
1975-12,0.218,
1976-01,0.171,
1976-02,0.187,
1976-03,0.195,
1976-04,0.188,
1976-05,0.219,
1976-06,0.218,
1976-07,0.273,
1976-08,0.270,
1976-09,0.293,
1976-10,0.276,
1976-11,0.317,
1976-12,0.342,
1977-01,0.280,
1977-02,0.393,
1977-03,0.377,
1977-04,0.390,
1977-05,0.404,
1977-06,0.556,
1977-07,0.541,
1977-08,0.586,
1977-09,0.623,
1977-10,0.826,
1977-11,0.899,
1977-12,0.995,
1978-01,0.871,
1978-02,0.867,
1978-03,0.920,
1978-04,0.954,
1978-05,0.906,
1978-06,0.960,
1978-07,0.849,
1978-08,0.900,
1978-09,1.183,
1978-10,1.172,
1978-11,1.291,
1978-12,1.395,
1979-01,1.322,
1979-02,1.423,
1979-03,1.387,
1979-04,1.372,
1979-05,1.388,
1979-06,1.356,
1979-07,1.332,
1979-08,1.356,
1979-09,1.356,
1979-10,1.341,
1979-11,1.345,
1979-12,1.341,
1980-01,1.355,
1980-02,1.317,
1980-03,1.208,
1980-04,1.227,
1980-05,1.278,
1980-06,1.274,
1980-07,1.270,
1980-08,1.042,
1980-09,1.124,
1980-10,1.328,
1980-11,1.252,
1980-12,1.228,
1981-01,1.006,
1981-02,0.952,
1981-03,0.955,
1981-04,0.924,
1981-05,0.900,
1981-06,0.920,
1981-07,0.880,
1981-08,0.914,
1981-09,0.978,
1981-10,0.949,
1981-11,0.980,
1981-12,0.920,
1982-01,0.912,
1982-02,0.880,
1982-03,1.153,
1982-04,1.196,
1982-05,1.235,
1982-06,1.323,
1982-07,1.444,
1982-08,1.692,
1982-09,1.501,
1982-10,1.700,
1982-11,1.693,
1982-12,1.835,
1983-01,1.658,
1983-02,1.780,
1983-03,1.801,
1983-04,1.810,
1983-05,1.767,
1983-06,1.975,
1983-07,1.996,
1983-08,2.065,
1983-09,2.075,
1983-10,2.016,
1983-11,1.985,
1983-12,2.052,
1984-01,1.929,
1984-02,1.876,
1984-03,1.906,
1984-04,2.148,
1984-05,2.240,
1984-06,2.177,
1984-07,2.087,
1984-08,2.079,
1984-09,2.233,
1984-10,2.471,
1984-11,2.599,
1984-12,2.730,
1985-01,2.755,
1985-02,3.205,
1985-03,2.945,
1985-04,3.242,
1985-05,3.582,
1985-06,3.511,
1985-07,3.533,
1985-08,3.646,
1985-09,3.416,
1985-10,3.477,
1985-11,3.630,
1985-12,3.514,
1986-01,3.677,
1986-02,3.624,
1986-03,3.485,
1986-04,3.847,
1986-05,3.869,
1986-06,3.871,
1986-07,3.911,
1986-08,3.691,
1986-09,3.764,
1986-10,4.258,
1986-11,4.072,
1986-12,3.592,
1987-01,3.503,
1987-02,3.876,
1987-03,3.973,
1987-04,3.790,
1987-05,3.686,
1987-06,3.530,
1987-07,3.531,
1987-08,3.651,
1987-09,3.675,
1987-10,4.876,
1987-11,4.521,
1987-12,4.274,
1988-01,5.109,
1988-02,5.357,
1988-03,5.541,
1988-04,5.490,
1988-05,5.583,
1988-06,6.492,
1988-07,6.755,
1988-08,7.155,
1988-09,6.527,
1988-10,6.526,
1988-11,6.278,
1988-12,6.245,
1989-01,6.615,
1989-02,6.571,
1989-03,6.644,
1989-04,6.639,
1989-05,6.852,
1989-06,6.812,
1989-07,7.068,
1989-08,7.292,
1989-09,7.400,
1989-10,6.958,
1989-11,7.178,
1989-12,7.428,
1990-01,7.157,
1990-02,7.210,
1990-03,8.205,
1990-04,8.032,
1990-05,7.941,
1990-06,7.818,
1990-07,7.666,
1990-08,7.496,
1990-09,7.395,
1990-10,7.064,
1990-11,7.082,
1990-12,7.536,
1991-01,7.412,
1991-02,7.064,
1991-03,6.506,
1991-04,6.155,
1991-05,6.054,
1991-06,5.651,
1991-07,5.633,
1991-08,5.470,
1991-09,5.407,
1991-10,5.188,
1991-11,5.221,
1991-12,4.959,
1992-01,4.861,
1992-02,4.511,
1992-03,4.124,
1992-04,3.855,
1992-05,3.822,
1992-06,3.639,
1992-07,3.650,
1992-08,3.525,
1992-09,3.485,
1992-10,3.322,
1992-11,3.322,
1992-12,3.691,
1993-01,3.306,
1993-02,3.392,
1993-03,2.751,
1993-04,2.750,
1993-05,2.729,
1993-06,2.799,
1993-07,2.948,
1993-08,3.090,
1993-09,2.833,
1993-10,2.896,
1993-11,2.929,
1993-12,2.832,
1994-01,3.033,
1994-02,3.542,
1994-03,3.677,
1994-04,3.706,
1994-05,3.808,
1994-06,4.285,
1994-07,4.505,
1994-08,4.540,
1994-09,4.580,
1994-10,4.258,
1994-11,4.152,
1994-12,4.076,
1995-01,4.319,
1995-02,4.050,
1995-03,3.977,
1995-04,3.547,
1995-05,3.286,
1995-06,3.044,
1995-07,2.975,
1995-08,2.967,
1995-09,3.184,
1995-10,3.134,
1995-11,2.825,
1995-12,3.520,
1996-01,3.204,
1996-02,3.102,
1996-03,2.847,
1996-04,2.926,
1996-05,3.287,
1996-06,3.631,
1996-07,4.059,
1996-08,3.910,
1996-09,3.810,
1996-10,3.569,
1996-11,3.678,
1996-12,2.518,
1997-01,3.066,
1997-02,3.096,
1997-03,3.555,
1997-04,2.750,
1997-05,3.220,
1997-06,3.541,
1997-07,3.477,
1997-08,4.398,
1997-09,3.960,
1997-10,4.370,
1997-11,4.491,
1997-12,4.326,
1998-01,3.798,
1998-02,3.609,
1998-03,3.859,
1998-04,3.881,
1998-05,4.168,
1998-06,3.777,
1998-07,3.882,
1998-08,4.523,
1998-09,2.953,
1998-10,3.235,
1998-11,3.323,
1998-12,2.749,
1999-01,3.173,
1999-02,2.379,
1999-03,1.954,
1999-04,2.034,
1999-05,2.487,
1999-06,2.278,
1999-07,2.346,
1999-08,2.457,
1999-09,1.443,
1999-10,1.405,
1999-11,1.694,
1999-12,1.300,
2000-01,1.786,
2000-02,1.581,
2000-03,1.100,
2000-04,1.327,
2000-05,1.164,
2000-06,0.882,
2000-07,1.038,
2000-08,2.072,
2000-09,1.372,
2000-10,2.043,
2000-11,3.052,
2000-12,2.495,
2001-01,1.850,
2001-02,2.776,
2001-03,2.443,
2001-04,1.874,
2001-05,1.610,
2001-06,2.215,
2001-07,2.086,
2001-08,1.850,
2001-09,1.620,
2001-10,1.847,
2001-11,1.856,
2001-12,1.490,
2002-01,1.424,
2002-02,1.606,
2002-03,1.582,
2002-04,1.553,
2002-05,1.527,
2002-06,1.132,
2002-07,1.542,
2002-08,1.384,
2002-09,0.949,
2002-10,1.019,
2002-11,1.396,
2002-12,1.574,
2003-01,1.631,
2003-02,1.540,
2003-03,1.364,
2003-04,1.193,
2003-05,1.754,
2003-06,1.299,
2003-07,1.486,
2003-08,1.391,
