"",BBK01.OUG192,BBK01.OUG192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / Landesbanken,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:06,
1968-12,2.145,
1969-01,2.587,
1969-02,2.693,
1969-03,2.659,
1969-04,2.632,
1969-05,2.812,
1969-06,2.668,
1969-07,2.606,
1969-08,2.687,
1969-09,2.779,
1969-10,2.669,
1969-11,2.543,
1969-12,2.539,
1970-01,2.675,
1970-02,2.777,
1970-03,2.429,
1970-04,2.535,
1970-05,2.654,
1970-06,2.609,
1970-07,2.694,
1970-08,2.799,
1970-09,2.684,
1970-10,2.782,
1970-11,2.705,
1970-12,2.928,
1971-01,3.335,
1971-02,3.378,
1971-03,3.402,
1971-04,3.548,
1971-05,3.731,
1971-06,3.546,
1971-07,3.601,
1971-08,3.553,
1971-09,3.506,
1971-10,3.563,
1971-11,3.472,
1971-12,3.639,
1972-01,4.003,
1972-02,4.283,
1972-03,4.054,
1972-04,3.966,
1972-05,3.910,
1972-06,3.979,
1972-07,4.347,
1972-08,4.622,
1972-09,4.617,
1972-10,4.631,
1972-11,4.311,
1972-12,4.356,
1973-01,4.728,
1973-02,5.241,
1973-03,5.194,
1973-04,5.122,
1973-05,5.441,
1973-06,4.997,
1973-07,5.087,
1973-08,5.054,
1973-09,4.838,
1973-10,4.756,
1973-11,4.763,
1973-12,4.790,
1974-01,5.325,
1974-02,5.422,
1974-03,5.272,
1974-04,5.344,
1974-05,5.533,
1974-06,5.387,
1974-07,5.563,
1974-08,5.619,
1974-09,5.475,
1974-10,5.572,
1974-11,5.091,
1974-12,5.356,
1975-01,5.895,
1975-02,6.106,
1975-03,5.927,
1975-04,5.805,
1975-05,5.995,
1975-06,5.734,
1975-07,5.681,
1975-08,5.769,
1975-09,5.724,
1975-10,5.459,
1975-11,5.313,
1975-12,5.560,
1976-01,6.011,
1976-02,6.285,
1976-03,6.483,
1976-04,6.590,
