"",BBK01.CEF202,BBK01.CEF202_FLAGS
"",Currency and deposits                                              debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:54,
1999-01,1919.3,
1999-04,1944.0,
1999-07,2011.7,
1999-10,2037.6,
2000-01,2087.8,
2000-04,2072.0,
2000-07,2089.6,
2000-10,2193.4,
2001-01,2233.8,
2001-04,2246.2,
2001-07,2301.3,
2001-10,2327.0,
2002-01,2269.4,
2002-04,2316.2,
2002-07,2374.6,
2002-10,2463.6,
2003-01,2518.4,
2003-04,2605.2,
2003-07,2528.8,
2003-10,2559.7,
2004-01,2568.8,
2004-04,2649.5,
2004-07,2666.5,
2004-10,2716.1,
2005-01,2804.0,
2005-04,2891.9,
2005-07,2918.1,
2005-10,2878.6,
2006-01,3001.6,
2006-04,3070.2,
2006-07,3045.5,
2006-10,3123.0,
2007-01,3205.0,
2007-04,3265.8,
2007-07,3363.4,
2007-10,3525.8,
2008-01,3542.6,
2008-04,3539.3,
2008-07,3766.2,
2008-10,3867.6,
2009-01,3634.8,
2009-04,3689.4,
2009-07,3452.2,
2009-10,3451.0,
2010-01,3430.8,
2010-04,3639.6,
2010-07,3350.6,
2010-10,3305.9,
2011-01,3201.1,
2011-04,3210.4,
2011-07,3455.5,
2011-10,3444.9,
2012-01,3662.2,
2012-04,3696.1,
2012-07,3601.2,
2012-10,3361.4,
2013-01,3289.9,
2013-04,3258.9,
2013-07,3133.3,
2013-10,3071.8,
2014-01,3075.8,
2014-04,3095.4,
2014-07,3095.2,
