"",BBK01.OUK240,BBK01.OUK240_FLAGS
"",Time deposits of non-profit institutions / for up and including 1 year / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:08,
1968-12,0.023,
1969-01,0.029,
1969-02,0.027,
1969-03,0.024,
1969-04,0.024,
1969-05,0.024,
1969-06,0.026,
1969-07,0.028,
1969-08,0.029,
1969-09,0.029,
1969-10,0.030,
1969-11,0.026,
1969-12,0.028,
1970-01,0.026,
1970-02,0.026,
1970-03,0.025,
1970-04,0.027,
1970-05,0.027,
1970-06,0.027,
1970-07,0.027,
1970-08,0.027,
1970-09,0.029,
1970-10,0.028,
1970-11,0.024,
1970-12,0.024,
1971-01,0.024,
1971-02,0.025,
1971-03,0.031,
1971-04,0.031,
1971-05,0.029,
1971-06,0.031,
1971-07,0.032,
1971-08,0.033,
1971-09,0.033,
1971-10,0.030,
1971-11,0.029,
1971-12,0.031,
1972-01,0.033,
1972-02,0.032,
1972-03,0.034,
1972-04,0.036,
1972-05,0.042,
1972-06,0.036,
1972-07,0.036,
1972-08,0.035,
1972-09,0.033,
1972-10,0.034,
1972-11,0.033,
1972-12,0.032,
1973-01,0.034,
1973-02,0.040,
1973-03,0.046,
1973-04,0.048,
1973-05,0.043,
1973-06,0.044,
1973-07,0.046,
1973-08,0.043,
1973-09,0.042,
1973-10,0.041,
1973-11,0.043,
1973-12,0.037,
1974-01,0.040,
1974-02,0.045,
1974-03,0.046,
1974-04,0.041,
1974-05,0.044,
1974-06,0.044,
1974-07,0.047,
1974-08,0.047,
1974-09,0.045,
1974-10,0.046,
1974-11,0.046,
1974-12,0.044,
1975-01,0.047,
1975-02,0.051,
1975-03,0.051,
1975-04,0.052,
1975-05,0.049,
1975-06,0.050,
1975-07,0.054,
1975-08,0.051,
1975-09,0.049,
1975-10,0.051,
1975-11,0.044,
1975-12,0.047,
1976-01,0.055,
1976-02,0.045,
1976-03,0.049,
1976-04,0.060,
1976-05,0.064,
1976-06,0.074,
1976-07,0.077,
1976-08,0.075,
1976-09,0.066,
1976-10,0.081,
1976-11,0.061,
1976-12,0.061,
1977-01,0.064,
1977-02,0.062,
1977-03,0.069,
1977-04,0.075,
1977-05,0.083,
1977-06,0.090,
1977-07,0.083,
1977-08,0.083,
1977-09,0.080,
1977-10,0.076,
1977-11,0.067,
1977-12,0.064,
1978-01,0.079,
1978-02,0.086,
1978-03,0.093,
1978-04,0.093,
1978-05,0.104,
1978-06,0.096,
1978-07,0.102,
1978-08,0.104,
1978-09,0.100,
1978-10,0.102,
1978-11,0.094,
1978-12,0.097,
1979-01,0.096,
1979-02,0.101,
1979-03,0.112,
1979-04,0.108,
1979-05,0.122,
1979-06,0.118,
1979-07,0.114,
1979-08,0.114,
1979-09,0.111,
1979-10,0.104,
1979-11,0.111,
1979-12,0.111,
1980-01,0.110,
1980-02,0.100,
1980-03,0.108,
1980-04,0.106,
1980-05,0.115,
1980-06,0.109,
1980-07,0.110,
1980-08,0.109,
1980-09,0.100,
1980-10,0.103,
1980-11,0.082,
1980-12,0.074,
1981-01,0.079,
1981-02,0.079,
1981-03,0.088,
1981-04,0.088,
1981-05,0.089,
1981-06,0.084,
1981-07,0.088,
1981-08,0.095,
1981-09,0.090,
1981-10,0.090,
1981-11,0.088,
1981-12,0.092,
1982-01,0.084,
1982-02,0.092,
1982-03,0.102,
1982-04,0.100,
1982-05,0.103,
1982-06,0.100,
1982-07,0.102,
1982-08,0.103,
1982-09,0.106,
1982-10,0.110,
1982-11,0.084,
1982-12,0.084,
1983-01,0.071,
1983-02,0.098,
1983-03,0.099,
1983-04,0.085,
1983-05,0.079,
1983-06,0.081,
1983-07,0.076,
1983-08,0.080,
1983-09,0.071,
1983-10,0.072,
1983-11,0.064,
1983-12,0.072,
1984-01,0.074,
1984-02,0.090,
1984-03,0.087,
1984-04,0.092,
1984-05,0.094,
1984-06,0.087,
1984-07,0.092,
1984-08,0.089,
1984-09,0.086,
1984-10,0.086,
1984-11,0.076,
1984-12,0.089,
1985-01,0.120,
1985-02,0.116,
1985-03,0.120,
1985-04,0.114,
1985-05,0.110,
1985-06,0.104,
1985-07,0.114,
1985-08,0.110,
1985-09,0.100,
1985-10,0.096,
1985-11,0.086,
1985-12,0.093,
1986-01,0.100,
1986-02,0.108,
1986-03,0.109,
1986-04,0.109,
1986-05,0.102,
1986-06,0.099,
1986-07,0.112,
1986-08,0.105,
1986-09,0.109,
1986-10,0.114,
1986-11,0.104,
1986-12,0.120,
1987-01,0.135,
1987-02,0.151,
1987-03,0.146,
1987-04,0.140,
1987-05,0.150,
1987-06,0.121,
1987-07,0.149,
1987-08,0.143,
1987-09,0.130,
1987-10,0.133,
1987-11,0.111,
1987-12,0.135,
1988-01,0.171,
1988-02,0.163,
1988-03,0.138,
1988-04,0.128,
1988-05,0.134,
1988-06,0.124,
1988-07,0.130,
1988-08,0.115,
1988-09,0.110,
1988-10,0.109,
1988-11,0.105,
1988-12,0.109,
1989-01,0.140,
1989-02,0.141,
1989-03,0.146,
1989-04,0.110,
1989-05,0.116,
1989-06,0.116,
1989-07,0.118,
1989-08,0.105,
1989-09,0.098,
1989-10,0.093,
1989-11,0.092,
1989-12,0.105,
1990-01,0.131,
1990-02,0.112,
1990-03,0.125,
1990-04,0.110,
1990-05,0.107,
1990-06,0.108,
1990-07,0.107,
1990-08,0.103,
1990-09,0.100,
1990-10,0.099,
1990-11,0.092,
1990-12,0.095,
1991-01,0.095,
1991-02,0.097,
1991-03,0.110,
1991-04,0.109,
1991-05,0.111,
1991-06,0.117,
1991-07,0.119,
1991-08,0.114,
1991-09,0.104,
1991-10,0.095,
1991-11,0.092,
1991-12,0.082,
1992-01,0.088,
1992-02,0.090,
1992-03,0.096,
1992-04,0.095,
1992-05,0.097,
1992-06,0.096,
1992-07,0.099,
1992-08,0.089,
1992-09,0.093,
1992-10,0.088,
1992-11,0.081,
1992-12,0.079,
1993-01,0.094,
1993-02,0.097,
1993-03,0.090,
1993-04,0.091,
1993-05,0.099,
1993-06,0.105,
1993-07,0.110,
1993-08,0.095,
1993-09,0.095,
1993-10,0.081,
1993-11,0.076,
1993-12,0.070,
1994-01,0.102,
1994-02,0.127,
1994-03,0.140,
1994-04,0.141,
1994-05,0.133,
1994-06,0.145,
1994-07,0.154,
1994-08,0.142,
1994-09,0.129,
1994-10,0.124,
1994-11,0.103,
1994-12,0.106,
1995-01,0.088,
1995-02,0.095,
1995-03,0.094,
1995-04,0.090,
1995-05,0.100,
1995-06,0.079,
1995-07,0.084,
1995-08,0.086,
1995-09,0.076,
1995-10,0.076,
1995-11,0.037,
1995-12,0.038,
1996-01,0.070,
1996-02,0.058,
1996-03,0.055,
1996-04,0.047,
1996-05,0.038,
1996-06,0.040,
1996-07,0.044,
1996-08,0.039,
1996-09,0.034,
1996-10,0.036,
1996-11,0.030,
1996-12,0.031,
1997-01,0.030,
1997-02,0.037,
1997-03,0.054,
1997-04,0.039,
1997-05,0.048,
1997-06,0.048,
1997-07,0.029,
1997-08,0.035,
1997-09,0.039,
1997-10,0.039,
1997-11,0.036,
1997-12,0.030,
1998-01,0.041,
1998-02,0.040,
1998-03,0.038,
1998-04,0.046,
1998-05,0.044,
1998-06,0.047,
1998-07,0.062,
1998-08,0.055,
1998-09,0.040,
1998-10,0.039,
1998-11,0.040,
1998-12,0.039,
1999-01,0.059,
1999-02,0.066,
1999-03,0.077,
1999-04,0.076,
1999-05,0.093,
1999-06,0.081,
1999-07,0.083,
1999-08,0.077,
1999-09,0.077,
1999-10,0.085,
1999-11,0.149,
1999-12,0.171,
2000-01,0.143,
2000-02,0.153,
2000-03,0.218,
2000-04,0.210,
2000-05,0.138,
2000-06,0.127,
2000-07,0.182,
2000-08,0.133,
2000-09,0.101,
2000-10,0.140,
2000-11,0.108,
2000-12,0.224,
2001-01,0.197,
2001-02,0.205,
2001-03,0.214,
2001-04,0.201,
2001-05,0.219,
2001-06,0.164,
2001-07,0.146,
2001-08,0.223,
2001-09,0.195,
2001-10,0.179,
2001-11,0.104,
2001-12,0.208,
2002-01,0.144,
2002-02,0.133,
2002-03,0.202,
2002-04,0.199,
2002-05,0.277,
2002-06,0.285,
2002-07,0.125,
2002-08,0.113,
2002-09,0.087,
2002-10,0.091,
2002-11,0.073,
2002-12,0.187,
2003-01,0.149,
2003-02,0.093,
2003-03,0.178,
2003-04,0.171,
2003-05,0.197,
2003-06,0.185,
2003-07,0.160,
2003-08,0.109,
2003-09,0.086,
2003-10,0.089,
2003-11,0.101,
2003-12,0.088,
2004-01,0.044,
2004-02,0.079,
2004-03,0.049,
2004-04,0.055,
2004-05,0.109,
2004-06,0.185,
2004-07,0.211,
2004-08,0.115,
2004-09,0.115,
2004-10,0.163,
2004-11,0.113,
2004-12,0.173,
2005-01,0.170,
2005-02,0.164,
2005-03,0.134,
2005-04,0.186,
2005-05,0.172,
2005-06,0.095,
2005-07,0.141,
2005-08,0.160,
2005-09,0.134,
2005-10,0.143,
2005-11,0.094,
2005-12,0.203,
2006-01,0.125,
2006-02,0.119,
2006-03,0.092,
2006-04,0.093,
2006-05,0.056,
2006-06,0.061,
2006-07,0.058,
2006-08,0.055,
2006-09,0.061,
2006-10,0.052,
2006-11,0.045,
2006-12,0.048,
2007-01,0.047,
2007-02,0.044,
2007-03,0.061,
2007-04,0.059,
2007-05,0.031,
2007-06,0.033,
2007-07,0.033,
2007-08,0.034,
2007-09,0.032,
2007-10,0.034,
2007-11,0.030,
2007-12,0.027,
2008-01,0.029,
2008-02,0.030,
2008-03,0.036,
2008-04,0.035,
2008-05,0.034,
2008-06,0.030,
2008-07,0.033,
2008-08,0.036,
2008-09,0.035,
2008-10,0.034,
2008-11,0.033,
2008-12,0.013,
2009-01,0.012,
2009-02,0.011,
2009-03,0.015,
2009-04,0.016,
2009-05,0.013,
2009-06,0.009,
2009-07,0.010,
2009-08,0.009,
2009-09,0.009,
2009-10,0.008,
2009-11,0.009,
2009-12,0.113,
2010-01,0.002,
2010-02,0.003,
2010-03,0.002,
2010-04,0.001,
2010-05,0.001,
2010-06,0.001,
2010-07,0.001,
2010-08,0.001,
2010-09,0.001,
2010-10,0.001,
2010-11,0.004,
2010-12,0.135,
2011-01,0.005,
2011-02,0.007,
2011-03,0.006,
2011-04,0.013,
2011-05,0.013,
2011-06,0.013,
2011-07,0.014,
2011-08,0.015,
2011-09,0.015,
2011-10,0.014,
2011-11,0.014,
2011-12,0.017,
2012-01,0.016,
2012-02,0.015,
2012-03,0.013,
2012-04,0.013,
2012-05,0.013,
2012-06,0.013,
2012-07,0.004,
2012-08,0.009,
2012-09,0.006,
2012-10,0.003,
2012-11,0.005,
2012-12,0.003,
2013-01,0.002,
2013-02,0.002,
2013-03,0.002,
2013-04,0.002,
2013-05,0.002,
2013-06,0.002,
2013-07,0.003,
2013-08,0.003,
2013-09,0.002,
2013-10,0.008,
2013-11,0.004,
2013-12,0.002,
2014-01,0.002,
2014-02,0.002,
2014-03,0.002,
2014-04,0.004,
2014-05,0.005,
2014-06,0.001,
2014-07,0.001,
2014-08,0.001,
2014-09,0.001,
2014-10,0.001,
2014-11,0.001,
2014-12,0.015,Provisional value
