"",BBK01.OUZ347,BBK01.OUZ347_FLAGS
"","Liabilities to non-banks (non-MFIs), total, Special purpose banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:58:14,
1999-01,121.363,
1999-02,123.098,
1999-03,129.304,
1999-04,128.932,
1999-05,129.783,
1999-06,131.411,
1999-07,130.793,
1999-08,131.437,
1999-09,133.843,
1999-10,134.811,
1999-11,138.306,
1999-12,141.521,
2000-01,142.814,
2000-02,143.765,
2000-03,146.595,
2000-04,148.555,
2000-05,130.389,
2000-06,131.185,
2000-07,135.039,
2000-08,137.662,
2000-09,137.956,
2000-10,144.205,
2000-11,147.916,
2000-12,137.412,
2001-01,138.944,
2001-02,139.902,
2001-03,143.119,
2001-04,143.788,
2001-05,149.327,
2001-06,152.713,
2001-07,148.937,
2001-08,146.383,
2001-09,146.683,
2001-10,147.592,
2001-11,135.309,
2001-12,136.090,
2002-01,141.522,
2002-02,141.433,
2002-03,140.512,
2002-04,143.329,
2002-05,142.293,
2002-06,138.523,
2002-07,137.585,
2002-08,139.548,
2002-09,138.154,
2002-10,141.421,
2002-11,141.950,
2002-12,137.860,
2003-01,134.199,
2003-02,133.895,
2003-03,131.731,
2003-04,127.884,
2003-05,123.342,
2003-06,127.116,
2003-07,123.170,
2003-08,125.516,
2003-09,122.660,
2003-10,122.892,
2003-11,122.084,
2003-12,119.779,
2004-01,119.533,
2004-02,119.009,
2004-03,118.682,
2004-04,117.180,
2004-05,116.979,
2004-06,117.514,
2004-07,117.981,
2004-08,117.373,
2004-09,123.370,
2004-10,119.411,
2004-11,116.989,
2004-12,127.075,
2005-01,129.285,
2005-02,127.530,
2005-03,129.365,
2005-04,121.755,
2005-05,121.606,
2005-06,121.205,
2005-07,119.477,
2005-08,119.067,
2005-09,119.293,
2005-10,114.407,
2005-11,117.210,
2005-12,115.846,
2006-01,116.827,
2006-02,118.238,
2006-03,115.872,
2006-04,115.523,
2006-05,114.170,
2006-06,114.283,
2006-07,116.015,
2006-08,122.340,
2006-09,123.449,
2006-10,118.356,
2006-11,117.663,
2006-12,108.198,
2007-01,109.419,
2007-02,110.492,
2007-03,109.978,
2007-04,109.985,
2007-05,111.858,
2007-06,112.173,
2007-07,108.299,
2007-08,109.031,
2007-09,108.268,
2007-10,102.842,
2007-11,107.992,
2007-12,106.722,
2008-01,103.961,
2008-02,103.818,
2008-03,102.888,
2008-04,101.186,
2008-05,101.721,
2008-06,99.910,
2008-07,101.233,
2008-08,103.994,
2008-09,105.527,
2008-10,104.593,
2008-11,104.430,
2008-12,97.119,
2009-01,97.602,
2009-02,97.898,
2009-03,98.098,
2009-04,99.380,
2009-05,98.580,
2009-06,99.930,
2009-07,96.994,
2009-08,86.487,
2009-09,86.009,
2009-10,84.793,
2009-11,85.964,
2009-12,83.549,
2010-01,82.731,
2010-02,83.342,
2010-03,84.393,
2010-04,84.353,
2010-05,86.582,
2010-06,88.051,
2010-07,89.078,
2010-08,88.254,
2010-09,90.683,
2010-10,88.034,
2010-11,88.961,
2010-12,87.836,
2011-01,92.299,
2011-02,89.158,
2011-03,87.234,
2011-04,88.869,
2011-05,88.316,
2011-06,89.087,
2011-07,91.659,
2011-08,92.357,
2011-09,89.104,
2011-10,90.568,
2011-11,89.959,
2011-12,85.911,
2012-01,89.804,
2012-02,92.511,
2012-03,90.510,
2012-04,92.240,
2012-05,91.121,
2012-06,93.764,
2012-07,87.454,
2012-08,84.560,
2012-09,86.134,
2012-10,83.992,
2012-11,83.109,
2012-12,81.762,
2013-01,79.970,
2013-02,79.768,
2013-03,79.921,
2013-04,79.421,
2013-05,79.791,
2013-06,83.273,
2013-07,79.798,
2013-08,78.601,
2013-09,79.107,
2013-10,76.385,
2013-11,78.176,
2013-12,76.111,
2014-01,75.679,
2014-02,75.924,
2014-03,76.231,
2014-04,79.436,
2014-05,75.866,
2014-06,77.386,
2014-07,72.335,
2014-08,72.601,
2014-09,73.117,
2014-10,70.483,
2014-11,72.039,
