"",BBK01.OEAA37O,BBK01.OEAA37O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:39,
2002-01,34.321,
2002-04,34.408,
2002-07,34.524,
2002-10,34.460,
2003-01,34.042,
2003-04,34.388,
2003-07,30.715,
2003-10,31.170,
2004-01,31.107,
2004-04,30.117,
2004-07,27.027,
2004-10,26.169,
2005-01,49.989,
2005-04,50.328,
2005-07,50.855,
2005-10,51.340,
2006-01,51.690,
2006-04,51.891,
2006-07,52.388,
2006-10,52.493,
2007-01,52.588,
2007-04,52.798,
2007-07,52.974,
2007-10,52.459,
2008-01,52.257,
2008-04,52.533,
2008-07,52.693,
2008-10,52.329,
2009-01,52.062,
2009-04,52.700,
2009-07,52.902,
2009-10,52.856,
2010-01,52.572,
2010-04,52.170,
2010-07,52.506,
2010-10,52.462,
2011-01,52.322,
2011-04,52.447,
2011-07,52.729,
2011-10,52.767,
2012-01,53.298,
2012-04,53.583,
2012-07,53.936,
2012-10,54.048,
2013-01,53.955,
2013-04,54.118,
2013-07,54.528,
2013-10,54.372,
2014-01,54.598,
2014-04,54.783,
2014-07,55.211,
