"",BBK01.TS1043,BBK01.TS1043_FLAGS
"",Credit to non-financial corporations / Loans / With an agreed maturity of up to 1 year / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:37,
1995-01,79.75627,
1995-02,80.85178,
1995-03,81.02569,
1995-04,82.59150,
1995-05,82.00526,
1995-06,83.61247,
1995-07,84.69033,
1995-08,84.97801,
1995-09,85.43681,
1995-10,85.84641,
1995-11,86.06521,
1995-12,85.45176,
1996-01,86.26153,
1996-02,86.60050,
1996-03,87.49200,
1996-04,87.53608,
1996-05,88.29102,
1996-06,88.68237,
1996-07,88.40725,
1996-08,89.84301,
1996-09,89.36769,
1996-10,90.18506,
1996-11,89.75008,
1996-12,90.78746,
1997-01,90.24690,
1997-02,90.99500,
1997-03,91.29844,
1997-04,90.35246,
1997-05,91.43875,
1997-06,92.60441,
1997-07,91.69663,
1997-08,92.17733,
1997-09,92.07564,
1997-10,91.56206,
1997-11,91.96039,
1997-12,92.63737,
1998-01,92.36668,
1998-02,92.51442,
1998-03,92.47043,
1998-04,94.83296,
1998-05,95.94029,
1998-06,95.90736,
1998-07,96.70751,
1998-08,97.82236,
1998-09,97.71764,
1998-10,98.24987,
1998-11,99.06759,
1998-12,100.76407,
1999-01,97.82796,
1999-02,96.47443,
1999-03,95.55364,
1999-04,94.57293,
1999-05,94.04619,
1999-06,97.01577,
1999-07,96.30826,
1999-08,95.25169,
1999-09,95.09113,
1999-10,96.58230,
1999-11,97.05533,
1999-12,98.09602,
2000-01,99.49143,
2000-02,100.97091,
2000-03,101.37611,
2000-04,103.54594,
2000-05,103.60919,
2000-06,102.43334,
2000-07,100.54134,
2000-08,101.64553,
2000-09,103.29747,
2000-10,103.56264,
2000-11,104.34157,
2000-12,106.07969,
2001-01,107.25128,
2001-02,108.00011,
2001-03,109.34125,
2001-04,107.98066,
2001-05,108.49809,
2001-06,108.80987,
2001-07,108.70892,
2001-08,107.73632,
2001-09,107.54680,
2001-10,107.70572,
2001-11,107.50678,
2001-12,108.75386,
2002-01,106.65024,
2002-02,105.97605,
2002-03,106.02255,
2002-04,105.91727,
2002-05,104.83646,
2002-06,103.65799,
2002-07,103.08184,
2002-08,102.55942,
2002-09,102.45101,
2002-10,101.24905,
2002-11,100.69060,
2002-12,100.27113,
2003-01,100.73164,
2003-02,99.03845,
2003-03,97.86631,
2003-04,96.85601,
2003-05,96.18763,
2003-06,96.32912,
2003-07,95.25863,
2003-08,94.15293,
2003-09,94.33623,
2003-10,93.23265,
2003-11,93.54763,
2003-12,93.90624,
2004-01,92.53158,
2004-02,92.49445,
2004-03,91.89323,
2004-04,90.64145,
2004-05,89.09806,
2004-06,87.88253,
2004-07,87.06176,
2004-08,86.94581,
2004-09,85.98780,
2004-10,86.13910,
2004-11,87.36829,
2004-12,85.42176,
2005-01,84.48416,
2005-02,85.17542,
2005-03,84.99421,
2005-04,84.61430,
2005-05,84.69891,
2005-06,84.26410,
2005-07,83.67470,
2005-08,82.01121,
2005-09,84.13993,
2005-10,83.14112,
2005-11,80.85074,
2005-12,81.07451,
2006-01,82.11668,
2006-02,80.24110,
2006-03,80.31533,
2006-04,81.69758,
2006-05,80.77802,
2006-06,81.33635,
2006-07,82.70388,
2006-08,81.80340,
2006-09,81.95339,
2006-10,82.44576,
2006-11,82.34084,
2006-12,82.46557,
2007-01,82.93492,
2007-02,82.23132,
2007-03,81.57758,
2007-04,82.37177,
2007-05,83.01506,
2007-06,82.84976,
2007-07,84.39663,
2007-08,85.11205,
2007-09,86.16975,
2007-10,86.47221,
2007-11,86.84802,
2007-12,93.10295,
2008-01,92.34569,
2008-02,94.30808,
2008-03,95.23423,
2008-04,96.27752,
2008-05,96.89309,
2008-06,97.54632,
2008-07,97.18217,
2008-08,97.54801,
2008-09,97.11525,
2008-10,97.24010,
2008-11,97.87237,
2008-12,101.92200,
2009-01,100.77964,
2009-02,98.56643,
2009-03,98.49711,
2009-04,96.65026,
2009-05,96.31609,
2009-06,93.26177,
2009-07,89.28705,
2009-08,89.23001,
2009-09,87.17644,
2009-10,85.22562,
2009-11,83.45207,
2009-12,80.68310,
2010-01,81.35106,
2010-02,80.04032,
2010-03,78.77863,
2010-04,77.17505,
2010-05,78.38393,
2010-06,77.55721,
2010-07,75.67655,
2010-08,75.13045,
2010-09,75.23619,
2010-10,75.82215,
2010-11,75.49527,
2010-12,75.42915,
2011-01,76.22286,
2011-02,77.63788,
2011-03,77.60877,
2011-04,77.27871,
2011-05,77.48417,
2011-06,77.81855,
2011-07,78.79601,
2011-08,78.36146,
2011-09,78.71993,
2011-10,78.89279,
2011-11,79.13425,
2011-12,78.01573,
2012-01,79.56551,
2012-02,79.84669,
2012-03,79.49972,
2012-04,80.04570,
2012-05,80.05840,
2012-06,80.01477,
2012-07,80.41591,
2012-08,80.16494,
2012-09,80.81706,
2012-10,80.14387,
2012-11,80.29430,
2012-12,79.53660,
2013-01,79.29928,
2013-02,79.44724,
2013-03,79.87468,
2013-04,78.58648,
2013-05,78.29857,
2013-06,77.80642,
2013-07,77.23331,
2013-08,77.82200,
2013-09,77.83646,
2013-10,77.76217,
2013-11,77.01773,
2013-12,77.79573,
2014-01,76.93854,
2014-02,76.62387,
2014-03,76.87616,
2014-04,76.96714,
2014-05,77.19222,
2014-06,78.77034,
2014-07,77.55470,
2014-08,77.43243,
2014-09,76.66562,
2014-10,76.93255,
2014-11,77.82253,
2014-12,78.19843,Provisional value
2015-01,79.06109,
"",General: 1 Statistical changes have been eliminated.,
