"",BBK01.PQE355,BBK01.PQE355_FLAGS
"",Lending to domestic enterprises / Short-term / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:22,
1968-10,0.749,
1969-01,0.808,
1969-04,0.793,
1969-07,0.845,
1969-10,0.988,
1970-01,1.175,
1970-04,1.293,
1970-07,1.331,
1970-10,1.258,
1971-01,1.163,
1971-04,1.383,
1971-07,1.625,
1971-10,1.822,
1972-01,2.519,
1972-04,2.857,
1972-07,2.872,
1972-10,3.346,
1973-01,3.305,
1973-04,3.296,
1973-07,3.570,
1973-10,3.666,
1974-01,3.892,
1974-04,4.349,
1974-07,4.384,
1974-10,3.912,
1975-01,3.862,
1975-04,3.698,
1975-07,3.607,
1975-10,3.705,
1976-01,3.311,
1976-04,3.491,
1976-07,3.469,
1976-10,3.763,
1977-01,3.661,
1977-04,3.486,
1977-07,3.472,
1977-10,3.662,
1978-01,3.187,
1978-04,3.215,
1978-07,3.463,
1978-10,3.678,
1979-01,3.371,
1979-04,3.496,
1979-07,3.664,
1979-10,3.875,
1980-01,3.742,
1980-04,3.737,
1980-07,3.956,
1980-10,4.631,
1981-01,4.726,
1981-04,4.747,
1981-07,4.882,
1981-10,5.321,
1982-01,4.639,
1982-04,4.714,
1982-07,4.880,
1982-10,5.023,
1983-01,5.285,
1983-04,5.116,
1983-07,5.574,
1983-10,6.159,
1984-01,6.316,
1984-04,6.475,
1984-07,6.909,
1984-10,7.012,
1985-01,7.090,
1985-04,7.069,
1985-07,7.066,
1985-10,7.295,
1986-01,7.557,
1986-04,6.599,
1986-07,6.466,
1986-10,5.620,
1987-01,5.553,
1987-04,5.011,
1987-07,5.415,
1987-10,4.719,
1988-01,5.235,
1988-04,4.775,
1988-07,5.106,
1988-10,5.126,
1989-01,5.450,
1989-04,5.350,
1989-07,5.530,
1989-10,5.199,
1990-01,5.594,
1990-04,5.179,
1990-07,5.062,
1990-10,4.696,
1991-01,5.153,
1991-04,5.420,
1991-07,5.562,
1991-10,5.391,
1992-01,5.558,
1992-04,5.576,
1992-07,5.296,
1992-10,5.269,
1993-01,5.523,
1993-04,5.618,
1993-07,5.663,
1993-10,5.306,
1994-01,5.701,
1994-04,5.886,
1994-07,5.964,
1994-10,5.587,
1995-01,6.788,
1995-04,6.614,
1995-07,6.716,
1995-10,6.802,
1996-01,6.901,
1996-04,7.648,
1996-07,7.839,
1996-10,8.459,
1997-01,8.492,
1997-04,10.434,
1997-07,8.624,
1997-10,8.842,
1998-01,10.541,
1998-04,11.441,
1998-07,10.881,
1998-10,11.441,
1999-01,12.305,
1999-04,11.744,
1999-07,12.309,
1999-10,12.475,
2000-01,19.866,
2000-04,14.515,
2000-07,16.003,
2000-10,14.831,
2001-01,23.035,
2001-04,18.089,
2001-07,17.126,
2001-10,16.982,
2002-01,19.860,
2002-04,15.030,
2002-07,14.246,
2002-10,14.345,
2003-01,17.811,
2003-04,13.237,
2003-07,13.234,
2003-10,12.765,
2004-01,14.484,
2004-04,12.031,
2004-07,12.367,
2004-10,11.531,
2005-01,13.221,
2005-04,14.621,
2005-07,17.463,
2005-10,15.677,
2006-01,14.593,
2006-04,15.536,
2006-07,15.903,
2006-10,14.813,
2007-01,16.671,
2007-04,16.539,
2007-07,15.792,
2007-10,18.360,
2008-01,19.268,
2008-04,21.711,
2008-07,22.501,
2008-10,23.266,
2009-01,20.711,
2009-04,20.170,
2009-07,19.109,
2009-10,14.829,
2010-01,14.316,
2010-04,15.151,
2010-07,11.328,
2010-10,11.983,
2011-01,12.621,
2011-04,12.262,
2011-07,11.653,
2011-10,11.188,
2012-01,11.179,
2012-04,11.388,
2012-07,10.674,
2012-10,11.107,
2013-01,10.772,
2013-04,10.587,
2013-07,9.431,
2013-10,9.467,
2014-01,9.154,
2014-04,9.702,
2014-07,10.153,
2014-10,11.505,
