"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Sea transport / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:09,
1991-01,424.562,
1991-02,383.426,
1991-03,444.343,
1991-04,481.213,
1991-05,465.001,
1991-06,444.987,
1991-07,484.416,
1991-08,472.083,
1991-09,500.764,
1991-10,473.744,
1991-11,442.294,
1991-12,476.053,
1992-01,457.029,
1992-02,425.224,
1992-03,439.399,
1992-04,466.157,
1992-05,451.781,
1992-06,412.723,
1992-07,511.127,
1992-08,426.697,
1992-09,460.735,
1992-10,470.522,
1992-11,475.455,
1992-12,445.757,
1993-01,476.831,
1993-02,433.470,
1993-03,474.056,
1993-04,471.617,
1993-05,455.385,
1993-06,486.814,
1993-07,486.657,
1993-08,486.934,
1993-09,473.695,
1993-10,470.851,
1993-11,538.204,
1993-12,499.183,
1994-01,546.769,
1994-02,463.330,
1994-03,520.508,
1994-04,525.264,
1994-05,518.562,
1994-06,514.210,
1994-07,475.059,
1994-08,506.022,
1994-09,493.026,
1994-10,523.276,
1994-11,541.156,
1994-12,466.133,
1995-01,537.488,
1995-02,439.099,
1995-03,521.690,
1995-04,415.397,
1995-05,540.284,
1995-06,495.859,
1995-07,553.974,
1995-08,542.628,
1995-09,476.213,
1995-10,546.647,
1995-11,549.804,
1995-12,522.330,
1996-01,423.836,
1996-02,381.756,
1996-03,339.241,
1996-04,461.975,
1996-05,426.410,
1996-06,383.197,
1996-07,340.620,
1996-08,561.648,
1996-09,397.186,
1996-10,446.604,
1996-11,389.919,
1996-12,411.407,
1997-01,522.508,
1997-02,373.984,
1997-03,407.614,
1997-04,445.675,
1997-05,543.696,
1997-06,414.472,
1997-07,528.252,
1997-08,473.996,
1997-09,485.226,
1997-10,477.570,
1997-11,494.575,
1997-12,439.332,
1998-01,545.235,
1998-02,403.975,
1998-03,511.207,
1998-04,480.926,
1998-05,468.644,
1998-06,475.384,
1998-07,515.402,
1998-08,447.269,
1998-09,551.338,
1998-10,453.198,
1998-11,420.953,
1998-12,469.826,
1999-01,441.312,
1999-02,470.132,
1999-03,406.299,
1999-04,556.241,
1999-05,482.164,
1999-06,492.749,
1999-07,545.072,
1999-08,473.125,
1999-09,530.111,
1999-10,513.880,
1999-11,529.942,
1999-12,644.362,
2000-01,553.234,
2000-02,495.643,
2000-03,686.218,
2000-04,588.634,
2000-05,704.732,
2000-06,808.501,
2000-07,725.421,
2000-08,755.492,
2000-09,738.342,
2000-10,686.152,
2000-11,837.416,
2000-12,724.990,
2001-01,722.290,
2001-02,779.576,
2001-03,791.128,
2001-04,742.822,
2001-05,914.973,
2001-06,912.756,
2001-07,909.568,
2001-08,840.706,
2001-09,741.987,
2001-10,774.119,
2001-11,768.674,
2001-12,666.557,
2002-01,777.718,
2002-02,748.315,
2002-03,714.851,
2002-04,766.082,
2002-05,749.950,
2002-06,755.242,
2002-07,767.186,
2002-08,784.207,
2002-09,692.152,
2002-10,777.783,
2002-11,720.496,
2002-12,749.885,
2003-01,799.454,
2003-02,716.719,
2003-03,711.644,
2003-04,774.309,
2003-05,741.750,
2003-06,727.737,
2003-07,801.308,
2003-08,784.035,
2003-09,838.673,
2003-10,844.774,
2003-11,795.506,
2003-12,858.319,
2004-01,830.513,
2004-02,846.200,
2004-03,990.693,
2004-04,1056.904,
2004-05,992.190,
2004-06,996.511,
2004-07,998.848,
2004-08,1021.379,
2004-09,997.450,
2004-10,1020.598,
2004-11,1058.946,
2004-12,1042.222,
2005-01,983.779,
2005-02,1109.453,
2005-03,1146.754,
2005-04,1116.392,
2005-05,1248.899,
2005-06,1289.563,
2005-07,1264.527,
2005-08,1297.528,
2005-09,1257.676,
2005-10,1261.579,
2005-11,1330.369,
2005-12,1346.733,
2006-01,1210.548,
2006-02,1169.762,
2006-03,1284.403,
2006-04,1192.028,
2006-05,1348.541,
2006-06,1319.383,
2006-07,1356.531,
2006-08,1509.686,
2006-09,1475.503,
2006-10,1603.796,
2006-11,1580.473,
2006-12,1429.271,
2007-01,1530.683,
2007-02,1484.795,
2007-03,1607.827,
2007-04,1560.118,
2007-05,1745.583,
2007-06,1676.202,
2007-07,1715.505,
2007-08,1890.329,
2007-09,1669.344,
2007-10,1968.280,
2007-11,1828.370,
2007-12,1655.954,
2008-01,2045.956,
2008-02,2237.967,
2008-03,1991.854,
2008-04,2173.593,
2008-05,2101.054,
