"",BBK01.QUY531,BBK01.QUY531_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / Qatar / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:46,
2002-03,0.024,
2002-04,0.024,
2002-05,0.046,
2002-06,0.029,
2002-07,0.054,
2002-08,0.056,
2002-09,0.025,
2002-10,0.022,
2002-11,0.037,
2002-12,0.038,
2003-01,0.028,
2003-02,0.035,
2003-03,0.030,
2003-04,0.029,
2003-05,0.068,
2003-06,0.026,
2003-07,0.020,
2003-08,0.016,
2003-09,0.023,
2003-10,0.014,
2003-11,0.028,
2003-12,0.027,
2004-01,0.017,
2004-02,0.018,
2004-03,0.016,
2004-04,0.016,
2004-05,0.049,
2004-06,0.020,
2004-07,0.019,
2004-08,0.017,
2004-09,0.016,
2004-10,0.017,
2004-11,0.034,
2004-12,0.030,
2005-01,0.030,
2005-02,0.030,
2005-03,0.030,
2005-04,0.028,
2005-05,0.062,
2005-06,0.066,
2005-07,0.075,
2005-08,0.085,
2005-09,0.085,
2005-10,0.084,
2005-11,0.076,
2005-12,0.068,
2006-01,0.043,
2006-02,0.044,
2006-03,0.093,
2006-04,0.087,
2006-05,0.079,
2006-06,0.076,
2006-07,0.081,
2006-08,0.084,
2006-09,0.092,
2006-10,0.094,
2006-11,0.119,
2006-12,0.122,
2007-01,0.062,
2007-02,0.097,
2007-03,0.268,
2007-04,0.290,
2007-05,0.190,
2007-06,0.289,
2007-07,0.615,
2007-08,0.695,
2007-09,0.687,
2007-10,0.649,
2007-11,0.818,
2007-12,0.902,
2008-01,0.740,
2008-02,0.787,
2008-03,0.949,
2008-04,1.111,
2008-05,1.017,
2008-06,1.186,
2008-07,0.797,
2008-08,0.648,
2008-09,0.771,
2008-10,0.847,
2008-11,0.854,
2008-12,0.643,
2009-01,0.806,
2009-02,0.745,
2009-03,0.584,
2009-04,0.565,
2009-05,0.526,
2009-06,0.500,
2009-07,0.494,
2009-08,0.422,
2009-09,0.384,
2009-10,0.474,
2009-11,0.319,
2009-12,0.329,
2010-01,0.329,
2010-02,0.350,
2010-03,0.344,
2010-04,0.646,
2010-05,0.343,
2010-06,0.391,
2010-07,0.317,
2010-08,0.337,
2010-09,0.314,
2010-10,0.301,
2010-11,0.321,
2010-12,0.338,
2011-01,0.378,
2011-02,0.370,
2011-03,0.319,
2011-04,0.527,
2011-05,0.836,
2011-06,0.382,
2011-07,0.394,
2011-08,0.517,
2011-09,0.472,
2011-10,0.475,
2011-11,0.552,
2011-12,0.620,
2012-01,0.477,
2012-02,0.466,
2012-03,0.812,
2012-04,0.629,
2012-05,0.613,
2012-06,0.546,
2012-07,0.369,
2012-08,0.354,
2012-09,0.290,
2012-10,0.296,
2012-11,0.315,
2012-12,0.259,
2013-01,0.246,
2013-02,0.359,
2013-03,0.819,
2013-04,0.478,
2013-05,0.808,
2013-06,0.983,
2013-07,0.873,
2013-08,0.697,
2013-09,1.010,
2013-10,0.640,
2013-11,0.543,
2013-12,0.486,
2014-01,0.648,
2014-02,0.557,
2014-03,0.577,
2014-04,0.552,
2014-05,0.619,
2014-06,0.721,
2014-07,0.649,
2014-08,0.599,
2014-09,0.733,
2014-10,0.651,
