"",BBK01.XU8870,BBK01.XU8870_FLAGS
"",Germany / Exports / Product Classification for Production Statistics from 2002 / Capital goods / 1 /,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,thousand,
last update,2015-02-20 10:38:40,
1995-01,12018132,
1995-02,12024912,
1995-03,14269121,
1995-04,13129273,
1995-05,14059686,
1995-06,13600302,
1995-07,12057819,
1995-08,11292733,
1995-09,13239413,
1995-10,14212975,
1995-11,15322564,
1995-12,14504873,
1996-01,12715794,
1996-02,13629365,
1996-03,14413049,
1996-04,14391912,
1996-05,13985068,
1996-06,13669858,
1996-07,15303782,
1996-08,12145747,
1996-09,13920100,
1996-10,16602935,
1996-11,16087315,
1996-12,15127632,
1997-01,14130328,
1997-02,15164804,
1997-03,15664722,
1997-04,16644085,
1997-05,15587274,
1997-06,17265577,
1997-07,17759036,
1997-08,13396307,
1997-09,17753800,
1997-10,18400387,
1997-11,17292218,
1997-12,18051175,
1998-01,15688588,
1998-02,17440280,
1998-03,19514957,
1998-04,19176765,
1998-05,18055212,
1998-06,19205809,
1998-07,20049433,
1998-08,15443445,
1998-09,17965732,
1998-10,20061405,
1998-11,20373593,
1998-12,18818705,
1999-01,16377450,
1999-02,17439078,
1999-03,20963758,
1999-04,19715999,
1999-05,18403506,
1999-06,20736925,
1999-07,20317288,
1999-08,17209505,
1999-09,19390331,
1999-10,19935357,
1999-11,22690586,
1999-12,20452237,
2000-01,18705756,
2000-02,21165453,
2000-03,23732632,
2000-04,20982777,
2000-05,24664535,
2000-06,22397725,
2000-07,22736015,
2000-08,20654272,
2000-09,22140568,
2000-10,25836983,
2000-11,26694604,
2000-12,23459971,
2001-01,24430865,
2001-02,23786067,
2001-03,26330610,
2001-04,24901497,
2001-05,25446256,
2001-06,25193013,
2001-07,25800176,
2001-08,23245674,
2001-09,23591154,
2001-10,26856594,
2001-11,25942959,
2001-12,22905099,
2002-01,24272890,
2002-02,24315383,
2002-03,25787613,
2002-04,26380362,
2002-05,23422489,
2002-06,26788335,
2002-07,26378475,
2002-08,23899149,
2002-09,26265617,
2002-10,27832353,
2002-11,28295730,
2002-12,24126843,
2003-01,24811764,
2003-02,25291792,
2003-03,25940883,
2003-04,24779464,
2003-05,25166349,
2003-06,24910868,
2003-07,27278453,
2003-08,21466902,
2003-09,26524616,
2003-10,27236359,
2003-11,27663510,
2003-12,26113253,
2004-01,25101307,
2004-02,26015160,
2004-03,30551559,
2004-04,29042017,
2004-05,27746227,
2004-06,29048930,
2004-07,28962124,
2004-08,24239849,
2004-09,28248527,
2004-10,29204591,
2004-11,30214799,
2004-12,28529326,
2005-01,27439722,
2005-02,26966535,
2005-03,30462297,
2005-04,30314682,
2005-05,28450254,
2005-06,32225120,
2005-07,30260609,
2005-08,28235712,
2005-09,32315728,
2005-10,31219238,
2005-11,33143107,
2005-12,30925971,
2006-01,30993701,
2006-02,31980964,
2006-03,35536303,
2006-04,30944862,
2006-05,33246573,
2006-06,32854470,
2006-07,32719279,
2006-08,29363407,
2006-09,35594329,
2006-10,36739042,
2006-11,39218468,
2006-12,33552847,
2007-01,34288079,
2007-02,34711163,
2007-03,37906488,
2007-04,34726227,
2007-05,35442531,
2007-06,36853780,
2007-07,36814618,
2007-08,33048274,
2007-09,36636410,
2007-10,39559683,
2007-11,38995187,
2007-12,33088249,
"",General: 1 Source: Federal Statistical Office.,
