"",BBK01.RU5768,BBK01.RU5768_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Kuwait / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:25:29,
1982-06,0.275,
1982-07,0.254,
1982-08,0.245,
1982-09,0.255,
1982-10,0.248,
1982-11,0.255,
1982-12,0.242,
1983-01,0.219,
1983-02,0.264,
1983-03,0.201,
1983-04,0.225,
1983-05,0.200,
1983-06,0.215,
1983-07,0.203,
1983-08,0.186,
1983-09,0.206,
1983-10,0.188,
1983-11,0.173,
1983-12,0.173,
1984-01,0.284,
1984-02,0.286,
1984-03,0.321,
1984-04,0.328,
1984-05,0.332,
1984-06,0.361,
1984-07,0.348,
1984-08,0.337,
1984-09,0.312,
1984-10,0.308,
1984-11,0.275,
1984-12,0.269,
1985-01,0.254,
1985-02,0.233,
1985-03,0.205,
1985-04,0.266,
1985-05,0.272,
1985-06,0.246,
1985-07,0.185,
1985-08,0.220,
1985-09,0.170,
1985-10,0.159,
1985-11,0.163,
1985-12,0.161,
1986-01,0.170,
1986-02,0.201,
1986-03,0.167,
1986-04,0.331,
1986-05,0.191,
1986-06,0.267,
1986-07,0.206,
1986-08,0.144,
1986-09,0.234,
1986-10,0.112,
1986-11,0.147,
1986-12,0.120,
1987-01,0.133,
1987-02,0.122,
1987-03,0.162,
1987-04,0.142,
1987-05,0.137,
1987-06,0.164,
1987-07,0.144,
1987-08,0.133,
1987-09,0.155,
1987-10,0.119,
1987-11,0.131,
1987-12,0.115,
1988-01,0.120,
1988-02,0.123,
1988-03,0.134,
1988-04,0.160,
1988-05,0.126,
1988-06,0.136,
1988-07,0.133,
1988-08,0.130,
1988-09,0.123,
1988-10,0.124,
1988-11,0.109,
1988-12,.,No value available
1989-01,.,No value available
1989-02,.,No value available
1989-03,.,No value available
1989-04,.,No value available
1989-05,.,No value available
1989-06,0.061,
1989-07,0.085,
1989-08,0.076,
1989-09,0.089,
1989-10,0.051,
1989-11,0.065,
1989-12,0.070,
1990-01,0.133,
1990-02,0.134,
1990-03,0.056,
1990-04,0.055,
1990-05,0.051,
1990-06,0.127,
1990-07,0.109,
1990-08,0.422,
1990-09,0.333,
1990-10,0.341,
1990-11,0.615,
1990-12,0.562,
1991-01,0.547,
1991-02,0.613,
1991-03,0.437,
1991-04,0.218,
1991-05,0.275,
1991-06,0.220,
1991-07,0.190,
1991-08,0.101,
1991-09,0.114,
1991-10,0.119,
1991-11,0.095,
1991-12,0.100,
1992-01,0.095,
1992-02,0.112,
1992-03,0.123,
1992-04,0.075,
1992-05,0.071,
1992-06,0.110,
1992-07,0.068,
1992-08,0.072,
1992-09,0.177,
1992-10,0.458,
1992-11,0.408,
1992-12,0.526,
1993-01,0.688,
1993-02,0.631,
1993-03,0.600,
1993-04,0.614,
1993-05,0.585,
1993-06,0.717,
1993-07,0.531,
1993-08,0.458,
1993-09,0.497,
1993-10,0.288,
1993-11,0.278,
1993-12,0.309,
1994-01,0.344,
1994-02,0.477,
1994-03,0.785,
1994-04,0.628,
1994-05,0.591,
1994-06,0.565,
1994-07,0.526,
1994-08,0.504,
1994-09,0.416,
1994-10,0.338,
1994-11,0.341,
1994-12,0.381,
1995-01,0.386,
1995-02,0.599,
1995-03,0.394,
1995-04,0.411,
1995-05,0.523,
1995-06,0.383,
1995-07,0.430,
1995-08,0.532,
1995-09,0.444,
1995-10,0.376,
1995-11,0.314,
1995-12,0.331,
1996-01,0.304,
1996-02,0.297,
1996-03,0.283,
1996-04,0.385,
1996-05,0.337,
1996-06,0.345,
1996-07,0.281,
1996-08,0.212,
1996-09,0.225,
1996-10,0.220,
1996-11,0.285,
1996-12,0.304,
1997-01,0.257,
1997-02,0.530,
1997-03,0.619,
1997-04,0.558,
1997-05,0.628,
1997-06,0.663,
1997-07,0.626,
1997-08,0.616,
1997-09,0.569,
1997-10,0.499,
1997-11,0.569,
1997-12,0.572,
1998-01,0.720,
1998-02,0.389,
1998-03,0.357,
1998-04,0.293,
1998-05,0.405,
1998-06,0.341,
1998-07,0.361,
1998-08,0.372,
1998-09,0.332,
1998-10,0.308,
1998-11,0.257,
1998-12,0.261,
1999-01,0.603,
1999-02,0.204,
1999-03,0.286,
1999-04,0.290,
1999-05,0.470,
1999-06,0.494,
1999-07,0.509,
1999-08,0.429,
1999-09,0.413,
1999-10,0.442,
1999-11,0.419,
1999-12,0.649,
2000-01,0.474,
2000-02,0.534,
2000-03,0.506,
2000-04,0.711,
2000-05,0.734,
2000-06,0.725,
2000-07,0.708,
2000-08,0.721,
2000-09,0.776,
2000-10,1.059,
2000-11,1.147,
2000-12,1.038,
2001-01,1.004,
2001-02,1.005,
2001-03,1.024,
2001-04,1.222,
2001-05,1.295,
2001-06,1.254,
2001-07,1.241,
2001-08,0.714,
2001-09,0.587,
2001-10,0.528,
2001-11,0.581,
2001-12,0.477,
2002-01,0.355,
2002-02,0.388,
2002-03,0.312,
2002-04,0.382,
2002-05,0.324,
2002-06,0.382,
2002-07,0.344,
2002-08,0.359,
2002-09,0.442,
2002-10,0.272,
2002-11,0.452,
2002-12,0.367,
2003-01,0.246,
2003-02,0.400,
2003-03,0.513,
2003-04,0.553,
2003-05,0.447,
2003-06,0.419,
2003-07,0.307,
2003-08,0.598,
2003-09,0.115,
2003-10,0.196,
2003-11,0.210,
2003-12,0.186,
2004-01,0.303,
2004-02,0.154,
2004-03,0.144,
2004-04,0.773,
2004-05,0.657,
2004-06,0.222,
2004-07,0.214,
2004-08,0.147,
2004-09,0.471,
2004-10,0.358,
2004-11,0.239,
2004-12,0.350,
2005-01,0.189,
2005-02,0.349,
2005-03,0.378,
2005-04,1.114,
2005-05,0.278,
2005-06,0.372,
2005-07,0.338,
2005-08,0.345,
2005-09,0.353,
2005-10,0.371,
2005-11,0.388,
2005-12,0.418,
2006-01,0.395,
2006-02,0.286,
2006-03,0.472,
2006-04,0.379,
2006-05,0.348,
2006-06,0.365,
2006-07,0.395,
2006-08,0.453,
2006-09,0.403,
2006-10,0.309,
2006-11,0.325,
2006-12,0.330,
2007-01,0.475,
2007-02,0.444,
2007-03,1.985,
2007-04,0.828,
2007-05,0.692,
2007-06,0.801,
2007-07,0.618,
2007-08,1.026,
2007-09,0.929,
2007-10,0.804,
2007-11,0.661,
2007-12,0.924,
2008-01,0.691,
2008-02,0.674,
2008-03,0.363,
2008-04,0.640,
2008-05,0.757,
2008-06,0.762,
2008-07,0.595,
2008-08,0.543,
2008-09,0.565,
2008-10,0.684,
2008-11,0.946,
2008-12,0.677,
2009-01,0.668,
2009-02,0.722,
2009-03,0.546,
2009-04,0.581,
2009-05,0.686,
2009-06,0.346,
2009-07,0.338,
2009-08,0.452,
2009-09,0.202,
2009-10,0.384,
2009-11,0.222,
2009-12,0.249,
2010-01,0.239,
2010-02,0.326,
2010-03,0.285,
2010-04,0.302,
2010-05,0.396,
2010-06,0.464,
2010-07,0.583,
2010-08,0.361,
2010-09,0.272,
2010-10,0.307,
2010-11,0.179,
2010-12,0.306,
2011-01,0.348,
2011-02,0.447,
2011-03,0.393,
2011-04,0.222,
2011-05,0.335,
2011-06,0.349,
2011-07,0.351,
2011-08,0.340,
2011-09,0.460,
2011-10,0.458,
2011-11,0.426,
2011-12,0.519,
2012-01,0.425,
2012-02,0.489,
2012-03,0.498,
2012-04,0.437,
2012-05,0.337,
2012-06,0.286,
2012-07,0.384,
2012-08,0.431,
2012-09,0.316,
2012-10,0.418,
2012-11,0.309,
2012-12,0.277,
2013-01,0.228,
2013-02,0.344,
2013-03,0.386,
2013-04,0.412,
2013-05,0.513,
2013-06,0.523,
2013-07,0.798,
2013-08,0.842,
2013-09,1.026,
2013-10,0.368,
2013-11,0.380,
2013-12,0.243,
2014-01,0.270,
2014-02,0.686,
2014-03,0.700,
2014-04,0.633,
2014-05,0.367,
2014-06,0.358,
2014-07,0.400,
2014-08,0.297,
2014-09,0.320,
2014-10,0.392,
2014-11,0.607,
2014-12,0.240,
