"",BBK01.QUY165,BBK01.QUY165_FLAGS
"","Consolidated German banks: Foreign money market paper, bonds and notes, shares / Peru / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:37:11,
2002-03,0.011,
2002-04,0.011,
2002-05,0.005,
2002-06,0.005,
2002-07,0.005,
2002-08,0.007,
2002-09,0.012,
2002-10,0.172,
2002-11,0.166,
2002-12,0.159,
2003-01,0.011,
2003-02,0.008,
2003-03,0.007,
2003-04,0.010,
2003-05,0.010,
2003-06,0.007,
2003-07,0.006,
2003-08,0.036,
2003-09,0.027,
2003-10,0.026,
2003-11,0.028,
2003-12,0.062,
2004-01,0.028,
2004-02,0.020,
2004-03,0.022,
2004-04,0.049,
2004-05,0.050,
2004-06,0.037,
2004-07,0.032,
2004-08,0.023,
2004-09,0.058,
2004-10,0.074,
2004-11,0.055,
2004-12,0.071,
2005-01,0.100,
2005-02,0.093,
2005-03,0.054,
2005-04,0.028,
2005-05,0.072,
2005-06,0.078,
2005-07,0.148,
2005-08,0.117,
2005-09,0.128,
2005-10,0.104,
2005-11,0.100,
2005-12,0.080,
2006-01,0.169,
2006-02,0.138,
2006-03,0.117,
2006-04,0.191,
2006-05,0.109,
2006-06,0.114,
2006-07,0.105,
2006-08,0.094,
2006-09,0.106,
2006-10,0.187,
2006-11,0.225,
2006-12,0.233,
2007-01,0.304,
2007-02,0.641,
2007-03,0.409,
2007-04,0.267,
2007-05,0.267,
2007-06,0.181,
2007-07,0.141,
2007-08,0.149,
2007-09,0.111,
2007-10,0.068,
2007-11,0.092,
2007-12,0.133,
2008-01,0.270,
2008-02,0.375,
2008-03,0.434,
2008-04,0.425,
2008-05,0.450,
2008-06,0.442,
2008-07,0.361,
2008-08,0.378,
2008-09,0.329,
2008-10,0.246,
2008-11,0.113,
2008-12,0.069,
2009-01,0.103,
2009-02,0.066,
2009-03,0.138,
2009-04,0.090,
2009-05,0.070,
2009-06,0.062,
2009-07,0.054,
2009-08,0.031,
2009-09,0.125,
2009-10,0.162,
2009-11,0.090,
2009-12,0.081,
2010-01,0.139,
2010-02,0.105,
2010-03,0.105,
2010-04,0.142,
2010-05,0.142,
2010-06,0.107,
2010-07,0.125,
2010-08,0.162,
2010-09,0.093,
2010-10,0.070,
2010-11,-0.010,
2010-12,0.073,
2011-01,0.099,
2011-02,0.059,
2011-03,0.096,
2011-04,0.072,
2011-05,0.082,
2011-06,0.065,
2011-07,0.056,
2011-08,0.081,
2011-09,0.058,
2011-10,0.028,
2011-11,0.040,
2011-12,0.063,
2012-01,0.093,
2012-02,0.118,
2012-03,0.040,
2012-04,0.062,
2012-05,0.181,
2012-06,0.141,
2012-07,0.097,
2012-08,0.092,
2012-09,0.109,
2012-10,0.101,
2012-11,0.113,
2012-12,0.124,
2013-01,0.088,
2013-02,0.092,
2013-03,0.104,
2013-04,0.107,
2013-05,0.132,
2013-06,0.177,
2013-07,0.163,
2013-08,0.250,
2013-09,0.213,
2013-10,0.125,
2013-11,0.216,
2013-12,0.210,
2014-01,0.235,
2014-02,0.237,
2014-03,0.160,
2014-04,0.116,
2014-05,0.091,
2014-06,0.069,
2014-07,0.069,
2014-08,0.147,
2014-09,0.152,
2014-10,0.112,
