"",BBK01.PC3819,BBK01.PC3819_FLAGS
"","Lending to manufacture of food products, beverages and tobacco / Total / Foreign banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:31:11,
1985-10,0.485,
1986-01,0.500,
1986-04,0.445,
1986-07,0.405,
1986-10,0.479,
1987-01,0.428,
1987-04,0.377,
1987-07,0.358,
1987-10,0.424,
1988-01,0.440,
1988-04,0.470,
1988-07,0.451,
1988-10,0.481,
1989-01,0.526,
1989-04,0.529,
1989-07,0.507,
1989-10,0.462,
1990-01,0.510,
1990-04,0.460,
1990-07,0.420,
1990-10,0.413,
1991-01,0.439,
1991-04,0.480,
1991-07,0.554,
1991-10,0.578,
1992-01,0.582,
1992-04,0.596,
1992-07,0.511,
1992-10,0.750,
1993-01,0.787,
1993-04,0.856,
1993-07,0.757,
1993-10,0.659,
1994-01,0.654,
1994-04,0.667,
1994-07,0.691,
1994-10,0.688,
1995-01,0.767,
1995-04,0.653,
1995-07,0.788,
1995-10,0.666,
1996-01,0.647,
1996-04,0.626,
1996-07,0.666,
1996-10,0.650,
1997-01,0.781,
1997-04,0.697,
1997-07,0.720,
1997-10,0.658,
1998-01,0.626,
1998-04,0.653,
1998-07,0.651,
1998-10,0.719,
1999-01,0.615,
1999-04,0.536,
1999-07,0.551,
1999-10,0.593,
2000-01,0.517,
2000-04,0.525,
2000-07,0.476,
2000-10,0.610,
2001-01,0.482,
2001-04,0.557,
2001-07,0.467,
2001-10,0.451,
2002-01,0.464,
2002-04,0.564,
2002-07,0.596,
2002-10,0.732,
2003-01,0.775,
2003-04,0.778,
2003-07,0.793,
2003-10,0.677,
2004-01,1.306,
2004-04,0.804,
2004-07,0.865,
2004-10,0.795,
2005-01,0.807,
2005-04,0.880,
2005-07,1.006,
2005-10,1.813,
2006-01,1.822,
2006-04,1.803,
2006-07,1.789,
2006-10,1.739,
2007-01,1.651,
2007-04,1.639,
2007-07,1.639,
2007-10,1.756,
2008-01,1.697,
2008-04,1.715,
2008-07,1.589,
2008-10,1.606,
2009-01,1.807,
2009-04,1.545,
2009-07,1.361,
2009-10,1.381,
2010-01,1.314,
2010-04,1.261,
2010-07,1.220,
2010-10,1.285,
2011-01,1.377,
2011-04,1.303,
2011-07,1.354,
2011-10,1.316,
2012-01,1.345,
2012-04,1.292,
2012-07,1.291,
2012-10,1.304,
2013-01,1.270,
2013-04,1.320,
2013-07,1.241,
2013-10,1.268,
2014-01,1.208,
2014-04,1.165,
2014-07,1.188,
2014-10,1.179,
