"",BBK01.QUK927,BBK01.QUK927_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Turkey / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:42,
2002-03,2.671,
2002-04,2.742,
2002-05,2.764,
2002-06,2.641,
2002-07,2.608,
2002-08,2.637,
2002-09,2.596,
2002-10,2.608,
2002-11,2.615,
2002-12,2.539,
2003-01,2.524,
2003-02,2.459,
2003-03,2.410,
2003-04,2.418,
2003-05,2.401,
2003-06,2.385,
2003-07,2.307,
2003-08,2.328,
2003-09,2.311,
2003-10,2.322,
2003-11,2.303,
2003-12,2.225,
2004-01,2.209,
2004-02,2.212,
2004-03,2.193,
2004-04,2.204,
2004-05,2.200,
2004-06,2.125,
2004-07,2.084,
2004-08,2.098,
2004-09,2.092,
2004-10,2.095,
2004-11,2.114,
2004-12,1.994,
2005-01,1.959,
2005-02,1.996,
2005-03,1.999,
2005-04,1.994,
2005-05,2.022,
2005-06,1.939,
2005-07,1.896,
2005-08,1.894,
2005-09,1.901,
2005-10,1.898,
2005-11,1.906,
2005-12,1.733,
2006-01,1.687,
2006-02,1.698,
2006-03,1.688,
2006-04,1.718,
2006-05,1.722,
2006-06,1.662,
2006-07,1.624,
2006-08,1.634,
2006-09,1.645,
2006-10,1.630,
2006-11,1.650,
2006-12,1.598,
2007-01,1.555,
2007-02,1.542,
2007-03,1.562,
2007-04,1.557,
2007-05,1.572,
2007-06,1.483,
2007-07,1.430,
2007-08,1.465,
2007-09,1.468,
2007-10,1.461,
2007-11,1.461,
2007-12,1.414,
2008-01,1.331,
2008-02,1.334,
2008-03,1.320,
2008-04,1.346,
2008-05,1.354,
2008-06,1.331,
2008-07,1.301,
2008-08,1.327,
2008-09,1.317,
2008-10,1.343,
2008-11,1.392,
2008-12,1.357,
2009-01,1.373,
2009-02,1.377,
2009-03,1.360,
2009-04,1.369,
2009-05,1.353,
2009-06,1.313,
2009-07,1.324,
2009-08,0.691,
2009-09,0.688,
2009-10,0.675,
2009-11,0.678,
2009-12,0.692,
2010-01,0.709,
2010-02,0.726,
2010-03,0.729,
2010-04,0.734,
2010-05,0.769,
2010-06,0.767,
2010-07,0.749,
2010-08,0.770,
2010-09,0.748,
2010-10,0.727,
2010-11,0.766,
2010-12,0.785,
2011-01,0.788,
2011-02,0.796,
2011-03,0.781,
2011-04,0.760,
2011-05,0.792,
2011-06,0.935,
2011-07,1.064,
2011-08,1.037,
2011-09,1.057,
2011-10,1.042,
2011-11,1.057,
2011-12,1.066,
2012-01,1.059,
2012-02,1.041,
2012-03,1.039,
2012-04,1.026,
2012-05,1.046,
2012-06,1.046,
2012-07,1.055,
2012-08,1.045,
2012-09,1.016,
2012-10,0.523,
2012-11,0.517,
2012-12,0.508,
2013-01,0.506,
2013-02,0.522,
2013-03,0.524,
2013-04,0.551,
2013-05,0.539,
2013-06,0.516,
2013-07,0.515,
2013-08,0.508,
2013-09,0.499,
2013-10,0.525,
2013-11,0.519,
2013-12,0.513,
2014-01,0.510,
2014-02,0.486,
2014-03,0.478,
2014-04,0.459,
2014-05,0.454,
2014-06,0.451,
2014-07,0.453,
2014-08,0.445,
2014-09,0.440,
2014-10,0.430,
