"",BBK01.PC3447,BBK01.PC3447_FLAGS
"",Mortgage loans to domestic enterprises and resident individuals / Total / Building and loan associations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:24,
1999-01,69.679,
1999-04,69.960,
1999-07,70.733,
1999-10,71.887,
2000-01,73.040,
2000-04,74.124,
2000-07,75.307,
2000-10,76.766,
2001-01,77.451,
2001-04,78.060,
2001-07,78.988,
2001-10,79.450,
2002-01,79.691,
2002-04,80.349,
2002-07,81.214,
2002-10,81.987,
2003-01,82.227,
2003-04,82.781,
2003-07,83.637,
2003-10,83.065,
2004-01,83.479,
2004-04,83.236,
2004-07,81.824,
2004-10,81.867,
2005-01,79.966,
2005-04,79.667,
2005-07,79.409,
2005-10,79.095,
2006-01,78.790,
2006-04,78.489,
2006-07,79.030,
2006-10,79.544,
2007-01,79.767,
2007-04,80.303,
2007-07,80.942,
2007-10,81.381,
2008-01,81.745,
2008-04,82.670,
2008-07,83.905,
2008-10,84.695,
2009-01,84.984,
2009-04,85.370,
2009-07,86.003,
2009-10,86.363,
2010-01,86.231,
2010-04,86.046,
2010-07,86.123,
2010-10,86.009,
2011-01,86.067,
2011-04,86.546,
2011-07,87.313,
2011-10,87.764,
2012-01,87.904,
2012-04,88.098,
2012-07,88.497,
2012-10,88.630,
2013-01,88.763,
2013-04,88.887,
2013-07,89.616,
2013-10,90.133,
2014-01,90.600,
2014-04,91.265,
2014-07,91.865,
2014-10,92.312,
