"",BBK01.OEAA05K,BBK01.OEAA05K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:55,
2002-01,126.666,
2002-04,126.224,
2002-07,131.197,
2002-10,132.003,
2003-01,129.981,
2003-04,124.416,
2003-07,126.624,
2003-10,124.482,
2004-01,127.121,
2004-04,140.080,
2004-07,140.269,
2004-10,138.435,
2005-01,136.377,
2005-04,138.305,
2005-07,140.362,
2005-10,142.499,
2006-01,143.728,
2006-04,143.241,
2006-07,144.543,
2006-10,142.922,
2007-01,138.114,
2007-04,140.908,
2007-07,140.826,
2007-10,140.036,
2008-01,144.007,
2008-04,147.151,
2008-07,153.845,
2008-10,157.112,
2009-01,157.702,
2009-04,160.530,
2009-07,158.852,
2009-10,148.132,
2010-01,147.561,
2010-04,150.007,
2010-07,151.905,
2010-10,154.182,
2011-01,150.575,
2011-04,148.855,
2011-07,159.598,
2011-10,158.663,
2012-01,155.464,
2012-04,157.831,
2012-07,158.483,
2012-10,154.676,
2013-01,153.949,
2013-04,153.408,
2013-07,150.873,
2013-10,140.699,
2014-01,140.232,
2014-04,140.380,
2014-07,142.032,
