"",BBK01.PQM355,BBK01.PQM355_FLAGS
"",Lending to domestic enterprises / Short-term / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:26,
1968-10,0.058,
1969-01,0.060,
1969-04,0.106,
1969-07,0.049,
1969-10,0.093,
1970-01,0.073,
1970-04,0.129,
1970-07,0.083,
1970-10,0.099,
1971-01,0.086,
1971-04,0.190,
1971-07,0.167,
1971-10,0.188,
1972-01,0.157,
1972-04,0.222,
1972-07,0.129,
1972-10,0.153,
1973-01,0.238,
1973-04,0.289,
1973-07,0.193,
1973-10,0.172,
1974-01,0.162,
1974-04,0.248,
1974-07,0.231,
1974-10,0.204,
1975-01,0.254,
1975-04,0.295,
1975-07,0.220,
1975-10,0.215,
1976-01,0.220,
1976-04,0.266,
1976-07,0.209,
1976-10,0.201,
1977-01,0.213,
1977-04,0.262,
1977-07,0.213,
1977-10,0.156,
1978-01,0.219,
1978-04,0.258,
1978-07,0.184,
1978-10,0.151,
1979-01,0.189,
1979-04,0.223,
1979-07,0.200,
1979-10,0.173,
1980-01,0.259,
1980-04,0.228,
1980-07,0.173,
1980-10,0.190,
1981-01,0.318,
1981-04,0.360,
1981-07,0.389,
1981-10,0.425,
1982-01,0.358,
1982-04,0.412,
1982-07,0.322,
1982-10,0.261,
1983-01,0.289,
1983-04,0.460,
1983-07,0.375,
1983-10,0.290,
1984-01,0.313,
1984-04,0.344,
1984-07,0.321,
1984-10,0.296,
1985-01,0.303,
1985-04,0.364,
1985-07,0.337,
1985-10,0.231,
1986-01,0.286,
1986-04,0.338,
1986-07,0.296,
1986-10,0.255,
1987-01,0.231,
1987-04,0.247,
1987-07,0.207,
1987-10,0.248,
1988-01,0.159,
1988-04,0.200,
1988-07,0.180,
1988-10,0.180,
1989-01,0.214,
1989-04,0.237,
1989-07,0.191,
1989-10,0.229,
1990-01,0.278,
1990-04,0.305,
1990-07,0.499,
1990-10,0.642,
1991-01,0.651,
1991-04,0.558,
1991-07,0.671,
1991-10,1.018,
1992-01,0.985,
1992-04,1.088,
1992-07,1.158,
1992-10,1.249,
1993-01,1.101,
1993-04,1.311,
1993-07,1.366,
1993-10,2.108,
1994-01,1.665,
1994-04,1.744,
1994-07,1.673,
1994-10,1.915,
1995-01,2.124,
1995-04,2.580,
1995-07,2.369,
1995-10,2.735,
1996-01,2.466,
1996-04,2.691,
1996-07,3.225,
1996-10,3.378,
1997-01,3.655,
1997-04,3.698,
1997-07,4.046,
1997-10,3.978,
1998-01,4.720,
1998-04,5.036,
1998-07,5.133,
1998-10,5.747,
1999-01,4.290,
1999-04,4.637,
1999-07,4.282,
1999-10,4.358,
2000-01,4.346,
2000-04,4.655,
2000-07,4.500,
2000-10,4.362,
2001-01,4.551,
2001-04,5.281,
2001-07,5.044,
2001-10,5.454,
2002-01,5.098,
2002-04,4.975,
2002-07,4.736,
2002-10,5.198,
2003-01,7.356,
2003-04,7.484,
2003-07,6.697,
2003-10,7.896,
2004-01,6.339,
2004-04,5.921,
2004-07,6.025,
2004-10,6.670,
2005-01,5.792,
2005-04,5.896,
2005-07,6.050,
2005-10,6.728,
2006-01,5.762,
2006-04,5.239,
2006-07,5.355,
2006-10,6.064,
2007-01,5.631,
2007-04,5.222,
2007-07,5.231,
2007-10,10.381,
2008-01,9.147,
2008-04,9.748,
2008-07,10.167,
2008-10,8.858,
2009-01,9.206,
2009-04,4.798,
2009-07,4.598,
2009-10,4.771,
2010-01,4.708,
2010-04,4.502,
2010-07,4.158,
2010-10,4.053,
2011-01,4.505,
2011-04,3.619,
2011-07,4.029,
2011-10,4.384,
2012-01,4.080,
2012-04,3.945,
2012-07,3.433,
2012-10,3.220,
2013-01,3.139,
2013-04,3.279,
2013-07,3.159,
2013-10,3.391,
2014-01,3.587,
2014-04,4.015,
2014-07,3.395,
2014-10,2.841,
