"",BBK01.QUX614,BBK01.QUX614_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Malta / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:52,
2002-03,1.360,
2002-04,1.361,
2002-05,1.377,
2002-06,1.317,
2002-07,1.379,
2002-08,1.451,
2002-09,1.477,
2002-10,1.296,
2002-11,0.828,
2002-12,0.853,
2003-01,0.948,
2003-02,1.001,
2003-03,0.984,
2003-04,0.922,
2003-05,0.907,
2003-06,0.927,
2003-07,1.141,
2003-08,1.239,
2003-09,1.308,
2003-10,1.419,
2003-11,1.449,
2003-12,1.392,
2004-01,1.421,
2004-02,1.462,
2004-03,1.503,
2004-04,1.560,
2004-05,1.631,
2004-06,1.739,
2004-07,1.763,
2004-08,1.648,
2004-09,1.586,
2004-10,1.511,
2004-11,1.500,
2004-12,1.419,
2005-01,1.364,
2005-02,1.450,
2005-03,1.486,
2005-04,1.501,
2005-05,1.535,
2005-06,1.685,
2005-07,1.530,
2005-08,1.517,
2005-09,1.619,
2005-10,1.690,
2005-11,1.850,
2005-12,1.541,
2006-01,1.585,
2006-02,1.580,
2006-03,1.448,
2006-04,1.523,
2006-05,1.531,
2006-06,1.530,
2006-07,1.592,
2006-08,1.659,
2006-09,1.731,
2006-10,1.782,
2006-11,1.694,
2006-12,1.709,
2007-01,1.507,
2007-02,1.539,
2007-03,1.513,
2007-04,1.543,
2007-05,1.565,
2007-06,1.545,
2007-07,1.499,
2007-08,1.629,
2007-09,1.702,
2007-10,1.675,
2007-11,1.874,
2007-12,1.750,
2008-01,1.746,
2008-02,2.017,
2008-03,1.942,
2008-04,1.824,
2008-05,1.726,
2008-06,1.987,
2008-07,2.130,
2008-08,2.212,
2008-09,2.360,
2008-10,2.374,
2008-11,2.480,
2008-12,2.316,
2009-01,2.301,
2009-02,2.214,
2009-03,2.208,
2009-04,2.138,
2009-05,2.085,
2009-06,1.930,
2009-07,1.933,
2009-08,2.005,
2009-09,1.934,
2009-10,1.858,
2009-11,1.503,
2009-12,1.496,
2010-01,1.464,
2010-02,1.484,
2010-03,1.536,
2010-04,1.546,
2010-05,1.653,
2010-06,1.817,
2010-07,1.671,
2010-08,1.675,
2010-09,1.572,
2010-10,1.534,
2010-11,1.546,
2010-12,1.567,
2011-01,1.563,
2011-02,1.585,
2011-03,1.376,
2011-04,1.353,
2011-05,1.393,
2011-06,1.519,
2011-07,1.388,
2011-08,1.627,
2011-09,2.137,
2011-10,1.645,
2011-11,2.278,
2011-12,1.975,
2012-01,2.132,
2012-02,2.053,
2012-03,2.021,
2012-04,1.986,
2012-05,2.271,
2012-06,2.323,
2012-07,2.329,
2012-08,2.304,
2012-09,2.276,
2012-10,2.134,
2012-11,2.231,
2012-12,2.165,
2013-01,2.138,
2013-02,2.169,
2013-03,2.189,
2013-04,2.270,
2013-05,2.304,
2013-06,2.462,
2013-07,2.549,
2013-08,2.590,
2013-09,2.542,
2013-10,2.268,
2013-11,2.190,
2013-12,2.110,
2014-01,2.107,
2014-02,2.037,
2014-03,2.031,
2014-04,2.050,
2014-05,1.624,
2014-06,1.620,
2014-07,1.546,
2014-08,1.537,
2014-09,1.553,
2014-10,1.493,
