"",BBFB1.Q.N.DE.A5.S1.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.Q.N.DE.A5.S1.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Secondary income / Balance / Central America and Caribbean countries,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:33:08,
1991-01,-17.933,
1991-04,-16.914,
1991-07,-15.189,
1991-10,-11.205,
1992-01,-12.965,
1992-04,-13.840,
1992-07,-10.170,
1992-10,-12.753,
1993-01,-17.369,
1993-04,-6.635,
1993-07,-12.286,
1993-10,-13.428,
1994-01,-12.969,
1994-04,-7.307,
1994-07,-10.168,
1994-10,-13.166,
1995-01,-13.493,
1995-04,-14.275,
1995-07,-15.487,
1995-10,-12.262,
1996-01,-18.521,
1996-04,-14.758,
1996-07,-14.379,
1996-10,-15.442,
1997-01,-14.744,
1997-04,-15.071,
1997-07,-16.560,
1997-10,-33.757,
1998-01,-21.626,
1998-04,6.751,
1998-07,-12.773,
1998-10,-29.153,
1999-01,-16.260,
1999-04,-49.136,
1999-07,-20.435,
1999-10,-30.761,
2000-01,-120.859,
2000-04,56.441,
2000-07,3.403,
2000-10,22.186,
2001-01,4.138,
2001-04,-8.121,
2001-07,12.060,
2001-10,42.767,
2002-01,2.526,
2002-04,77.599,
2002-07,179.458,
2002-10,-9.282,
2003-01,-16.456,
2003-04,24.339,
2003-07,-72.235,
2003-10,13.511,
2004-01,-24.101,
2004-04,-32.682,
2004-07,-23.104,
2004-10,-29.204,
2005-01,-19.770,
2005-04,-19.915,
2005-07,-30.107,
2005-10,-30.520,
2006-01,-38.904,
2006-04,-16.553,
2006-07,-23.210,
2006-10,-21.742,
2007-01,24.649,
2007-04,-13.508,
2007-07,-30.466,
2007-10,2.986,
2008-01,-16.350,
2008-04,-51.678,
2008-07,-38.338,
2008-10,-104.071,
2009-01,-49.612,
2009-04,-56.134,
2009-07,-82.372,
2009-10,-47.149,
2010-01,-67.257,
2010-04,-92.344,
2010-07,-39.687,
2010-10,-44.520,
2011-01,-28.037,
2011-04,-27.375,
2011-07,-36.286,
2011-10,-55.043,
2012-01,-32.335,
2012-04,-70.722,
2012-07,-36.469,
2012-10,-34.035,
2013-01,-24.332,
2013-04,-37.012,
2013-07,-56.993,
2013-10,-72.645,
2014-01,-33.512,Provisional value
2014-04,-36.561,Provisional value
2014-07,-36.305,Provisional value
