"",BBK01.PC3676,BBK01.PC3676_FLAGS
"",Instalment credit to domestic employees and other individuals / Short-term / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:27:27,
1985-10,0.083,
1986-01,0.080,
1986-04,0.077,
1986-07,0.079,
1986-10,0.085,
1987-01,0.080,
1987-04,0.076,
1987-07,0.074,
1987-10,0.081,
1988-01,0.091,
1988-04,0.080,
1988-07,0.059,
1988-10,0.049,
1989-01,0.051,
1989-04,0.036,
1989-07,0.036,
1989-10,0.040,
1990-01,0.048,
1990-04,0.054,
1990-07,0.050,
1990-10,0.098,
1991-01,0.109,
1991-04,0.104,
1991-07,0.105,
1991-10,0.108,
1992-01,0.115,
1992-04,0.120,
1992-07,0.131,
1992-10,0.157,
1993-01,0.171,
1993-04,0.193,
1993-07,0.179,
1993-10,0.177,
1994-01,0.205,
1994-04,0.209,
1994-07,0.234,
1994-10,0.247,
1995-01,0.252,
1995-04,0.268,
1995-07,0.287,
1995-10,0.322,
1996-01,0.370,
1996-04,0.387,
1996-07,0.397,
1996-10,0.399,
1997-01,0.424,
1997-04,0.456,
1997-07,0.471,
1997-10,0.502,
1998-01,0.503,
1998-04,0.516,
1998-07,0.508,
1998-10,0.519,
1999-01,0.612,
1999-04,0.608,
1999-07,0.599,
1999-10,0.601,
2000-01,0.590,
2000-04,0.561,
2000-07,0.576,
2000-10,0.554,
2001-01,0.592,
2001-04,0.607,
2001-07,0.642,
2001-10,0.490,
2002-01,0.620,
2002-04,0.712,
2002-07,0.689,
2002-10,0.707,
2003-01,0.725,
2003-04,0.734,
2003-07,0.750,
2003-10,0.778,
2004-01,0.741,
2004-04,0.747,
2004-07,0.748,
2004-10,0.779,
2005-01,0.825,
2005-04,1.117,
2005-07,1.088,
2005-10,1.202,
2006-01,1.201,
2006-04,1.194,
2006-07,1.186,
2006-10,1.231,
2007-01,1.251,
2007-04,1.250,
2007-07,1.253,
2007-10,1.280,
2008-01,1.321,
2008-04,1.290,
2008-07,1.282,
2008-10,1.426,
2009-01,1.449,
2009-04,1.454,
2009-07,1.481,
2009-10,1.550,
2010-01,1.607,
2010-04,1.455,
2010-07,1.260,
2010-10,1.275,
2011-01,1.281,
2011-04,1.187,
2011-07,1.257,
2011-10,1.157,
2012-01,1.265,
2012-04,1.082,
2012-07,0.826,
2012-10,0.868,
2013-01,0.793,
2013-04,0.779,
2013-07,0.569,
2013-10,0.766,
2014-01,0.803,
2014-04,0.757,
2014-07,0.714,
2014-10,0.812,
