"",BBK01.OUB173,BBK01.OUB173_FLAGS
"",Domestic bank debt securities / with a maturity  of more than 2 years  / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:56,
1999-01,76.022,
1999-02,76.279,
1999-03,77.993,
1999-04,80.902,
1999-05,80.948,
1999-06,81.345,
1999-07,78.662,
1999-08,81.991,
1999-09,83.609,
1999-10,84.655,
1999-11,83.042,
1999-12,82.108,
2000-01,82.502,
2000-02,81.800,
2000-03,84.611,
2000-04,86.988,
2000-05,94.842,
2000-06,91.355,
2000-07,90.876,
2000-08,92.913,
2000-09,94.501,
2000-10,96.426,
2000-11,96.762,
2000-12,95.926,
2001-01,101.646,
2001-02,103.982,
2001-03,105.422,
2001-04,106.861,
2001-05,106.723,
2001-06,99.896,
2001-07,104.697,
2001-08,103.213,
2001-09,101.977,
2001-10,101.739,
2001-11,101.250,
2001-12,100.746,
2002-01,99.817,
2002-02,99.362,
2002-03,97.237,
2002-04,96.401,
2002-05,95.103,
2002-06,97.515,
2002-07,91.928,
2002-08,89.811,
2002-09,91.205,
2002-10,89.279,
2002-11,89.054,
2002-12,91.811,
2003-01,92.238,
2003-02,92.782,
2003-03,89.540,
2003-04,90.964,
2003-05,94.387,
2003-06,92.639,
2003-07,89.916,
2003-08,90.038,
2003-09,90.163,
2003-10,87.690,
2003-11,88.259,
2003-12,85.600,
2004-01,86.239,
2004-02,88.973,
2004-03,89.469,
2004-04,88.676,
2004-05,87.745,
2004-06,86.515,
2004-07,86.701,
2004-08,84.957,
2004-09,86.750,
2004-10,85.421,
2004-11,86.992,
2004-12,86.405,
2005-01,85.383,
2005-02,82.958,
2005-03,82.345,
2005-04,82.055,
2005-05,81.318,
2005-06,84.782,
2005-07,85.766,
2005-08,83.886,
2005-09,79.824,
2005-10,79.255,
2005-11,79.770,
2005-12,78.241,
2006-01,75.773,
2006-02,75.522,
2006-03,74.478,
2006-04,74.266,
2006-05,74.749,
2006-06,74.789,
2006-07,73.355,
2006-08,74.297,
2006-09,64.660,
2006-10,63.439,
2006-11,63.448,
2006-12,64.281,
2007-01,63.430,
2007-02,62.436,
2007-03,63.019,
2007-04,62.692,
2007-05,62.925,
2007-06,63.744,
2007-07,64.371,
2007-08,64.317,
2007-09,62.438,
2007-10,63.671,
2007-11,63.842,
2007-12,62.608,
2008-01,63.593,
2008-02,63.121,
2008-03,63.009,
2008-04,63.405,
2008-05,63.243,
2008-06,60.505,
2008-07,61.127,
2008-08,62.814,
2008-09,62.741,
2008-10,62.926,
2008-11,66.035,
2008-12,67.777,
2009-01,66.532,
2009-02,66.313,
2009-03,67.153,
2009-04,64.510,
2009-05,65.355,
2009-06,64.543,
2009-07,65.402,
2009-08,66.314,
2009-09,66.176,
2009-10,63.931,
2009-11,62.666,
2009-12,61.924,
2010-01,61.697,
2010-02,60.006,
2010-03,59.844,
2010-04,59.696,
2010-05,59.629,
2010-06,61.101,
2010-07,59.530,
2010-08,60.303,
2010-09,59.312,
2010-10,58.797,
2010-11,58.956,
2010-12,58.438,
2011-01,59.135,
2011-02,58.648,
2011-03,57.575,
2011-04,58.329,
2011-05,57.727,
2011-06,56.961,
2011-07,56.578,
2011-08,56.164,
2011-09,55.004,
2011-10,54.299,
2011-11,53.461,
2011-12,51.740,
2012-01,51.102,
2012-02,51.815,
2012-03,50.701,
2012-04,49.871,
2012-05,49.815,
2012-06,49.488,
2012-07,50.222,
2012-08,50.657,
2012-09,51.122,
2012-10,50.301,
2012-11,49.766,
2012-12,48.401,
2013-01,48.636,
2013-02,48.417,
2013-03,48.048,
2013-04,48.181,
2013-05,47.241,
2013-06,47.417,
2013-07,46.510,
2013-08,45.573,
2013-09,46.358,
2013-10,45.394,
2013-11,46.436,
2013-12,47.183,
2014-01,46.983,
2014-02,46.445,
2014-03,48.994,
2014-04,48.915,
2014-05,48.143,
2014-06,47.389,
2014-07,46.704,
2014-08,46.118,
2014-09,46.224,
2014-10,45.584,
2014-11,45.263,
2014-12,43.713,Provisional value
