"",BBK01.EU8143,BBK01.EU8143_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Reserve assets and other external assets,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:25,
1998-12,95315.50,comment
1999-01,116481.65,
1999-02,114235.39,
1999-03,115912.78,
1999-04,116364.63,
1999-05,107532.49,
1999-06,108810.51,
1999-07,94543.68,
1999-08,109943.18,
1999-09,125036.72,
1999-10,110021.12,
1999-11,135346.13,
1999-12,141958.18,
2000-01,120993.28,
2000-02,123747.16,
2000-03,120290.69,
2000-04,126570.71,
2000-05,121281.55,
2000-06,139872.95,
2000-07,114851.00,
2000-08,104396.31,
2000-09,126332.05,
2000-10,114645.87,
2000-11,98237.84,
2000-12,100762.36,
2001-01,106446.08,
2001-02,110798.75,
2001-03,116132.70,
2001-04,106430.32,
2001-05,111162.36,
2001-06,99773.19,
2001-07,107437.09,
2001-08,109010.58,
2001-09,112044.87,
2001-10,115486.96,
2001-11,108934.09,
2001-12,76147.46,
2002-01,98115.81,
2002-02,98392.48,
2002-03,99488.64,
2002-04,106935.55,
2002-05,100885.64,
2002-06,88198.78,
2002-07,105187.44,
2002-08,110681.51,
2002-09,108889.19,
2002-10,112748.47,
2002-11,108614.93,
2002-12,103947.61,
2003-01,98271.62,
2003-02,95491.33,
2003-03,98240.37,
2003-04,93701.66,
2003-05,70455.75,
2003-06,73550.48,
2003-07,90713.93,
2003-08,98605.14,
2003-09,91894.14,
2003-10,113947.40,
2003-11,97129.77,
2003-12,95393.96,
2004-01,89895.44,
2004-02,87987.37,
2004-03,104464.24,
2004-04,102021.44,
2004-05,89877.05,
2004-06,69837.03,
2004-07,70864.93,
2004-08,87570.11,
2004-09,100176.24,
2004-10,76042.82,
2004-11,85701.89,
2004-12,93110.40,
2005-01,94894.89,
2005-02,75602.52,
2005-03,100452.27,
2005-04,87967.38,
2005-05,107062.62,
2005-06,90054.52,
2005-07,90752.33,
2005-08,109966.49,
2005-09,103804.97,
2005-10,111514.55,
2005-11,127813.49,
2005-12,130267.66,
2006-01,104777.88,
2006-02,109676.58,
2006-03,105884.20,
2006-04,100232.81,
2006-05,120684.31,
2006-06,88241.24,
2006-07,102263.65,
2006-08,124937.64,
2006-09,115370.96,
2006-10,110016.19,
2006-11,114115.95,
2006-12,104388.61,
2007-01,114714.43,
2007-02,121018.89,
2007-03,121456.88,
2007-04,110111.91,
2007-05,125858.98,
2007-06,116753.84,
2007-07,120334.08,
2007-08,144630.00,
2007-09,151300.12,
2007-10,171236.82,
2007-11,177673.86,
2007-12,179492.48,
2008-01,208663.44,
2008-02,226761.17,
2008-03,198070.10,
2008-04,198224.77,
2008-05,200041.56,
2008-06,206617.78,
2008-07,203948.58,
2008-08,217136.80,
2008-09,215889.08,
2008-10,183398.30,
2008-11,213907.57,
2008-12,230775.28,
2009-01,258619.74,
2009-02,275769.68,
2009-03,274457.51,
2009-04,272318.33,
2009-05,261878.44,
2009-06,290737.71,
2009-07,282459.56,
2009-08,291882.43,
2009-09,314396.30,
2009-10,292774.99,
2009-11,306623.42,
2009-12,323286.29,
2010-01,326160.75,
2010-02,352968.87,
2010-03,364072.42,
2010-04,377729.46,
2010-05,444479.51,
2010-06,444756.02,
2010-07,452125.19,
2010-08,473072.73,
2010-09,496333.11,
2010-10,472761.55,
2010-11,497807.44,
2010-12,524694.77,
2011-01,492994.94,
2011-02,515777.42,
2011-03,516360.01,
2011-04,502690.32,
2011-05,522887.50,
2011-06,531715.95,
2011-07,549737.74,
2011-08,622802.35,
2011-09,686658.59,
2011-10,704976.09,
2011-11,746356.64,
2011-12,714662.05,
2012-01,763406.48,
2012-02,814053.18,
2012-03,875779.61,
2012-04,909191.76,
2012-05,964556.72,
2012-06,992340.51,
2012-07,1000019.09,
2012-08,1023617.44,
2012-09,974477.74,
2012-10,991438.96,
2012-11,988533.72,
2012-12,921002.40,
2013-01,878587.18,
2013-02,871507.57,
2013-03,852611.47,
2013-04,857432.61,
2013-05,832745.97,
2013-06,798887.85,
2013-07,807165.30,
2013-08,808648.58,
2013-09,796646.35,
2013-10,785449.36,
2013-11,761730.28,
2013-12,721740.57,
2014-01,716867.78,
2014-02,718316.81,
2014-03,687557.14,
2014-04,692956.29,
2014-05,680887.90,
2014-06,678135.81,
2014-07,660520.96,
2014-08,681323.66,
2014-09,696802.25,
2014-10,681790.07,
2014-11,682969.28,
2014-12,678803.68,
2015-01,751062.41,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
