"",BBK01.OUA351,BBK01.OUA351_FLAGS
"",Lending to the federal states / Total / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:21,
1999-01,287.272,
1999-02,288.348,
1999-03,289.212,
1999-04,293.408,
1999-05,294.353,
1999-06,292.139,
1999-07,294.907,
1999-08,296.731,
1999-09,294.079,
1999-10,300.786,
1999-11,306.438,
1999-12,306.199,
2000-01,305.336,
2000-02,304.590,
2000-03,305.096,
2000-04,309.394,
2000-05,308.729,
2000-06,305.834,
2000-07,309.077,
2000-08,308.958,
2000-09,305.281,
2000-10,309.357,
2000-11,313.637,
2000-12,314.454,
2001-01,314.534,
2001-02,314.896,
2001-03,313.686,
2001-04,316.181,
2001-05,316.161,
2001-06,314.209,
2001-07,317.352,
2001-08,318.671,
2001-09,318.027,
2001-10,318.886,
2001-11,323.511,
2001-12,323.839,
2002-01,321.682,
2002-02,321.490,
2002-03,320.884,
2002-04,323.889,
2002-05,323.806,
2002-06,319.323,
2002-07,324.817,
2002-08,323.868,
2002-09,320.234,
2002-10,323.652,
2002-11,328.247,
2002-12,328.272,
2003-01,327.515,
2003-02,324.985,
2003-03,325.304,
2003-04,330.776,
2003-05,332.066,
2003-06,325.347,
2003-07,329.675,
2003-08,330.999,
2003-09,326.874,
2003-10,331.083,
2003-11,336.253,
2003-12,334.105,
2004-01,333.633,
2004-02,332.501,
2004-03,335.913,
2004-04,339.291,
2004-05,337.101,
2004-06,333.469,
2004-07,336.346,
2004-08,336.045,
2004-09,333.628,
2004-10,334.857,
2004-11,336.282,
2004-12,332.957,
2005-01,330.353,
2005-02,330.181,
2005-03,331.270,
2005-04,334.101,
2005-05,333.969,
2005-06,332.198,
2005-07,335.864,
2005-08,335.822,
2005-09,330.916,
2005-10,333.462,
2005-11,335.553,
2005-12,334.287,
2006-01,333.493,
2006-02,330.740,
2006-03,329.280,
2006-04,331.439,
2006-05,329.288,
2006-06,326.148,
2006-07,327.879,
2006-08,325.264,
2006-09,321.100,
2006-10,323.114,
2006-11,327.477,
2006-12,323.415,
2007-01,318.955,
2007-02,317.291,
2007-03,317.215,
2007-04,318.199,
2007-05,314.451,
2007-06,308.887,
2007-07,311.135,
2007-08,304.306,
2007-09,302.064,
2007-10,305.745,
2007-11,306.218,
2007-12,305.128,
2008-01,301.832,
2008-02,299.983,
2008-03,295.911,
2008-04,299.012,
2008-05,297.830,
2008-06,294.342,
2008-07,295.061,
2008-08,295.300,
2008-09,291.091,
2008-10,296.212,
2008-11,295.835,
2008-12,291.424,
2009-01,290.947,
2009-02,289.453,
2009-03,287.189,
2009-04,290.061,
2009-05,289.648,
2009-06,290.123,
2009-07,294.316,
2009-08,294.694,
2009-09,293.660,
2009-10,297.193,
2009-11,302.266,
2009-12,298.793,
2010-01,300.081,
2010-02,298.897,
2010-03,301.667,
2010-04,304.130,
2010-05,316.035,
2010-06,335.990,
2010-07,332.777,
2010-08,334.726,
2010-09,333.696,
2010-10,334.630,
2010-11,337.062,
2010-12,335.013,
2011-01,337.212,
2011-02,332.048,
2011-03,333.888,
2011-04,333.667,
2011-05,330.337,
2011-06,327.763,
2011-07,328.490,
2011-08,324.525,
2011-09,323.335,
2011-10,324.787,
2011-11,323.834,
2011-12,325.297,
2012-01,327.961,
2012-02,328.108,
2012-03,336.632,
2012-04,340.840,
2012-05,336.993,
2012-06,372.989,
2012-07,372.846,
2012-08,370.483,
2012-09,369.577,
2012-10,377.947,
2012-11,374.653,
2012-12,365.072,
2013-01,363.603,
2013-02,362.842,
2013-03,359.381,
2013-04,363.304,
2013-05,359.371,
2013-06,358.400,
2013-07,361.676,
2013-08,360.457,
2013-09,358.595,
2013-10,366.290,
2013-11,366.282,
2013-12,364.098,
2014-01,363.608,
2014-02,361.328,
2014-03,361.497,
2014-04,361.224,
2014-05,364.228,
2014-06,356.825,
2014-07,359.542,
2014-08,357.724,
2014-09,357.739,
2014-10,359.605,
2014-11,358.976,
2014-12,352.584,Provisional value
