"",BBK01.OEAC23T,BBK01.OEAC23T_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:52:12,
2002-01,0.006,
2002-04,0.007,
2002-07,0.007,
2002-10,0.007,
2003-01,0.005,
2003-04,0.006,
2003-07,0.006,
2003-10,0.011,
2004-01,0.006,
2004-04,0.007,
2004-07,0.006,
2004-10,0.006,
2005-01,0.006,
2005-04,0.008,
2005-07,0.008,
2005-10,0.009,
2006-01,0.008,
2006-04,0.007,
2006-07,0.007,
2006-10,0.008,
2007-01,0.007,
2007-04,0.007,
2007-07,0.007,
2007-10,0.007,
2008-01,0.019,
2008-04,0.020,
2008-07,0.021,
2008-10,0.024,
2009-01,0.315,
2009-04,0.019,
2009-07,0.021,
2009-10,0.022,
2010-01,0.021,
2010-04,0.026,
2010-07,0.026,
2010-10,0.024,
2011-01,0.019,
2011-04,0.022,
2011-07,0.029,
2011-10,0.043,
2012-01,0.037,
2012-04,0.041,
2012-07,0.039,
2012-10,0.036,
2013-01,0.020,
2013-04,0.031,
2013-07,0.028,
2013-10,0.026,
2014-01,0.026,
2014-04,0.026,
2014-07,0.029,
