"",BBK01.TXI377,BBK01.TXI377_FLAGS
1992-08,95686,
1992-09,97075,
1992-10,94750,
1992-11,97302,
1992-12,87416,
1993-01,83729,
1993-02,85971,
1993-03,83278,
1993-04,82706,
1993-05,85892,
1993-06,84839,
1993-07,84519,
1993-08,85956,
1993-09,83520,
1993-10,83482,
1993-11,84539,
1993-12,90832,
1994-01,87185,
1994-02,87608,
1994-03,85052,
1994-04,86134,
1994-05,88161,
1994-06,86529,
1994-07,84852,
1994-08,86732,
1994-09,84764,
1994-10,84689,
1994-11,85218,
1994-12,91536,
1995-01,85551,
1995-02,85625,
1995-03,82248,
1995-04,81444,
1995-05,84098,
1995-06,81121,
1995-07,80475,
1995-08,82680,
1995-09,80835,
1995-10,78694,
1995-11,80414,
1995-12,86808,
1996-01,81466,
1996-02,83512,
1996-03,80290,
1996-04,79775,
1996-05,82550,
1996-06,80701,
1996-07,80408,
1996-08,81955,
1996-09,80611,
1996-10,79013,
1996-11,80740,
1996-12,86823,
1997-01,81814,
1997-02,83115,
1997-03,81955,
1997-04,80939,
1997-05,85056,
1997-06,82927,
1997-07,82066,
1997-08,84413,
1997-09,83111,
1997-10,81285,
1997-11,84502,
1997-12,89607,
1998-01,84356,
1998-02,86170,
1998-03,84748,
1998-04,83671,
1998-05,87365,
1998-06,86319,
1998-07,85617,
1998-08,89075,
1998-09,86884,
1998-10,85694,
1998-11,88732,
1998-12,92322,
1999-01,66574,
1999-02,67473,
1999-03,65295,
1999-04,63950,
1999-05,69645,
1999-06,70304,
1999-07,68550,
1999-08,70378,
1999-09,69533,
1999-10,70325,
1999-11,73385,
1999-12,78805,
2000-01,74210,
2000-02,74079,
2000-03,72438,
2000-04,73990,
2000-05,75817,
2000-06,78435,
2000-07,74110,
2000-08,74934,
2000-09,74821,
2000-10,73306,
2000-11,74580,
2000-12,81634,
2001-01,77902,
2001-02,79439,
2001-03,76863,
2001-04,76715,
2001-05,79467,
2001-06,81223,
2001-07,78321,
2001-08,77211,
2001-09,78542,
2001-10,77126,
2001-11,73643,
2001-12,75949,
2002-01,73250,
2002-02,72480,
2002-03,70610,
2002-04,68154,
2002-05,72293,
2002-06,73534,
2002-07,71714,
2002-08,70705,
2002-09,68172,
2002-10,63692,
2002-11,64064,
2002-12,68734,
2003-01,64452,
2003-02,67186,
2003-03,65870,
2003-04,63069,
2003-05,67757,
2003-06,70534,
2003-07,66346,
2003-08,64964,
2003-09,62477,
2003-10,59700,
2003-11,60995,
2003-12,63977,
2004-01,61254,
2004-02,62007,
2004-03,60582,
2004-04,59712,
2004-05,63149,
2004-06,64407,
2004-07,62628,
2004-08,61048,
2004-09,63622,
2004-10,59395,
2004-11,61082,
2004-12,62175,
2005-01,63015,
2005-02,63508,
2005-03,61246,
2005-04,59414,
2005-05,62548,
2005-06,64864,
2005-07,62383,
2005-08,63567,
2005-09,62599,
2005-10,61881,
2005-11,63560,
2005-12,65078,
2006-01,65769,
2006-02,68697,
2006-03,69236,
2006-04,70176,
2006-05,77793,
2006-06,82851,
2006-07,81389,
2006-08,81423,
2006-09,82573,
2006-10,78819,
2006-11,88648,
2006-12,92591,
2007-01,87985,
2007-02,89396,
2007-03,88920,
2007-04,90136,
2007-05,96994,
2007-06,98509,
2007-07,100364,
2007-08,104059,
2007-09,109703,
2007-10,108060,
2007-11,115214,
2007-12,120337,
2008-01,112702,
2008-02,112559,
2008-03,112436,
2008-04,113698,
2008-05,122888,
2008-06,128845,
2008-07,126915,
2008-08,128550,
2008-09,128415,
2008-10,125141,
2008-11,130830,
2008-12,129944,
2009-01,125429,
2009-02,128585,
2009-03,122171,
2009-04,124640,
2009-05,125131,
2009-06,123657,
2009-07,116524,
2009-08,114906,
2009-09,111179,
2009-10,108521,
2009-11,110949,
2009-12,107253,
2010-01,107006,
2010-02,111059,
2010-03,107882,
2010-04,105358,
2010-05,111969,
2010-06,118765,
2010-07,111286,
2010-08,116803,
2010-09,120054,
2010-10,113312,
2010-11,114896,
2010-12,114873,
2011-01,112052,
2011-02,114940,
2011-03,118289,
2011-04,117181,
2011-05,126265,
2011-06,132314,
2011-07,128680,
2011-08,132813,
2011-09,132943,
2011-10,125319,
2011-11,131378,
2011-12,130849,
2012-01,131080,
2012-02,137354,
2012-03,146979,
2012-04,150228,
2012-05,161402,
2012-06,193142,
2012-07,193054,
2012-08,190898,
2012-09,193009,
2012-10,193393,
2012-11,200898,
2012-12,171661,
2013-01,157006,
2013-02,155087,
2013-03,161858,
2013-04,160953,
2013-05,167173,
2013-06,172914,
2013-07,166748,
2013-08,168861,
2013-09,169150,
2013-10,162879,
2013-11,170366,
2013-12,166095,
2014-01,159884,
2014-02,164963,
2014-03,168484,
2014-04,164704,
2014-05,172599,
2014-06,177583,
2014-07,174895,
2014-08,178190,
2014-09,176432,
2014-10,166802,
2014-11,171691,
2014-12,173510,
2015-01,168190,
