"",BBK01.RU5820,BBK01.RU5820_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / China, People`s Republic of / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:23:02,
1982-06,0.059,
1982-07,0.083,
1982-08,0.052,
1982-09,0.079,
1982-10,0.081,
1982-11,0.118,
1982-12,0.128,
1983-01,0.129,
1983-02,0.149,
1983-03,0.103,
1983-04,0.122,
1983-05,0.087,
1983-06,0.082,
1983-07,0.102,
1983-08,0.090,
1983-09,0.123,
1983-10,0.186,
1983-11,0.232,
1983-12,0.228,
1984-01,0.316,
1984-02,0.237,
1984-03,0.248,
1984-04,0.251,
1984-05,0.324,
1984-06,0.318,
1984-07,0.224,
1984-08,0.375,
1984-09,0.442,
1984-10,0.381,
1984-11,0.304,
1984-12,0.342,
1985-01,0.272,
1985-02,0.258,
1985-03,0.208,
1985-04,0.234,
1985-05,0.243,
1985-06,0.166,
1985-07,0.149,
1985-08,0.126,
1985-09,0.133,
1985-10,0.124,
1985-11,0.120,
1985-12,0.173,
1986-01,0.185,
1986-02,0.167,
1986-03,0.176,
1986-04,0.144,
1986-05,0.143,
1986-06,0.125,
1986-07,0.080,
1986-08,0.076,
1986-09,0.070,
1986-10,0.059,
1986-11,0.062,
1986-12,0.079,
1987-01,0.060,
1987-02,0.093,
1987-03,0.121,
1987-04,0.152,
1987-05,0.195,
1987-06,0.183,
1987-07,0.169,
1987-08,0.160,
1987-09,0.148,
1987-10,0.109,
1987-11,0.108,
1987-12,0.100,
1988-01,0.095,
1988-02,0.119,
1988-03,0.102,
1988-04,0.084,
1988-05,0.127,
1988-06,0.098,
1988-07,0.104,
1988-08,0.178,
1988-09,0.186,
1988-10,0.197,
1988-11,0.202,
1988-12,0.169,
1989-01,0.206,
1989-02,0.205,
1989-03,0.287,
1989-04,0.244,
1989-05,0.192,
1989-06,0.218,
1989-07,0.272,
1989-08,0.216,
1989-09,0.236,
1989-10,0.256,
1989-11,0.274,
1989-12,0.229,
1990-01,0.262,
1990-02,0.237,
1990-03,0.211,
