"",BBK01.CEL020,BBK01.CEL020_FLAGS
"",External financing total                                       debtor: Domestic financial sectors     creditor: Total,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:48:04,
1999-01,139.1,
1999-04,170.9,
1999-07,144.8,
1999-10,192.5,
2000-01,209.5,
2000-04,68.4,
2000-07,86.2,
2000-10,215.5,
2001-01,259.0,
2001-04,7.3,
2001-07,81.2,
2001-10,101.8,
2002-01,47.1,
2002-04,75.6,
2002-07,117.7,
2002-10,124.8,
2003-01,136.5,
2003-04,104.8,
2003-07,-48.0,
2003-10,108.3,
2004-01,118.9,
2004-04,40.7,
2004-07,72.6,
2004-10,-69.6,
2005-01,166.7,
2005-04,97.7,
2005-07,252.9,
2005-10,129.2,
2006-01,331.8,
2006-04,221.8,
2006-07,212.4,
2006-10,192.8,
2007-01,219.6,
2007-04,166.1,
2007-07,112.2,
2007-10,245.9,
2008-01,120.8,
2008-04,-184.8,
2008-07,90.0,
2008-10,-197.5,
2009-01,284.0,
2009-04,-319.3,
2009-07,-173.4,
2009-10,-31.6,
2010-01,76.4,
2010-04,448.0,
2010-07,-268.5,
2010-10,-233.4,
2011-01,-187.5,
2011-04,81.6,
2011-07,553.0,
2011-10,-336.5,
2012-01,369.3,
2012-04,261.0,
2012-07,-39.8,
2012-10,-281.8,
2013-01,-29.1,
2013-04,-52.4,
2013-07,-157.3,
2013-10,-83.1,
2014-01,44.8,
2014-04,112.5,
2014-07,146.7,
