"",BBDE1.M.DE.W.AEA1.P2XF11000.B2.V.I10.A,BBDE1.M.DE.W.AEA1.P2XF11000.B2.V.I10.A_FLAGS
"","Orders received / At current prices, flows / Germany / Stuctural engineering - industrial clients / Calendar adjusted only",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:20,
1991-01,126.0,
1991-02,126.4,
1991-03,165.1,
1991-04,148.1,
1991-05,170.2,
1991-06,181.6,
1991-07,165.7,
1991-08,169.6,
1991-09,198.5,
1991-10,166.8,
1991-11,154.1,
1991-12,154.0,
1992-01,141.2,
1992-02,165.2,
1992-03,196.4,
1992-04,171.8,
1992-05,172.8,
1992-06,220.8,
1992-07,180.0,
1992-08,184.4,
1992-09,183.0,
1992-10,166.6,
1992-11,161.8,
1992-12,218.1,
1993-01,139.8,
1993-02,154.7,
1993-03,196.2,
1993-04,174.1,
1993-05,180.0,
1993-06,201.5,
1993-07,190.2,
1993-08,174.0,
1993-09,194.0,
1993-10,196.9,
1993-11,175.6,
1993-12,187.2,
1994-01,176.1,
1994-02,161.5,
1994-03,211.8,
1994-04,193.3,
1994-05,192.2,
1994-06,208.6,
1994-07,182.8,
1994-08,181.7,
1994-09,189.1,
1994-10,181.4,
1994-11,189.6,
1994-12,223.3,
1995-01,190.2,
1995-02,161.9,
1995-03,215.4,
1995-04,193.9,
1995-05,183.8,
1995-06,221.9,
1995-07,196.6,
1995-08,192.6,
1995-09,201.9,
1995-10,176.3,
1995-11,154.2,
1995-12,161.9,
1996-01,141.7,
1996-02,155.5,
1996-03,176.1,
1996-04,141.3,
1996-05,165.1,
1996-06,202.2,
1996-07,181.0,
1996-08,170.4,
1996-09,168.7,
1996-10,152.7,
1996-11,139.3,
1996-12,172.5,
1997-01,130.2,
1997-02,122.0,
1997-03,168.3,
1997-04,131.5,
1997-05,158.9,
1997-06,166.4,
1997-07,138.2,
1997-08,148.6,
1997-09,157.1,
1997-10,137.4,
1997-11,126.5,
1997-12,154.7,
1998-01,102.4,
1998-02,131.1,
1998-03,160.5,
1998-04,149.9,
1998-05,144.1,
1998-06,149.9,
1998-07,143.9,
1998-08,140.6,
1998-09,145.1,
1998-10,131.4,
1998-11,130.2,
1998-12,144.6,
1999-01,117.3,
1999-02,135.2,
1999-03,160.9,
1999-04,143.7,
1999-05,155.4,
1999-06,177.0,
1999-07,153.8,
1999-08,137.5,
1999-09,153.3,
1999-10,147.4,
1999-11,120.4,
1999-12,123.0,
2000-01,104.9,
2000-02,118.3,
2000-03,156.8,
2000-04,137.7,
2000-05,156.7,
2000-06,153.3,
2000-07,148.1,
2000-08,121.0,
2000-09,166.6,
2000-10,126.6,
2000-11,124.6,
2000-12,145.2,
2001-01,116.1,
2001-02,110.2,
2001-03,149.7,
2001-04,149.0,
2001-05,148.0,
2001-06,150.8,
2001-07,142.9,
2001-08,141.5,
2001-09,149.7,
2001-10,113.7,
2001-11,123.7,
2001-12,129.8,
2002-01,87.8,
2002-02,111.8,
2002-03,182.5,
2002-04,115.5,
2002-05,118.8,
2002-06,134.8,
2002-07,125.1,
2002-08,105.6,
2002-09,129.1,
2002-10,94.1,
2002-11,86.3,
2002-12,122.9,
2003-01,81.7,
2003-02,90.3,
2003-03,108.4,
2003-04,102.0,
2003-05,96.9,
2003-06,111.7,
2003-07,106.2,
2003-08,94.7,
2003-09,105.5,
2003-10,89.4,
2003-11,89.3,
2003-12,87.6,
2004-01,88.6,
2004-02,106.5,
2004-03,89.8,
2004-04,91.6,
2004-05,81.2,
2004-06,105.2,
2004-07,90.6,
2004-08,91.9,
2004-09,94.9,
2004-10,91.1,
2004-11,74.5,
2004-12,104.0,
2005-01,62.3,
2005-02,72.9,
2005-03,114.1,
2005-04,86.7,
2005-05,91.0,
2005-06,109.9,
2005-07,94.8,
2005-08,82.3,
2005-09,114.8,
2005-10,91.3,
2005-11,95.7,
2005-12,119.2,
2006-01,67.9,
2006-02,87.6,
2006-03,110.2,
2006-04,105.4,
2006-05,114.4,
2006-06,108.6,
2006-07,103.2,
2006-08,112.3,
2006-09,117.9,
2006-10,107.3,
2006-11,100.3,
2006-12,110.5,
2007-01,90.3,
2007-02,97.4,
2007-03,132.5,
2007-04,123.6,
2007-05,124.9,
2007-06,133.1,
2007-07,142.3,
2007-08,102.2,
2007-09,116.1,
2007-10,134.1,
2007-11,96.0,
2007-12,107.3,
2008-01,117.0,
2008-02,98.2,
2008-03,129.1,
2008-04,148.0,
2008-05,117.4,
2008-06,150.4,
2008-07,121.4,
2008-08,119.5,
2008-09,142.1,
2008-10,110.1,
2008-11,99.4,
2008-12,99.8,
2009-01,80.5,
2009-02,70.6,
2009-03,108.4,
2009-04,92.8,
2009-05,100.2,
2009-06,99.2,
2009-07,100.7,
2009-08,110.0,
2009-09,105.0,
2009-10,96.3,
2009-11,87.9,
2009-12,92.2,
2010-01,71.2,
2010-02,83.3,
2010-03,116.3,
2010-04,98.3,
2010-05,97.8,
2010-06,120.3,
2010-07,110.1,
2010-08,118.1,
2010-09,100.4,
2010-10,105.8,
2010-11,87.7,
2010-12,87.4,
2011-01,89.0,
2011-02,108.2,
2011-03,123.4,
2011-04,105.9,
2011-05,120.0,
2011-06,129.6,
2011-07,109.3,
2011-08,122.0,
2011-09,123.5,
2011-10,121.6,
2011-11,106.6,
2011-12,103.6,
2012-01,91.3,
2012-02,101.1,
2012-03,159.4,
2012-04,130.9,
2012-05,120.4,
2012-06,129.6,
2012-07,126.8,
2012-08,150.1,
2012-09,131.2,
2012-10,137.6,
2012-11,98.7,
2012-12,113.5,
2013-01,92.6,
2013-02,104.3,
2013-03,131.4,
2013-04,125.4,
2013-05,140.4,
2013-06,158.2,
2013-07,142.3,
2013-08,121.1,
2013-09,132.8,
2013-10,134.6,
2013-11,132.4,
2013-12,121.3,
2014-01,113.3,
2014-02,114.3,
2014-03,148.0,
2014-04,121.6,
2014-05,122.9,
2014-06,133.1,
2014-07,147.3,
2014-08,130.7,
2014-09,128.9,
2014-10,129.4,
2014-11,116.7,
2014-12,115.2,
