"",BBK01.PQD357,BBK01.PQD357_FLAGS
"",Lending to domestic enterprises / Long-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:42,
1968-10,2.609,
1969-01,2.654,
1969-04,2.828,
1969-07,2.895,
1969-10,3.068,
1970-01,3.133,
1970-04,3.230,
1970-07,3.388,
1970-10,3.537,
1971-01,3.642,
1971-04,3.777,
1971-07,3.989,
1971-10,4.169,
1972-01,4.477,
1972-04,4.699,
1972-07,4.917,
1972-10,5.270,
1973-01,5.468,
1973-04,5.640,
1973-07,5.767,
1973-10,5.956,
1974-01,6.111,
1974-04,6.184,
1974-07,6.340,
1974-10,6.440,
1975-01,6.564,
1975-04,6.707,
1975-07,6.904,
1975-10,7.289,
1976-01,7.509,
1976-04,7.672,
1976-07,8.056,
1976-10,8.228,
1977-01,8.402,
1977-04,8.554,
1977-07,8.956,
1977-10,9.623,
1978-01,9.836,
1978-04,10.089,
1978-07,10.495,
1978-10,10.905,
1979-01,11.233,
1979-04,11.697,
1979-07,12.076,
1979-10,12.197,
1980-01,12.315,
1980-04,12.572,
1980-07,12.624,
1980-10,13.142,
1981-01,13.037,
1981-04,13.114,
1981-07,13.067,
1981-10,13.118,
1982-01,13.001,
1982-04,13.133,
1982-07,13.315,
1982-10,13.803,
1983-01,13.638,
1983-04,13.947,
1983-07,14.128,
1983-10,14.522,
1984-01,14.433,
1984-04,14.494,
1984-07,14.577,
1984-10,15.039,
1985-01,15.108,
1985-04,15.528,
1985-07,15.819,
1985-10,16.580,
1986-01,16.654,
1986-04,17.104,
1986-07,17.740,
1986-10,19.350,
1987-01,19.532,
1987-04,20.060,
1987-07,20.585,
1987-10,21.067,
1988-01,21.300,
1988-04,21.590,
1988-07,22.031,
1988-10,22.840,
1989-01,23.183,
1989-04,23.570,
1989-07,23.872,
1989-10,24.867,
1990-01,25.286,
1990-04,65.515,
1990-07,64.661,
1990-10,65.700,
1991-01,66.890,
1991-04,67.703,
1991-07,68.165,
1991-10,66.316,
1992-01,68.683,
1992-04,71.741,
1992-07,69.582,
1992-10,66.999,
1993-01,38.333,
1993-04,39.464,
1993-07,40.978,
1993-10,43.080,
1994-01,42.721,
1994-04,44.242,
1994-07,48.210,
1994-10,48.885,
1995-01,48.361,
1995-04,53.565,
1995-07,52.789,
1995-10,54.812,
1996-01,56.284,
1996-04,56.360,
1996-07,57.152,
1996-10,60.398,
1997-01,60.841,
1997-04,61.414,
1997-07,62.118,
1997-10,62.201,
1998-01,61.905,
1998-04,62.157,
1998-07,62.283,
1998-10,62.898,
1999-01,26.615,
1999-04,24.844,
1999-07,26.219,
1999-10,27.011,
2000-01,27.187,
2000-04,31.614,
2000-07,32.165,
2000-10,32.952,
2001-01,33.322,
2001-04,33.987,
2001-07,34.487,
2001-10,35.442,
2002-01,35.443,
2002-04,36.476,
2002-07,37.012,
2002-10,37.866,
2003-01,37.564,
2003-04,37.529,
2003-07,37.114,
2003-10,36.808,
2004-01,37.263,
2004-04,37.228,
2004-07,36.713,
2004-10,29.036,
2005-01,29.012,
2005-04,29.226,
2005-07,27.852,
2005-10,31.451,
2006-01,32.391,
2006-04,32.879,
2006-07,32.665,
2006-10,33.287,
2007-01,34.181,
2007-04,34.384,
2007-07,34.357,
2007-10,36.165,
2008-01,36.549,
2008-04,37.541,
2008-07,38.158,
2008-10,38.674,
2009-01,39.822,
2009-04,42.173,
2009-07,42.607,
2009-10,43.167,
2010-01,43.043,
2010-04,43.268,
2010-07,44.006,
2010-10,45.672,
2011-01,46.000,
2011-04,46.464,
2011-07,47.670,
2011-10,49.139,
2012-01,49.842,
2012-04,51.074,
2012-07,51.740,
2012-10,53.522,
2013-01,54.315,
2013-04,54.247,
2013-07,54.953,
2013-10,55.713,
2014-01,55.769,
2014-04,56.152,
2014-07,57.049,
2014-10,58.163,
