"",BBK01.OEHB13G,BBK01.OEHB13G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:07,
2002-01,19.172,
2002-04,19.098,
2002-07,18.474,
2002-10,18.404,
2003-01,17.940,
2003-04,17.706,
2003-07,17.694,
2003-10,17.656,
2004-01,17.625,
2004-04,17.710,
2004-07,17.593,
2004-10,17.670,
2005-01,17.586,
2005-04,17.569,
2005-07,17.605,
2005-10,17.652,
2006-01,17.726,
2006-04,17.813,
2006-07,17.787,
2006-10,17.983,
2007-01,17.911,
2007-04,18.118,
2007-07,18.219,
2007-10,18.334,
2008-01,18.225,
2008-04,18.285,
2008-07,18.444,
2008-10,18.606,
2009-01,18.574,
2009-04,18.847,
2009-07,18.869,
2009-10,19.050,
2010-01,19.028,
2010-04,19.280,
2010-07,19.311,
2010-10,19.378,
2011-01,19.227,
2011-04,19.395,
2011-07,19.466,
2011-10,19.492,
2012-01,19.481,
2012-04,19.622,
2012-07,19.768,
2012-10,19.749,
2013-01,19.763,
2013-04,19.852,
2013-07,19.892,
2013-10,19.777,
2014-01,19.775,
2014-04,19.838,
2014-07,19.845,
