"",BBK01.OEHB09H,BBK01.OEHB09H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:13,
2002-01,19.695,
2002-04,19.824,
2002-07,19.823,
2002-10,19.842,
2003-01,19.846,
2003-04,19.733,
2003-07,19.764,
2003-10,19.437,
2004-01,19.362,
2004-04,19.411,
2004-07,19.147,
2004-10,18.878,
2005-01,18.963,
2005-04,18.907,
2005-07,18.756,
2005-10,18.536,
2006-01,18.752,
2006-04,18.869,
2006-07,18.703,
2006-10,18.510,
2007-01,18.539,
2007-04,18.796,
2007-07,18.915,
2007-10,19.390,
2008-01,19.770,
2008-04,20.032,
2008-07,20.676,
2008-10,21.304,
2009-01,21.945,
2009-04,22.247,
2009-07,22.564,
2009-10,22.941,
2010-01,23.868,
2010-04,24.417,
2010-07,24.732,
2010-10,25.034,
2011-01,25.791,
2011-04,26.150,
2011-07,26.513,
2011-10,26.933,
2012-01,27.650,
2012-04,28.162,
2012-07,28.835,
2012-10,29.524,
2013-01,30.065,
2013-04,30.380,
2013-07,30.540,
2013-10,30.644,
2014-01,30.996,
2014-04,31.330,
2014-07,31.778,
