"",BBK01.OXA8A9,BBK01.OXA8A9_FLAGS
"",Loans (including bills of exchange) to domestic employees and other individuals,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:42,
1999-01,812.994,
1999-02,816.022,
1999-03,821.657,
1999-04,826.319,
1999-05,830.221,
1999-06,836.343,
1999-07,842.200,
1999-08,848.382,
1999-09,854.846,
1999-10,859.360,
1999-11,863.117,
1999-12,871.621,
2000-01,872.943,
2000-02,874.523,
2000-03,876.910,
2000-04,878.902,
2000-05,882.899,
2000-06,887.255,
2000-07,890.034,
2000-08,893.212,
2000-09,896.505,
2000-10,899.702,
2000-11,900.071,
2000-12,905.745,
2001-01,904.615,
2001-02,902.846,
2001-03,904.699,
2001-04,905.825,
2001-05,908.440,
2001-06,911.602,
2001-07,914.061,
2001-08,917.912,
2001-09,920.802,
2001-10,923.524,
2001-11,923.658,
2001-12,926.872,
2002-01,926.417,
2002-02,925.953,
2002-03,925.534,
2002-04,927.518,
2002-05,929.016,
2002-06,932.680,
2002-07,936.342,
2002-08,938.889,
2002-09,942.291,
2002-10,944.751,
2002-11,944.900,
2002-12,949.638,
2003-01,949.575,
2003-02,949.692,
2003-03,950.613,
2003-04,952.515,
2003-05,955.233,
2003-06,958.970,
2003-07,962.592,
2003-08,965.336,
2003-09,969.729,
2003-10,973.064,
2003-11,971.724,
2003-12,975.746,
2004-01,973.594,
2004-02,972.522,
2004-03,973.546,
2004-04,974.934,
2004-05,976.138,
2004-06,981.324,
2004-07,982.916,
2004-08,985.932,
2004-09,989.992,
2004-10,991.669,
2004-11,990.587,
2004-12,999.446,
2005-01,997.062,
2005-02,994.966,
2005-03,994.238,
2005-04,995.874,
2005-05,997.099,
2005-06,999.331,
2005-07,1000.844,
2005-08,1003.162,
2005-09,1006.957,
2005-10,1008.134,
2005-11,1008.522,
2005-12,1012.929,
2006-01,1017.524,
2006-02,1017.084,
2006-03,1014.874,
2006-04,1015.884,
2006-05,1017.415,
2006-06,1018.523,
2006-07,1020.699,
2006-08,1022.891,
2006-09,1025.193,
2006-10,1025.754,
2006-11,1024.310,
2006-12,1023.444,
2007-01,1020.202,
2007-02,1018.501,
2007-03,1017.917,
2007-04,1016.121,
2007-05,1015.042,
2007-06,1017.021,
2007-07,1017.095,
2007-08,1016.655,
2007-09,1018.188,
2007-10,1017.262,
2007-11,1015.582,
2007-12,1015.255,
2008-01,1012.123,
2008-02,1010.260,
2008-03,1009.630,
2008-04,1009.017,
2008-05,1008.721,
2008-06,1010.785,
2008-07,1010.992,
2008-08,1010.986,
2008-09,1012.357,
2008-10,1011.897,
2008-11,1010.151,
2008-12,1011.409,
2009-01,1007.738,
2009-02,1007.470,
2009-03,1007.249,
2009-04,1008.047,
2009-05,1009.268,
2009-06,1010.289,
2009-07,1012.011,
2009-08,1013.687,
2009-09,1015.928,
2009-10,1017.256,
2009-11,1016.558,
2009-12,1017.494,
2010-01,1014.051,
2010-02,1012.175,
2010-03,1013.363,
2010-04,1013.824,
2010-05,1014.296,
2010-06,1016.056,
2010-07,1017.630,
2010-08,1019.572,
2010-09,1020.846,
2010-10,1022.065,
2010-11,1023.399,
2010-12,1022.416,
2011-01,1020.180,
2011-02,1019.210,
2011-03,1020.321,
2011-04,1020.939,
2011-05,1023.385,
2011-06,1024.188,
2011-07,1025.118,
2011-08,1029.818,
2011-09,1033.077,
2011-10,1034.089,
2011-11,1033.720,
2011-12,1034.320,
2012-01,1032.717,
2012-02,1032.265,
2012-03,1033.519,
2012-04,1031.732,
2012-05,1033.578,
2012-06,1033.654,
2012-07,1036.320,
2012-08,1038.642,
2012-09,1040.813,
2012-10,1043.839,
2012-11,1045.393,
2012-12,1044.880,
2013-01,1042.885,
2013-02,1042.507,
2013-03,1043.606,
2013-04,1045.284,
2013-05,1046.511,
2013-06,1048.648,
2013-07,1051.246,
2013-08,1054.389,
2013-09,1056.178,
2013-10,1058.436,
2013-11,1058.797,
2013-12,1059.362,
2014-01,1056.986,
2014-02,1057.874,
2014-03,1059.411,
2014-04,1061.619,
2014-05,1062.762,
2014-06,1065.479,
2014-07,1068.030,
2014-08,1071.231,
2014-09,1074.194,
2014-10,1077.479,
2014-11,1077.973,
2014-12,1078.636,Provisional value
