"",BBDE1.M.DE.Y.BAA1.N2C160000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C160000.G.C.I10.A_FLAGS
"","Output in the production sector / Germany / 16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-06 08:29:50,
1991-01,96.4,
1991-02,98.0,
1991-03,97.8,
1991-04,98.4,
1991-05,100.9,
1991-06,102.3,
1991-07,104.4,
1991-08,100.4,
1991-09,99.2,
1991-10,98.6,
1991-11,100.0,
1991-12,98.9,
1992-01,103.4,
1992-02,106.6,
1992-03,105.8,
1992-04,105.1,
1992-05,104.6,
1992-06,102.2,
1992-07,103.6,
1992-08,100.9,
1992-09,102.1,
1992-10,102.2,
1992-11,103.3,
1992-12,104.4,
1993-01,101.3,
1993-02,100.0,
1993-03,102.4,
1993-04,102.5,
1993-05,100.8,
1993-06,101.1,
1993-07,98.6,
1993-08,104.4,
1993-09,104.1,
1993-10,106.7,
1993-11,104.0,
1993-12,104.2,
1994-01,108.2,
1994-02,110.0,
1994-03,110.5,
1994-04,110.5,
1994-05,111.4,
1994-06,111.1,
1994-07,110.6,
1994-08,107.0,
1994-09,112.4,
1994-10,113.8,
1994-11,115.8,
1994-12,119.0,
1995-01,115.5,
1995-02,115.3,
1995-03,112.8,
1995-04,111.5,
1995-05,111.6,
1995-06,115.1,
1995-07,110.4,
1995-08,106.3,
1995-09,107.7,
1995-10,103.4,
1995-11,104.4,
1995-12,102.0,
1996-01,103.5,
1996-02,96.8,
1996-03,99.0,
1996-04,102.9,
1996-05,105.2,
1996-06,105.4,
1996-07,104.9,
1996-08,109.7,
1996-09,109.9,
1996-10,107.5,
1996-11,107.7,
1996-12,108.7,
1997-01,102.8,
1997-02,106.7,
1997-03,108.5,
1997-04,106.8,
1997-05,103.6,
1997-06,109.8,
1997-07,112.8,
1997-08,105.6,
1997-09,108.3,
1997-10,110.0,
1997-11,108.1,
1997-12,108.1,
1998-01,111.6,
1998-02,113.1,
1998-03,119.9,
1998-04,108.7,
1998-05,108.9,
1998-06,107.8,
1998-07,110.7,
1998-08,107.9,
1998-09,108.9,
1998-10,105.8,
1998-11,105.6,
1998-12,107.1,
1999-01,112.1,
1999-02,106.4,
1999-03,110.8,
1999-04,110.9,
1999-05,109.7,
1999-06,111.3,
1999-07,110.3,
1999-08,112.8,
1999-09,112.4,
1999-10,116.8,
1999-11,116.8,
1999-12,115.7,
2000-01,112.2,
2000-02,114.7,
2000-03,112.4,
2000-04,114.5,
2000-05,116.8,
2000-06,110.4,
2000-07,110.9,
2000-08,111.7,
2000-09,111.7,
2000-10,109.2,
2000-11,111.0,
2000-12,107.5,
2001-01,107.3,
2001-02,108.3,
2001-03,107.0,
2001-04,102.7,
2001-05,105.1,
2001-06,106.2,
2001-07,102.4,
2001-08,105.7,
2001-09,104.3,
2001-10,104.9,
2001-11,98.3,
2001-12,105.5,
2002-01,97.7,
2002-02,101.3,
2002-03,101.0,
2002-04,103.9,
2002-05,101.8,
2002-06,102.2,
2002-07,101.7,
2002-08,100.3,
2002-09,102.5,
2002-10,100.4,
2002-11,102.0,
2002-12,100.4,
2003-01,99.5,
2003-02,98.1,
2003-03,100.8,
2003-04,99.1,
2003-05,99.0,
2003-06,98.8,
2003-07,101.6,
2003-08,98.3,
2003-09,100.1,
2003-10,100.9,
2003-11,100.0,
2003-12,100.9,
2004-01,105.8,
2004-02,102.8,
2004-03,103.4,
2004-04,104.8,
2004-05,103.9,
2004-06,101.3,
2004-07,104.2,
2004-08,102.4,
2004-09,100.1,
2004-10,100.3,
2004-11,98.5,
2004-12,96.5,
2005-01,101.9,
