"",BBK01.TUE358,BBK01.TUE358_FLAGS
"",Lending to enterprises and households / Loans / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:00,
1997-09,4590771,
1997-10,4616343,
1997-11,4641723,
1997-12,4713707,
1998-01,4731953,
1998-02,4755704,
1998-03,4787129,
1998-04,4818365,
1998-05,4834009,
1998-06,4890042,
1998-07,4931524,
1998-08,4933638,
1998-09,4973441,
1998-10,5006720,
1998-11,5054306,
1998-12,5111973,
1999-01,5122923,
1999-02,5124997,
1999-03,5172013,
1999-04,5193434,
1999-05,5229718,
1999-06,5323443,
1999-07,5358603,
1999-08,5353535,
1999-09,5393159,
1999-10,5439847,
1999-11,5504585,
1999-12,5538133,
2000-01,5582031,
2000-02,5618197,
2000-03,5689284,
2000-04,5749758,
2000-05,5779882,
2000-06,5847050,
2000-07,5875340,
2000-08,5893967,
2000-09,5980187,
2000-10,6022304,
2000-11,6057096,
2000-12,6092005,
2001-01,6186596,
2001-02,6207754,
2001-03,6274643,
2001-04,6313940,
2001-05,6334439,
2001-06,6388214,
2001-07,6394357,
2001-08,6369611,
2001-09,6421880,
2001-10,6451582,
2001-11,6501855,
2001-12,6519290,
2002-01,6534581,
2002-02,6548726,
2002-03,6606134,
2002-04,6641182,
2002-05,6659722,
2002-06,6691123,
2002-07,6692561,
2002-08,6692341,
2002-09,6726750,
2002-10,6742670,
2002-11,6754497,
2002-12,6781238,
2003-01,6804636,
2003-02,6831187,
2003-03,6854645,
2003-04,6890893,
2003-05,6906942,
2003-06,6942358,
2003-07,6963008,
2003-08,6975667,
2003-09,6996288,
2003-10,7025029,
2003-11,7071571,
2003-12,7104695,
2004-01,7118083,
2004-02,7139992,
2004-03,7172281,
2004-04,7230380,
2004-05,7269979,
2004-06,7321509,
2004-07,7356153,
2004-08,7347572,
2004-09,7401690,
2004-10,7449690,
2004-11,7512746,
2004-12,7556259,
2005-01,7596631,
2005-02,7622823,
2005-03,7669448,
2005-04,7721458,
2005-05,7785683,
2005-06,7928399,
2005-07,7986530,
2005-08,7989116,
2005-09,8077813,
2005-10,8144680,
2005-11,8227920,
2005-12,8271039,
2006-01,8363852,
2006-02,8446162,
2006-03,8528840,
2006-04,8622491,
2006-05,8687968,
2006-06,8764547,
2006-07,8838753,
2006-08,8854111,
2006-09,8964307,
2006-10,9018809,
2006-11,9097223,
2006-12,9140341,
2007-01,9256497,
2007-02,9316551,
2007-03,9419022,
2007-04,9500995,
2007-05,9577173,
2007-06,9688604,
2007-07,9787455,
2007-08,9826121,
2007-09,9927349,
2007-10,10005463,
2007-11,10085484,
2007-12,10148604,
2008-01,10289359,
2008-02,10345579,
2008-03,10446181,
2008-04,10520702,
2008-05,10586139,
2008-06,10649555,
2008-07,10704205,
2008-08,10711829,
2008-09,10807642,
2008-10,10863806,
2008-11,10873019,
2008-12,10775475,
2009-01,10863154,
2009-02,10839783,
2009-03,10818255,
2009-04,10815387,
2009-05,10812459,
2009-06,10839110,
2009-07,10802045,
2009-08,10737797,
2009-09,10771909,
2009-10,10725926,
2009-11,10755230,
2009-12,10784567,
2010-01,10774394,
2010-02,10777237,
2010-03,10800455,
2010-04,10820194,
2010-05,10865117,
2010-06,10992485,
2010-07,10984811,
2010-08,10984249,
2010-09,10986318,
2010-10,10962535,
2010-11,11071607,
2010-12,11032892,
2011-01,11067609,
2011-02,11120806,
2011-03,11120204,
2011-04,11142376,
2011-05,11203150,
2011-06,11230164,
2011-07,11241078,
2011-08,11242665,
2011-09,11299397,
2011-10,11269410,
2011-11,11253791,
2011-12,11166235,
2012-01,11200490,
2012-02,11166933,
2012-03,11165269,
2012-04,11159907,
2012-05,11176265,
2012-06,11193840,
2012-07,11222220,
2012-08,11168398,
2012-09,11196619,
2012-10,11176588,
2012-11,11169714,
2012-12,11044347,
2013-01,11053097,
2013-02,11048557,
2013-03,11044558,
2013-04,11014470,
2013-05,10992137,
2013-06,10975194,
2013-07,10895458,
2013-08,10767658,
2013-09,10781600,
2013-10,10732763,
2013-11,10736073,
2013-12,10649577,
2014-01,10640358,
2014-02,10635606,
2014-03,10638728,
2014-04,10647065,
2014-05,10585541,
2014-06,10606720,
2014-07,10574158,
2014-08,10537558,
2014-09,10580604,
2014-10,10556045,
2014-11,10573079,
2014-12,10635848,
2015-01,10700291,
