"",BBK01.TU2053,BBK01.TU2053_FLAGS
"",Balance sheet total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:31,
1984-12,97.389,
1985-01,95.200,
1985-02,99.027,
1985-03,97.268,
1985-04,95.398,
1985-05,97.182,
1985-06,103.149,
1985-07,98.789,
1985-08,96.287,
1985-09,95.398,
1985-10,94.412,
1985-11,93.205,
1985-12,95.281,
1986-01,92.853,
1986-02,89.112,
1986-03,93.711,
1986-04,92.486,
1986-05,95.410,
1986-06,93.274,
1986-07,91.568,
1986-08,91.190,
1986-09,90.754,
1986-10,92.778,
1986-11,92.449,
1986-12,97.339,
1987-01,97.573,
1987-02,97.869,
1987-03,100.024,
1987-04,100.546,
1987-05,102.035,
1987-06,102.423,
1987-07,103.579,
1987-08,102.090,
1987-09,105.401,
1987-10,106.475,
1987-11,105.108,
1987-12,102.254,
1988-01,105.931,
1988-02,106.763,
1988-03,106.631,
1988-04,106.472,
1988-05,108.848,
1988-06,113.171,
1988-07,116.057,
1988-08,117.434,
1988-09,117.581,
1988-10,116.068,
1988-11,116.862,
1988-12,119.081,
1989-01,126.055,
1989-02,124.964,
1989-03,127.839,
1989-04,129.673,
1989-05,134.341,
1989-06,133.010,
1989-07,131.481,
1989-08,133.453,
1989-09,131.662,
1989-10,132.846,
1989-11,135.388,
1989-12,133.835,
1990-01,137.736,
1990-02,136.784,
1990-03,137.569,
1990-04,137.826,
1990-05,146.870,
1990-06,147.102,
1990-07,148.616,
1990-08,150.100,
1990-09,150.764,
1990-10,149.515,
1990-11,152.236,
1990-12,149.994,
1991-01,153.807,
1991-02,155.932,
1991-03,160.470,
1991-04,159.804,
1991-05,161.498,
1991-06,163.862,
1991-07,159.333,
1991-08,159.437,
1991-09,160.616,
1991-10,162.720,
1991-11,162.880,
1991-12,164.307,
1992-01,168.292,
1992-02,170.568,
1992-03,170.482,
1992-04,173.076,
1992-05,174.458,
1992-06,174.451,
1992-07,175.115,
1992-08,175.597,
1992-09,184.646,
1992-10,189.572,
1992-11,188.844,
1992-12,189.877,
1993-01,195.178,
1993-02,196.893,
1993-03,200.267,
1993-04,201.037,
1993-05,203.789,
1993-06,215.538,
1993-07,218.695,
1993-08,216.849,
1993-09,219.078,
1993-10,222.827,
1993-11,232.195,
1993-12,234.858,
1994-01,239.549,
1994-02,234.996,
1994-03,237.483,
1994-04,237.029,
1994-05,237.387,
1994-06,240.108,
1994-07,236.241,
1994-08,239.838,
1994-09,242.650,
1994-10,242.140,
1994-11,248.160,
1994-12,258.340,
1995-01,256.901,
1995-02,259.165,
1995-03,260.922,
1995-04,257.036,
1995-05,263.707,
1995-06,262.793,
1995-07,263.267,
1995-08,268.266,
1995-09,272.591,
1995-10,275.403,
1995-11,282.063,
1995-12,294.859,
1996-01,299.204,
1996-02,305.616,
1996-03,313.527,
1996-04,319.400,
1996-05,323.905,
1996-06,328.491,
1996-07,325.235,
1996-08,328.469,
1996-09,335.128,
1996-10,336.345,
1996-11,350.148,
1996-12,344.490,
1997-01,360.445,
1997-02,368.391,
1997-03,369.357,
1997-04,377.927,
1997-05,384.531,
1997-06,391.230,
1997-07,405.774,
1997-08,396.237,
1997-09,391.673,
1997-10,390.966,
1997-11,395.021,
1997-12,391.075,
1998-01,413.726,
1998-02,421.339,
1998-03,437.480,
1998-04,443.866,
1998-05,442.200,
1998-06,441.009,
1998-07,438.198,
1998-08,440.144,
1998-09,437.186,
1998-10,439.242,
1998-11,433.822,
1998-12,424.795,
1999-01,442.805,
1999-02,459.369,
1999-03,451.597,
1999-04,454.372,
1999-05,464.547,
1999-06,558.712,
1999-07,552.458,
1999-08,543.869,
1999-09,524.280,
1999-10,525.446,
1999-11,538.916,
1999-12,530.558,
2000-01,525.121,
2000-02,536.131,
2000-03,539.311,
2000-04,546.574,
2000-05,542.910,
2000-06,538.391,
2000-07,540.436,
2000-08,553.791,
2000-09,562.113,
2000-10,585.040,
2000-11,590.596,
2000-12,580.533,
2001-01,580.636,
2001-02,579.017,
2001-03,763.008,
2001-04,756.245,
2001-05,773.339,
2001-06,785.290,
2001-07,778.187,
2001-08,751.871,
2001-09,767.315,
2001-10,771.271,
2001-11,784.675,
2001-12,811.537,
2002-01,815.122,
2002-02,803.505,
2002-03,813.885,
2002-04,760.850,
2002-05,751.816,
2002-06,732.198,
2002-07,712.739,
2002-08,693.685,
2002-09,695.488,
2002-10,700.620,
2002-11,708.163,
2002-12,704.175,
2003-01,675.805,
2003-02,670.587,
2003-03,656.704,
2003-04,652.243,
2003-05,644.956,
2003-06,651.135,
2003-07,668.121,
2003-08,666.790,
2003-09,661.649,
2003-10,652.018,
2003-11,649.895,
2003-12,645.807,
2004-01,618.062,
2004-02,621.302,
2004-03,650.714,
2004-04,663.174,
2004-05,629.270,
