"",BBK01.OUU102,BBK01.OUU102_FLAGS
"",Balances and loans to domestic banks (MFIs) / short-term / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:26,
1999-01,6.086,
1999-02,5.443,
1999-03,5.587,
1999-04,5.293,
1999-05,4.749,
1999-06,4.097,
1999-07,3.941,
1999-08,3.602,
1999-09,3.939,
1999-10,4.473,
1999-11,4.649,
1999-12,4.997,
2000-01,4.505,
2000-02,4.419,
2000-03,4.567,
2000-04,3.844,
2000-05,3.338,
2000-06,3.877,
2000-07,3.594,
2000-08,3.838,
2000-09,3.940,
2000-10,3.605,
2000-11,3.727,
2000-12,5.099,
2001-01,4.035,
2001-02,4.100,
2001-03,5.006,
2001-04,4.002,
2001-05,3.877,
2001-06,4.386,
2001-07,4.251,
2001-08,4.186,
2001-09,4.267,
2001-10,3.507,
2001-11,3.574,
2001-12,5.145,
2002-01,5.527,
2002-02,4.828,
2002-03,6.569,
2002-04,5.932,
2002-05,5.139,
2002-06,4.874,
2002-07,5.297,
2002-08,5.400,
2002-09,5.808,
2002-10,4.800,
2002-11,5.324,
2002-12,6.401,
2003-01,5.394,
2003-02,5.771,
2003-03,6.415,
2003-04,6.029,
2003-05,6.061,
2003-06,5.840,
2003-07,4.710,
2003-08,4.861,
2003-09,5.724,
2003-10,5.029,
2003-11,5.333,
2003-12,6.876,
2004-01,6.532,
2004-02,5.882,
2004-03,5.697,
2004-04,4.441,
2004-05,4.539,
2004-06,4.194,
2004-07,4.853,
2004-08,4.555,
2004-09,5.282,
2004-10,4.581,
2004-11,4.788,
2004-12,4.490,
2005-01,5.859,
2005-02,5.331,
2005-03,6.232,
2005-04,6.499,
2005-05,4.616,
2005-06,4.089,
2005-07,4.036,
2005-08,3.924,
2005-09,4.004,
2005-10,4.130,
2005-11,4.159,
2005-12,3.722,
2006-01,4.090,
2006-02,3.846,
2006-03,3.672,
2006-04,3.732,
2006-05,3.544,
2006-06,3.571,
2006-07,3.866,
2006-08,3.889,
2006-09,3.460,
2006-10,3.093,
2006-11,3.953,
2006-12,3.400,
2007-01,3.417,
2007-02,3.508,
2007-03,5.882,
2007-04,3.632,
2007-05,3.290,
2007-06,3.859,
2007-07,2.329,
2007-08,2.884,
2007-09,3.316,
2007-10,4.087,
2007-11,3.688,
2007-12,3.883,
2008-01,5.690,
2008-02,5.624,
2008-03,5.945,
2008-04,5.054,
2008-05,5.873,
2008-06,4.926,
2008-07,5.070,
2008-08,4.331,
2008-09,4.188,
2008-10,4.282,
2008-11,5.418,
2008-12,4.769,
2009-01,5.295,
2009-02,5.061,
2009-03,6.123,
2009-04,3.484,
2009-05,3.445,
2009-06,4.307,
2009-07,2.955,
2009-08,3.478,
2009-09,3.587,
2009-10,3.564,
2009-11,3.471,
2009-12,3.558,
2010-01,4.568,
2010-02,4.908,
2010-03,3.208,
2010-04,2.995,
2010-05,2.979,
2010-06,2.794,
2010-07,2.472,
2010-08,2.999,
2010-09,4.420,
2010-10,5.538,
2010-11,4.899,
2010-12,4.993,
2011-01,4.802,
2011-02,6.874,
2011-03,3.382,
2011-04,3.372,
2011-05,2.900,
2011-06,2.931,
2011-07,3.136,
2011-08,3.005,
2011-09,4.126,
2011-10,3.905,
2011-11,3.614,
2011-12,2.342,
2012-01,2.691,
2012-02,2.702,
2012-03,2.463,
2012-04,2.628,
2012-05,2.689,
2012-06,2.464,
2012-07,1.900,
2012-08,1.816,
2012-09,1.854,
2012-10,2.103,
2012-11,2.127,
2012-12,2.023,
2013-01,1.888,
2013-02,2.036,
2013-03,2.116,
2013-04,2.308,
2013-05,2.312,
2013-06,2.189,
2013-07,2.055,
2013-08,2.023,
2013-09,1.758,
2013-10,1.656,
2013-11,1.628,
2013-12,1.815,
2014-01,1.714,
2014-02,1.935,
2014-03,2.241,
2014-04,2.386,
2014-05,2.294,
2014-06,2.169,
2014-07,2.107,
2014-08,2.083,
2014-09,2.105,
2014-10,2.141,
2014-11,2.447,
2014-12,2.789,Provisional value
