"",BBK01.OUN007,BBK01.OUN007_FLAGS
"",Other assets / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:15:54,
1950-06,0.067,
1950-07,-,Nothing exists
1950-08,-,Nothing exists
1950-09,-,Nothing exists
1950-10,-,Nothing exists
1950-11,-,Nothing exists
1950-12,0.073,
1951-01,-,Nothing exists
1951-02,-,Nothing exists
1951-03,-,Nothing exists
1951-04,-,Nothing exists
1951-05,-,Nothing exists
1951-06,0.077,
1951-07,-,Nothing exists
1951-08,-,Nothing exists
1951-09,-,Nothing exists
1951-10,-,Nothing exists
1951-11,-,Nothing exists
1951-12,0.074,
1952-01,-,Nothing exists
1952-02,-,Nothing exists
1952-03,-,Nothing exists
1952-04,-,Nothing exists
1952-05,-,Nothing exists
1952-06,0.072,
1952-07,-,Nothing exists
1952-08,-,Nothing exists
1952-09,-,Nothing exists
1952-10,-,Nothing exists
1952-11,-,Nothing exists
1952-12,0.111,
1953-01,-,Nothing exists
1953-02,-,Nothing exists
1953-03,-,Nothing exists
1953-04,-,Nothing exists
1953-05,-,Nothing exists
1953-06,0.109,
1953-07,-,Nothing exists
1953-08,-,Nothing exists
1953-09,-,Nothing exists
1953-10,-,Nothing exists
1953-11,-,Nothing exists
1953-12,0.082,
1954-01,-,Nothing exists
1954-02,-,Nothing exists
1954-03,-,Nothing exists
1954-04,-,Nothing exists
1954-05,-,Nothing exists
1954-06,0.096,
1954-07,-,Nothing exists
1954-08,-,Nothing exists
1954-09,-,Nothing exists
1954-10,-,Nothing exists
1954-11,-,Nothing exists
1954-12,0.095,
1955-01,-,Nothing exists
1955-02,-,Nothing exists
1955-03,-,Nothing exists
1955-04,-,Nothing exists
1955-05,-,Nothing exists
1955-06,0.076,
1955-07,-,Nothing exists
1955-08,-,Nothing exists
1955-09,-,Nothing exists
1955-10,-,Nothing exists
1955-11,-,Nothing exists
1955-12,0.100,
1956-01,-,Nothing exists
1956-02,-,Nothing exists
1956-03,-,Nothing exists
1956-04,-,Nothing exists
1956-05,-,Nothing exists
1956-06,0.108,
1956-07,-,Nothing exists
1956-08,-,Nothing exists
1956-09,-,Nothing exists
1956-10,-,Nothing exists
1956-11,-,Nothing exists
1956-12,0.119,
1957-01,-,Nothing exists
1957-02,-,Nothing exists
1957-03,-,Nothing exists
1957-04,-,Nothing exists
1957-05,-,Nothing exists
1957-06,0.125,
1957-07,-,Nothing exists
1957-08,-,Nothing exists
1957-09,-,Nothing exists
1957-10,-,Nothing exists
1957-11,-,Nothing exists
1957-12,0.134,
1958-01,-,Nothing exists
1958-02,-,Nothing exists
1958-03,-,Nothing exists
1958-04,-,Nothing exists
1958-05,-,Nothing exists
1958-06,0.085,
1958-07,-,Nothing exists
1958-08,-,Nothing exists
1958-09,-,Nothing exists
1958-10,-,Nothing exists
1958-11,-,Nothing exists
1958-12,0.129,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.103,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.147,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.115,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.133,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.108,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.624,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.598,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.617,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.772,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.760,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.785,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.919,
1965-01,0.937,
1965-02,0.885,
1965-03,0.867,
1965-04,0.883,
1965-05,0.901,
1965-06,0.950,
1965-07,0.962,
1965-08,0.974,
1965-09,0.981,
1965-10,1.020,
1965-11,1.018,
1965-12,1.111,
1966-01,1.028,
1966-02,1.017,
1966-03,1.037,
1966-04,1.116,
1966-05,1.038,
1966-06,1.092,
1966-07,1.081,
1966-08,1.091,
1966-09,1.106,
1966-10,1.085,
1966-11,1.091,
1966-12,1.105,
1967-01,1.039,
1967-02,0.993,
1967-03,0.987,
1967-04,0.973,
1967-05,0.992,
1967-06,0.953,
1967-07,0.957,
1967-08,1.004,
1967-09,1.006,
1967-10,0.988,
1967-11,0.924,
1967-12,1.051,
1968-01,0.890,
1968-02,0.879,
1968-03,0.892,
1968-04,0.879,
1968-05,0.882,
1968-06,0.942,
1968-07,0.882,
1968-08,0.880,
1968-09,0.907,
1968-10,0.911,
1968-11,0.899,
1968-12,0.897,
1969-01,0.857,
1969-02,0.863,
1969-03,0.866,
1969-04,0.870,
1969-05,0.863,
1969-06,0.907,
1969-07,0.886,
1969-08,0.948,
1969-09,1.147,
1969-10,0.934,
1969-11,0.949,
1969-12,0.934,
1970-01,0.871,
1970-02,0.853,
1970-03,0.851,
1970-04,0.853,
1970-05,0.876,
1970-06,0.885,
1970-07,0.878,
1970-08,0.921,
1970-09,0.913,
1970-10,0.888,
1970-11,0.888,
1970-12,0.918,
1971-01,0.889,
1971-02,0.891,
1971-03,0.884,
1971-04,0.898,
1971-05,0.904,
1971-06,0.921,
1971-07,0.913,
1971-08,0.909,
1971-09,0.924,
1971-10,0.920,
1971-11,0.911,
1971-12,1.002,
1972-01,0.973,
1972-02,0.969,
1972-03,0.967,
1972-04,0.986,
1972-05,0.965,
1972-06,0.953,
1972-07,0.920,
1972-08,0.914,
1972-09,0.938,
1972-10,0.925,
1972-11,0.948,
1972-12,0.994,
1973-01,0.987,
1973-02,1.068,
1973-03,1.095,
1973-04,1.100,
1973-05,1.141,
1973-06,1.325,
1973-07,1.343,
1973-08,1.371,
1973-09,1.402,
1973-10,1.408,
1973-11,1.492,
1973-12,1.687,
1974-01,1.250,
1974-02,1.289,
1974-03,1.321,
1974-04,1.356,
1974-05,1.316,
1974-06,1.455,
1974-07,1.412,
1974-08,1.447,
1974-09,1.496,
1974-10,1.506,
1974-11,1.548,
1974-12,1.257,
1975-01,1.263,
1975-02,1.325,
1975-03,1.313,
1975-04,1.246,
1975-05,1.249,
1975-06,1.302,
1975-07,1.328,
1975-08,1.330,
1975-09,1.340,
1975-10,1.178,
1975-11,1.149,
1975-12,1.164,
1976-01,1.134,
1976-02,1.144,
1976-03,1.099,
1976-04,1.151,
1976-05,1.126,
1976-06,1.162,
1976-07,1.127,
1976-08,1.072,
1976-09,1.089,
1976-10,1.127,
1976-11,1.150,
1976-12,1.270,
1977-01,1.221,
1977-02,1.280,
1977-03,1.206,
1977-04,1.173,
1977-05,1.231,
1977-06,1.242,
1977-07,1.323,
1977-08,1.278,
1977-09,1.328,
1977-10,1.347,
1977-11,1.328,
1977-12,1.383,
1978-01,1.356,
1978-02,1.520,
1978-03,1.385,
1978-04,1.365,
1978-05,1.543,
1978-06,1.495,
1978-07,1.529,
1978-08,1.529,
1978-09,1.587,
1978-10,1.590,
1978-11,1.579,
1978-12,1.602,
1979-01,1.616,
1979-02,1.605,
1979-03,1.614,
1979-04,1.589,
1979-05,1.630,
1979-06,1.584,
1979-07,1.498,
1979-08,1.493,
1979-09,1.488,
1979-10,1.449,
1979-11,1.422,
1979-12,1.443,
1980-01,1.547,
1980-02,1.609,
1980-03,1.470,
1980-04,1.412,
1980-05,1.448,
1980-06,1.399,
1980-07,1.427,
1980-08,1.298,
1980-09,1.354,
1980-10,1.307,
1980-11,1.311,
1980-12,1.355,
1981-01,1.401,
1981-02,1.405,
1981-03,1.357,
1981-04,1.315,
1981-05,1.360,
1981-06,1.331,
1981-07,1.328,
1981-08,1.328,
1981-09,1.385,
1981-10,1.352,
1981-11,1.339,
1981-12,1.393,
1982-01,1.502,
1982-02,1.429,
1982-03,1.419,
1982-04,1.287,
1982-05,1.330,
1982-06,1.354,
1982-07,1.287,
1982-08,1.278,
1982-09,1.379,
1982-10,1.353,
1982-11,1.464,
1982-12,1.397,
1983-01,1.614,
1983-02,1.566,
1983-03,1.487,
1983-04,1.414,
1983-05,1.463,
1983-06,1.536,
1983-07,1.426,
1983-08,1.443,
1983-09,1.394,
1983-10,1.405,
1983-11,1.457,
1983-12,1.651,
1984-01,1.699,
1984-02,1.597,
1984-03,1.535,
1984-04,1.444,
1984-05,1.452,
1984-06,1.442,
1984-07,1.382,
1984-08,1.361,
1984-09,1.400,
1984-10,1.403,
1984-11,1.496,
1984-12,1.720,
1985-01,1.820,
1985-02,1.977,
1985-03,1.907,
1985-04,1.666,
1985-05,1.720,
1985-06,1.724,
1985-07,1.592,
1985-08,1.615,
1985-09,1.633,
1985-10,1.733,
1985-11,1.752,
1985-12,1.872,
1986-01,2.166,
1986-02,2.076,
1986-03,2.023,
1986-04,1.975,
1986-05,2.200,
1986-06,1.990,
1986-07,1.940,
1986-08,1.843,
1986-09,1.948,
1986-10,2.120,
1986-11,2.159,
1986-12,2.160,
1987-01,2.304,
1987-02,2.291,
1987-03,2.162,
1987-04,2.087,
1987-05,2.178,
1987-06,2.286,
1987-07,2.444,
1987-08,2.487,
1987-09,2.467,
1987-10,2.486,
1987-11,2.413,
1987-12,2.311,
1988-01,2.388,
1988-02,2.208,
1988-03,2.180,
1988-04,2.092,
1988-05,2.114,
1988-06,2.045,
1988-07,2.046,
1988-08,2.091,
1988-09,2.055,
1988-10,2.068,
1988-11,2.383,
1988-12,2.443,
1989-01,2.412,
1989-02,2.388,
1989-03,2.276,
1989-04,2.115,
1989-05,2.199,
1989-06,2.123,
1989-07,2.122,
1989-08,2.176,
1989-09,2.234,
1989-10,2.168,
1989-11,2.240,
1989-12,2.563,
1990-01,2.585,
1990-02,2.531,
1990-03,2.609,
1990-04,2.449,
1990-05,2.487,
1990-06,3.276,
1990-07,3.049,
1990-08,2.909,
1990-09,6.868,
1990-10,3.712,
1990-11,3.271,
1990-12,4.941,
1991-01,7.343,
1991-02,6.860,
1991-03,7.197,
1991-04,6.621,
1991-05,6.440,
1991-06,6.733,
1991-07,7.121,
1991-08,6.400,
1991-09,10.613,
1991-10,12.077,
1991-11,12.107,
1991-12,9.738,
1992-01,11.663,
1992-02,12.783,
1992-03,14.503,
1992-04,14.189,
1992-05,14.392,
1992-06,12.780,
1992-07,14.026,
1992-08,14.628,
1992-09,11.278,
1992-10,14.349,
1992-11,13.618,
1992-12,11.263,
1993-01,13.193,
1993-02,15.086,
1993-03,11.277,
1993-04,8.366,
1993-05,9.348,
1993-06,9.619,
1993-07,5.770,
1993-08,7.091,
1993-09,7.787,
1993-10,7.219,
1993-11,9.850,
1993-12,7.069,
1994-01,7.644,
1994-02,8.449,
1994-03,7.083,
1994-04,7.813,
1994-05,6.840,
1994-06,6.434,
1994-07,7.322,
1994-08,7.242,
1994-09,6.789,
1994-10,7.419,
1994-11,8.006,
1994-12,9.502,
1995-01,18.182,
1995-02,16.645,
1995-03,16.250,
1995-04,16.345,
1995-05,6.546,
1995-06,6.813,
1995-07,6.557,
1995-08,6.403,
1995-09,6.287,
1995-10,6.081,
1995-11,6.234,
1995-12,7.930,
1996-01,7.220,
1996-02,7.470,
1996-03,9.304,
1996-04,7.480,
1996-05,7.402,
1996-06,7.451,
1996-07,7.456,
1996-08,7.479,
1996-09,7.199,
1996-10,7.079,
1996-11,7.003,
1996-12,8.333,
1997-01,8.469,
1997-02,8.345,
1997-03,8.023,
1997-04,8.841,
1997-05,8.343,
1997-06,8.441,
1997-07,9.079,
1997-08,9.485,
1997-09,9.344,
1997-10,8.786,
1997-11,8.711,
1997-12,10.016,
1998-01,11.652,
1998-02,11.065,
1998-03,9.331,
1998-04,7.820,
1998-05,10.365,
1998-06,9.285,
1998-07,10.669,
1998-08,8.351,
1998-09,7.542,
1998-10,8.861,
1998-11,10.592,
1998-12,9.922,
1999-01,36.066,
1999-02,36.472,
1999-03,35.590,
1999-04,35.467,
1999-05,35.343,
1999-06,35.581,
1999-07,34.762,
1999-08,35.082,
1999-09,35.956,
1999-10,36.367,
1999-11,37.105,
1999-12,37.087,
2000-01,39.713,
2000-02,38.902,
2000-03,37.943,
2000-04,38.227,
2000-05,36.379,
2000-06,37.366,
2000-07,40.142,
2000-08,39.425,
2000-09,43.298,
2000-10,44.895,
2000-11,42.527,
2000-12,40.226,
2001-01,40.035,
2001-02,39.846,
2001-03,44.717,
2001-04,45.025,
2001-05,46.245,
2001-06,44.914,
2001-07,43.782,
2001-08,43.211,
2001-09,41.641,
2001-10,40.527,
2001-11,42.294,
2001-12,38.672,
2002-01,39.562,
2002-02,42.994,
2002-03,43.562,
2002-04,42.291,
2002-05,43.088,
2002-06,37.748,
2002-07,37.527,
2002-08,37.343,
2002-09,38.054,
2002-10,37.953,
2002-11,38.446,
2002-12,37.610,
2003-01,37.508,
2003-02,36.729,
2003-03,37.202,
2003-04,37.313,
2003-05,37.654,
2003-06,37.864,
2003-07,38.927,
2003-08,38.798,
2003-09,39.740,
2003-10,39.593,
2003-11,41.776,
2003-12,39.307,
2004-01,37.011,
2004-02,37.104,
2004-03,37.433,
2004-04,37.628,
2004-05,38.207,
2004-06,37.648,
2004-07,37.180,
2004-08,36.841,
2004-09,37.536,
2004-10,37.536,
2004-11,37.883,
2004-12,45.174,
2005-01,45.030,
2005-02,44.577,
2005-03,41.191,
2005-04,41.434,
2005-05,42.069,
2005-06,39.957,
2005-07,39.511,
2005-08,40.496,
2005-09,41.147,
2005-10,40.682,
2005-11,41.019,
2005-12,41.746,
2006-01,34.614,
2006-02,33.809,
2006-03,34.161,
2006-04,34.277,
2006-05,34.848,
2006-06,34.292,
2006-07,33.623,
2006-08,33.641,
2006-09,35.359,
2006-10,34.500,
2006-11,34.771,
2006-12,36.187,
2007-01,32.852,
2007-02,32.528,
2007-03,34.151,
2007-04,33.903,
2007-05,34.852,
2007-06,35.911,
2007-07,33.382,
2007-08,33.850,
2007-09,34.903,
2007-10,34.526,
2007-11,34.910,
2007-12,37.562,
2008-01,59.641,
2008-02,60.120,
2008-03,60.752,
2008-04,62.523,
2008-05,62.006,
2008-06,61.632,
2008-07,58.451,
2008-08,60.126,
2008-09,62.247,
2008-10,64.291,
2008-11,66.532,
2008-12,65.939,
2009-01,62.842,
2009-02,61.705,
2009-03,60.486,
2009-04,60.799,
2009-05,60.227,
2009-06,58.179,
2009-07,59.440,
2009-08,71.538,
2009-09,71.199,
2009-10,70.823,
2009-11,71.538,
2009-12,75.861,
2010-01,70.471,
2010-02,70.624,
2010-03,71.348,
2010-04,73.530,
2010-05,79.961,
2010-06,92.779,
2010-07,79.597,
2010-08,87.030,
2010-09,73.659,
2010-10,72.160,
2010-11,86.422,
2010-12,62.013,
2011-01,53.984,
2011-02,54.618,
2011-03,48.546,
2011-04,52.466,
2011-05,51.093,
2011-06,49.061,
2011-07,53.553,
2011-08,50.825,
2011-09,59.102,
2011-10,58.724,
2011-11,64.194,
2011-12,92.531,
2012-01,88.561,
2012-02,83.793,
2012-03,82.524,
2012-04,87.332,
2012-05,100.535,
2012-06,95.386,
2012-07,103.486,
