"",BBK01.QUV385,BBK01.QUV385_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / All countries / US dollars",
unit,EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:06:15,
2001-12,318.157,
2002-01,322.262,
2002-02,314.063,
2002-03,315.623,
2002-04,310.586,
2002-05,292.897,
2002-06,281.185,
2002-07,281.774,
2002-08,273.762,
2002-09,267.752,
2002-10,264.266,
2002-11,261.498,
2002-12,242.626,
2003-01,236.645,
2003-02,229.454,
2003-03,224.601,
2003-04,223.523,
2003-05,206.628,
2003-06,226.450,
2003-07,227.233,
2003-08,226.632,
2003-09,211.286,
2003-10,224.645,
2003-11,219.256,
2003-12,212.374,
2004-01,215.140,
2004-02,211.285,
2004-03,212.700,
2004-04,221.955,
2004-05,213.169,
2004-06,218.837,
2004-07,214.104,
2004-08,211.021,
2004-09,204.509,
2004-10,205.932,
2004-11,204.269,
2004-12,192.680,
2005-01,204.939,
2005-02,203.525,
2005-03,216.606,
2005-04,218.814,
2005-05,228.628,
2005-06,225.630,
2005-07,227.808,
2005-08,220.988,
2005-09,223.420,
2005-10,213.828,
2005-11,225.115,
2005-12,219.694,
2006-01,218.483,
2006-02,227.390,
2006-03,217.358,
2006-04,210.401,
2006-05,204.189,
2006-06,205.669,
2006-07,209.580,
2006-08,215.067,
2006-09,219.550,
2006-10,223.627,
2006-11,224.054,
2006-12,232.024,
2007-01,235.991,
2007-02,228.127,
2007-03,230.014,
2007-04,224.477,
2007-05,237.791,
2007-06,241.350,
2007-07,236.470,
2007-08,246.681,
2007-09,246.716,
2007-10,247.380,
2007-11,236.107,
2007-12,232.375,
2008-01,236.298,
2008-02,238.342,
2008-03,231.603,
2008-04,234.186,
2008-05,242.344,
2008-06,241.693,
2008-07,236.634,
2008-08,258.523,
2008-09,276.312,
2008-10,276.591,
2008-11,260.631,
2008-12,217.412,
2009-01,239.053,
2009-02,225.592,
2009-03,217.915,
2009-04,226.115,
2009-05,211.627,
2009-06,204.366,
2009-07,209.440,
2009-08,205.539,
2009-09,191.506,
2009-10,181.398,
2009-11,172.676,
2009-12,171.136,
2010-01,175.135,
2010-02,179.692,
2010-03,182.567,
2010-04,195.165,
2010-05,207.512,
2010-06,212.368,
2010-07,203.043,
2010-08,214.170,
2010-09,205.004,
2010-10,202.605,
2010-11,210.559,
2010-12,189.208,
2011-01,185.250,
2011-02,185.865,
2011-03,174.571,
2011-04,176.522,
2011-05,176.478,
2011-06,166.052,
2011-07,170.979,
2011-08,169.996,
2011-09,178.210,
2011-10,176.937,
2011-11,171.699,
2011-12,158.305,
2012-01,167.288,
2012-02,171.655,
2012-03,178.153,
2012-04,186.189,
2012-05,190.181,
2012-06,177.304,
2012-07,185.137,
2012-08,184.006,
2012-09,185.126,
2012-10,184.546,
2012-11,180.562,
2012-12,167.194,
2013-01,176.247,
2013-02,185.539,
2013-03,186.708,
2013-04,184.970,
2013-05,193.450,
2013-06,182.293,
2013-07,186.699,
2013-08,175.932,
2013-09,166.054,
2013-10,167.351,
2013-11,168.962,
2013-12,148.114,
2014-01,164.611,
2014-02,160.829,
2014-03,158.071,
2014-04,162.943,
2014-05,169.719,
2014-06,166.516,
2014-07,178.788,
2014-08,177.649,
2014-09,182.299,
2014-10,185.138,
2014-11,194.976,
2014-12,179.007,
