"",BBK01.OUA032,BBK01.OUA032_FLAGS
"",Deposits of foreign banks (MFIs) / Time deposits (including bank savings bonds) / Medium and long-term / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:20,
1968-12,0.351,
1969-01,0.364,
1969-02,0.372,
1969-03,0.407,
1969-04,0.523,
1969-05,0.575,
1969-06,0.623,
1969-07,0.621,
1969-08,0.568,
1969-09,0.621,
1969-10,0.590,
1969-11,0.579,
1969-12,0.536,
1970-01,0.510,
1970-02,0.525,
1970-03,0.554,
1970-04,0.569,
1970-05,0.620,
1970-06,0.824,
1970-07,1.073,
1970-08,1.235,
1970-09,1.320,
1970-10,1.490,
1970-11,1.634,
1970-12,1.773,
1971-01,1.840,
1971-02,1.911,
1971-03,2.054,
1971-04,2.185,
1971-05,2.285,
1971-06,2.418,
1971-07,2.780,
1971-08,2.863,
1971-09,2.955,
1971-10,2.995,
1971-11,3.088,
1971-12,3.176,
1972-01,3.264,
1972-02,3.363,
1972-03,3.318,
1972-04,3.206,
1972-05,3.214,
1972-06,3.179,
1972-07,3.201,
1972-08,3.222,
1972-09,3.188,
1972-10,3.190,
1972-11,3.144,
1972-12,3.122,
1973-01,3.022,
1973-02,3.045,
1973-03,3.038,
1973-04,2.951,
1973-05,3.406,
1973-06,3.314,
1973-07,3.207,
1973-08,3.209,
1973-09,3.210,
1973-10,3.380,
1973-11,3.351,
1973-12,3.396,
1974-01,3.466,
1974-02,3.455,
1974-03,3.573,
1974-04,3.626,
1974-05,3.659,
1974-06,3.668,
1974-07,3.681,
1974-08,3.591,
1974-09,3.900,
1974-10,3.863,
1974-11,3.984,
1974-12,4.127,
1975-01,4.096,
1975-02,4.250,
1975-03,4.387,
1975-04,4.466,
1975-05,3.860,
1975-06,3.912,
1975-07,3.930,
1975-08,3.996,
1975-09,4.146,
1975-10,4.287,
1975-11,4.586,
1975-12,4.816,
1976-01,4.998,
1976-02,5.529,
1976-03,5.573,
1976-04,5.623,
1976-05,5.787,
1976-06,5.879,
1976-07,6.041,
1976-08,6.349,
1976-09,6.434,
1976-10,6.568,
1976-11,6.800,
1976-12,6.847,
1977-01,6.945,
1977-02,7.081,
1977-03,7.393,
1977-04,7.416,
1977-05,7.504,
1977-06,7.616,
1977-07,7.764,
1977-08,7.835,
1977-09,7.822,
1977-10,7.968,
1977-11,8.249,
1977-12,8.729,
1978-01,9.719,
1978-02,10.173,
1978-03,10.621,
1978-04,11.108,
1978-05,11.750,
1978-06,11.960,
1978-07,12.452,
1978-08,13.037,
1978-09,13.579,
1978-10,14.049,
1978-11,14.951,
1978-12,15.460,
1979-01,16.207,
1979-02,16.735,
1979-03,17.426,
1979-04,18.103,
1979-05,18.679,
1979-06,20.139,
1979-07,21.176,
1979-08,21.990,
1979-09,23.103,
1979-10,24.028,
1979-11,24.941,
1979-12,25.791,
1980-01,26.418,
1980-02,26.835,
1980-03,27.635,
1980-04,27.971,
1980-05,28.389,
1980-06,28.684,
1980-07,28.879,
1980-08,28.993,
1980-09,28.982,
1980-10,28.859,
1980-11,29.054,
1980-12,28.953,
1981-01,29.129,
1981-02,29.127,
1981-03,29.121,
1981-04,29.028,
1981-05,29.254,
1981-06,29.235,
1981-07,29.780,
1981-08,29.653,
1981-09,29.997,
1981-10,29.865,
1981-11,29.872,
1981-12,30.311,
1982-01,30.190,
1982-02,30.114,
1982-03,29.316,
1982-04,29.081,
1982-05,28.972,
1982-06,29.298,
1982-07,29.672,
1982-08,29.500,
1982-09,29.567,
1982-10,29.775,
1982-11,29.649,
1982-12,29.329,
1983-01,29.746,
1983-02,29.403,
1983-03,29.153,
1983-04,28.946,
1983-05,29.638,
1983-06,29.572,
1983-07,29.378,
1983-08,29.411,
1983-09,28.874,
1983-10,28.900,
1983-11,28.553,
1983-12,28.499,
1984-01,28.441,
1984-02,27.868,
1984-03,27.840,
1984-04,27.934,
1984-05,28.148,
1984-06,27.994,
1984-07,27.990,
1984-08,27.820,
1984-09,28.056,
1984-10,28.174,
1984-11,28.249,
1984-12,28.587,
1985-01,28.811,
1985-02,29.090,
1985-03,28.312,
1985-04,28.059,
1985-05,28.110,
1985-06,28.031,
1985-07,27.517,
1985-08,28.043,
1985-09,28.105,
1985-10,28.364,
1985-11,28.525,
1985-12,28.854,
1986-01,28.630,
1986-02,28.603,
1986-03,28.893,
1986-04,29.114,
1986-05,29.493,
1986-06,29.503,
1986-07,29.509,
1986-08,29.816,
1986-09,30.439,
1986-10,30.623,
1986-11,30.528,
1986-12,30.598,
1987-01,30.814,
1987-02,31.027,
1987-03,31.108,
1987-04,31.224,
1987-05,31.482,
1987-06,31.717,
1987-07,31.596,
1987-08,31.375,
1987-09,31.303,
1987-10,31.113,
1987-11,31.081,
1987-12,31.080,
1988-01,31.123,
1988-02,31.121,
1988-03,30.987,
1988-04,31.149,
1988-05,31.510,
1988-06,31.633,
1988-07,32.236,
1988-08,32.455,
1988-09,32.781,
1988-10,33.000,
1988-11,33.244,
1988-12,35.938,
1989-01,39.146,
1989-02,39.787,
1989-03,39.704,
1989-04,39.744,
1989-05,40.215,
1989-06,40.573,
1989-07,40.538,
1989-08,40.762,
1989-09,40.307,
1989-10,40.358,
1989-11,40.939,
1989-12,40.604,
1990-01,40.838,
1990-02,41.098,
1990-03,41.471,
1990-04,40.900,
1990-05,40.885,
1990-06,56.280,
1990-07,56.541,
1990-08,57.019,
1990-09,56.694,
1990-10,56.158,
1990-11,55.637,
1990-12,54.987,
1991-01,54.456,
1991-02,54.081,
1991-03,54.473,
1991-04,53.789,
1991-05,52.952,
1991-06,52.100,
1991-07,51.207,
1991-08,50.949,
1991-09,50.293,
1991-10,50.042,
1991-11,50.105,
1991-12,49.036,
1992-01,48.881,
1992-02,49.147,
1992-03,49.000,
1992-04,50.143,
1992-05,49.885,
1992-06,49.246,
1992-07,48.648,
1992-08,48.880,
1992-09,50.106,
1992-10,51.374,
1992-11,51.500,
1992-12,51.398,
1993-01,49.870,
1993-02,49.870,
1993-03,49.048,
1993-04,48.821,
1993-05,49.698,
1993-06,49.722,
1993-07,50.047,
1993-08,49.986,
1993-09,49.945,
1993-10,52.837,
1993-11,55.892,
1993-12,58.051,
1994-01,57.630,
1994-02,57.259,
