"",BBK01.OEAH28L,BBK01.OEAH28L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:13,
2002-01,3.424,
2002-04,3.295,
2002-07,3.288,
2002-10,3.200,
2003-01,3.196,
2003-04,3.205,
2003-07,3.175,
2003-10,2.658,
2004-01,2.679,
2004-04,2.557,
2004-07,2.546,
2004-10,2.502,
2005-01,2.506,
2005-04,2.461,
2005-07,1.197,
2005-10,1.318,
2006-01,1.268,
2006-04,1.268,
2006-07,1.415,
2006-10,1.404,
2007-01,1.462,
2007-04,1.396,
2007-07,1.390,
2007-10,1.428,
2008-01,1.542,
2008-04,1.421,
2008-07,0.998,
2008-10,1.060,
2009-01,1.059,
2009-04,1.191,
2009-07,1.189,
2009-10,1.183,
2010-01,1.146,
2010-04,1.057,
2010-07,1.029,
2010-10,1.028,
2011-01,0.940,
2011-04,1.198,
2011-07,1.165,
2011-10,1.165,
2012-01,0.946,
2012-04,0.926,
2012-07,0.977,
2012-10,0.924,
2013-01,0.914,
2013-04,0.885,
2013-07,0.863,
2013-10,0.874,
2014-01,0.795,
2014-04,0.754,
2014-07,0.738,
