"",BBFB1.M.N.DE.W1.S121.S121.T.A.FA.R.F2.T.X1.N.N,BBFB1.M.N.DE.W1.S121.S121.T.A.FA.R.F2.T.X1.N.N_FLAGS
1998-09,645.385,
1998-10,1651.991,
1998-11,2306.652,
1998-12,-11461.586,
1999-01,-1390.499,
1999-02,-406.163,
1999-03,-225.999,
1999-04,1945.117,
1999-05,-171.922,
1999-06,3218.737,
1999-07,-4011.982,
1999-08,-66.730,
1999-09,-1067.050,
1999-10,2122.848,
1999-11,-2509.505,
1999-12,1082.726,
2000-01,-1327.048,
2000-02,-770.194,
2000-03,1061.724,
2000-04,2904.474,
2000-05,-1633.128,
2000-06,-1041.778,
2000-07,-2862.462,
2000-08,-113.428,
2000-09,1030.897,
2000-10,-1198.516,
2000-11,91.050,
2000-12,903.218,
2001-01,-1121.203,
2001-02,-94.096,
2001-03,-798.694,
2001-04,823.427,
2001-05,-1241.942,
2001-06,8.130,
2001-07,74.543,
2001-08,-168.176,
2001-09,177.475,
2001-10,41.114,
2001-11,-49.223,
2001-12,321.427,
2002-01,-117.522,
2002-02,80.041,
2002-03,6.051,
2002-04,-30.443,
2002-05,130.652,
2002-06,-106.882,
2002-07,-26.621,
2002-08,26.190,
2002-09,108.899,
2002-10,74.446,
2002-11,-229.168,
2002-12,113.729,
2003-01,-16.552,
2003-02,52.798,
2003-03,-65.976,
2003-04,-14.632,
2003-05,74.448,
2003-06,-55.440,
2003-07,58.312,
2003-08,-18.390,
2003-09,50.196,
2003-10,5.932,
2003-11,-1.289,
2003-12,97.292,
2004-01,-187.861,
2004-02,66.728,
2004-03,48.284,
2004-04,-38.237,
2004-05,-22.187,
2004-06,16.438,
2004-07,-21.289,
2004-08,-51.122,
2004-09,83.111,
2004-10,-27.102,
2004-11,46.724,
2004-12,1632.533,
2005-01,-1310.493,
2005-02,-373.867,
2005-03,26.395,
2005-04,460.503,
2005-05,-140.591,
2005-06,432.653,
2005-07,-790.889,
2005-08,43.975,
2005-09,-128.920,
2005-10,48.812,
2005-11,-15.945,
2005-12,869.332,
2006-01,-766.323,
2006-02,-96.349,
2006-03,-50.711,
2006-04,-62.912,
2006-05,-26.281,
2006-06,734.582,
2006-07,-737.063,
2006-08,28.535,
2006-09,46.764,
2006-10,-81.467,
2006-11,17.922,
2006-12,125.127,
2007-01,-81.114,
2007-02,28.797,
2007-03,14.368,
2007-04,-98.655,
2007-05,28.060,
2007-06,-6.531,
2007-07,21.142,
2007-08,-11.962,
2007-09,37.143,
2007-10,-38.569,
2007-11,33.583,
2007-12,412.001,
2008-01,-83.115,
2008-02,376.833,
2008-03,-685.231,
2008-04,-272.015,
2008-05,99.774,
2008-06,804.807,
2008-07,-504.204,
2008-08,215.051,
2008-09,1576.495,
2008-10,3337.456,
2008-11,665.054,
2008-12,-564.907,
2009-01,-1517.382,
2009-02,162.120,
2009-03,2625.817,
2009-04,579.264,
2009-05,-2111.499,
2009-06,992.024,
2009-07,-552.350,
2009-08,1384.342,
2009-09,262.398,
2009-10,548.061,
2009-11,-432.465,
2009-12,380.890,
2010-01,-2055.664,
2010-02,-3769.583,
2010-03,3314.286,
2010-04,66.260,
2010-05,-5369.067,
2010-06,3287.704,
2010-07,-2744.786,
2010-08,-75.006,
2010-09,1636.665,
2010-10,-1345.138,
2010-11,72.228,
2010-12,1008.593,
2011-01,-417.627,
2011-02,883.238,
2011-03,-1648.789,
2011-04,-61.480,
2011-05,-128.147,
2011-06,167.745,
2011-07,-202.783,
2011-08,223.085,
2011-09,-180.101,
2011-10,-87.190,
2011-11,375.773,
2011-12,-287.251,
2012-01,28.519,
2012-02,56.855,
2012-03,64.246,
2012-04,-186.589,
2012-05,219.563,
2012-06,163.968,
2012-07,396.902,
2012-08,306.823,
2012-09,298.453,
2012-10,1444.601,
2012-11,-1461.286,
2012-12,-305.596,
2013-01,1026.606,
2013-02,-1615.059,
2013-03,446.051,
2013-04,-238.066,
2013-05,48.576,
2013-06,614.637,
2013-07,2535.267,
2013-08,-1129.756,
2013-09,-1781.195,
2013-10,247.224,
2013-11,-544.509,
2013-12,2052.995,
2014-01,-511.858,
2014-02,-806.504,
2014-03,-683.655,
2014-04,326.930,
2014-05,-114.811,
2014-06,46.136,
2014-07,-18.731,
2014-08,-142.458,
2014-09,244.512,
2014-10,-42.257,
2014-11,146.215,
2014-12,269.752,
