"",BBK01.CEF203,BBK01.CEF203_FLAGS
"",Currency and deposits                                              debtor: Total                    creditor: MFI,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:21,
1999-01,1526.0,
1999-04,1550.0,
1999-07,1605.6,
1999-10,1623.1,
2000-01,1649.9,
2000-04,1638.5,
2000-07,1652.3,
2000-10,1749.0,
2001-01,1776.8,
2001-04,1786.8,
2001-07,1827.8,
2001-10,1850.1,
2002-01,1779.2,
2002-04,1816.5,
2002-07,1866.7,
2002-10,1967.2,
2003-01,1990.6,
2003-04,2065.0,
2003-07,1978.1,
2003-10,2020.4,
2004-01,2002.3,
2004-04,2086.5,
2004-07,2090.9,
2004-10,2142.2,
2005-01,2185.4,
2005-04,2279.9,
2005-07,2288.7,
2005-10,2269.6,
2006-01,2351.4,
2006-04,2407.9,
2006-07,2363.0,
2006-10,2450.7,
2007-01,2482.2,
2007-04,2522.6,
2007-07,2599.6,
2007-10,2747.2,
2008-01,2693.6,
2008-04,2688.3,
2008-07,2887.2,
2008-10,2971.6,
2009-01,2680.1,
2009-04,2749.1,
2009-07,2527.5,
2009-10,2526.8,
2010-01,2516.4,
2010-04,2685.8,
2010-07,2394.4,
2010-10,2348.4,
2011-01,2231.4,
2011-04,2193.1,
2011-07,2370.7,
2011-10,2431.2,
2012-01,2647.2,
2012-04,2645.0,
2012-07,2558.1,
2012-10,2382.3,
2013-01,2256.5,
2013-04,2194.8,
2013-07,2305.7,
2013-10,2259.5,
2014-01,2235.4,
2014-04,2254.6,
2014-07,2264.1,
