"",BBK01.OXA8G2,BBK01.OXA8G2_FLAGS
"",Long-term loans (including bills of exchange) to domestic enterprises and households - Total -All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:56,
1999-01,1479.755,
1999-02,1481.923,
1999-03,1484.690,
1999-04,1492.739,
1999-05,1501.751,
1999-06,1511.238,
1999-07,1523.144,
1999-08,1533.058,
1999-09,1544.594,
1999-10,1554.463,
1999-11,1567.114,
1999-12,1582.301,
2000-01,1587.048,
2000-02,1591.902,
2000-03,1593.947,
2000-04,1597.329,
2000-05,1604.221,
2000-06,1608.257,
2000-07,1615.423,
2000-08,1622.725,
2000-09,1627.136,
2000-10,1633.215,
2000-11,1639.412,
2000-12,1646.042,
2001-01,1646.079,
2001-02,1649.596,
2001-03,1652.059,
2001-04,1653.278,
2001-05,1659.172,
2001-06,1661.421,
2001-07,1665.779,
2001-08,1672.930,
2001-09,1676.070,
2001-10,1681.087,
2001-11,1686.625,
2001-12,1689.399,
2002-01,1691.802,
2002-02,1693.260,
2002-03,1692.932,
2002-04,1694.740,
2002-05,1698.114,
2002-06,1699.854,
2002-07,1705.779,
2002-08,1709.315,
2002-09,1708.569,
2002-10,1712.638,
2002-11,1715.071,
2002-12,1716.348,
2003-01,1714.639,
2003-02,1717.074,
2003-03,1714.030,
2003-04,1717.003,
2003-05,1719.707,
2003-06,1719.321,
2003-07,1722.979,
2003-08,1729.088,
2003-09,1727.234,
2003-10,1731.051,
2003-11,1734.330,
2003-12,1732.763,
2004-01,1731.036,
2004-02,1731.115,
2004-03,1729.067,
2004-04,1732.488,
2004-05,1736.447,
2004-06,1736.985,
2004-07,1739.191,
2004-08,1741.125,
2004-09,1743.689,
2004-10,1746.002,
2004-11,1746.078,
2004-12,1746.459,
2005-01,1744.293,
2005-02,1742.263,
2005-03,1737.535,
2005-04,1741.822,
2005-05,1744.485,
2005-06,1743.684,
2005-07,1748.885,
2005-08,1750.579,
2005-09,1750.299,
2005-10,1753.186,
2005-11,1757.130,
2005-12,1758.754,
2006-01,1776.499,
2006-02,1779.445,
2006-03,1773.458,
2006-04,1776.287,
2006-05,1777.757,
2006-06,1777.150,
2006-07,1777.863,
2006-08,1781.385,
2006-09,1781.346,
2006-10,1778.145,
2006-11,1780.713,
2006-12,1778.137,
2007-01,1775.957,
2007-02,1775.728,
2007-03,1773.629,
2007-04,1771.128,
2007-05,1770.677,
2007-06,1770.266,
2007-07,1771.960,
2007-08,1777.489,
2007-09,1775.511,
2007-10,1776.547,
2007-11,1780.416,
2007-12,1779.637,
2008-01,1778.770,
2008-02,1779.376,
2008-03,1776.061,
2008-04,1779.694,
2008-05,1783.160,
2008-06,1782.576,
2008-07,1788.436,
2008-08,1794.273,
2008-09,1794.388,
2008-10,1802.138,
2008-11,1802.801,
2008-12,1799.999,
2009-01,1799.532,
2009-02,1798.951,
2009-03,1791.140,
2009-04,1794.350,
2009-05,1795.001,
2009-06,1793.313,
2009-07,1799.511,
2009-08,1802.875,
2009-09,1801.049,
2009-10,1802.676,
2009-11,1808.588,
2009-12,1808.594,
2010-01,1807.964,
2010-02,1809.356,
2010-03,1806.869,
2010-04,1811.020,
2010-05,1816.657,
2010-06,1817.886,
2010-07,1821.936,
2010-08,1826.880,
2010-09,1824.480,
2010-10,1826.339,
2010-11,1833.110,
2010-12,1831.845,
2011-01,1829.557,
2011-02,1832.464,
2011-03,1827.642,
2011-04,1829.166,
2011-05,1833.926,
2011-06,1833.577,
2011-07,1837.981,
2011-08,1840.762,
2011-09,1842.682,
2011-10,1844.771,
2011-11,1851.858,
2011-12,1851.659,
2012-01,1851.638,
2012-02,1853.663,
2012-03,1852.719,
2012-04,1855.120,
2012-05,1861.052,
2012-06,1860.106,
2012-07,1866.289,
2012-08,1871.080,
2012-09,1869.092,
2012-10,1871.117,
2012-11,1876.424,
2012-12,1869.787,
2013-01,1867.275,
2013-02,1870.764,
2013-03,1869.721,
2013-04,1871.340,
2013-05,1874.679,
2013-06,1875.395,
2013-07,1878.545,
2013-08,1882.221,
2013-09,1879.438,
2013-10,1883.353,
2013-11,1890.462,
2013-12,1888.881,
2014-01,1888.839,
2014-02,1890.201,
2014-03,1887.332,
2014-04,1892.281,
2014-05,1899.138,
2014-06,1895.601,
2014-07,1902.398,
2014-08,1910.191,
2014-09,1909.988,
2014-10,1915.270,
2014-11,1922.485,
2014-12,1921.021,Provisional value
