"",BBK01.SUD130,BBK01.SUD130_FLAGS
"","Effective interest rates of German banks / New business / Loans for consumption to households (annual percentage rate of charge, total cost of loan)",
unit,% p.a. (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-03 10:26:57,
2003-01,7.78,
2003-02,7.90,
2003-03,7.84,
2003-04,7.82,
2003-05,7.87,
2003-06,7.76,
2003-07,7.83,
2003-08,7.73,
2003-09,7.65,
2003-10,7.52,
2003-11,7.47,
2003-12,6.90,
2004-01,8.01,
2004-02,7.98,
2004-03,7.83,
2004-04,7.56,
2004-05,7.77,
2004-06,7.87,
2004-07,8.02,
2004-08,8.13,
2004-09,8.03,
2004-10,7.95,
2004-11,7.70,
2004-12,7.18,
2005-01,7.94,
2005-02,7.92,
2005-03,7.82,
2005-04,7.84,
2005-05,7.87,
2005-06,7.86,
2005-07,7.94,
2005-08,7.98,
2005-09,7.91,
2005-10,7.83,
2005-11,7.53,
2005-12,6.98,
2006-01,7.75,
2006-02,7.67,
2006-03,7.53,
2006-04,7.51,
2006-05,7.48,
2006-06,7.26,
2006-07,7.51,
2006-08,7.59,
2006-09,7.43,
2006-10,7.19,
2006-11,7.03,
2006-12,6.71,
2007-01,7.85,
2007-02,8.04,
2007-03,7.88,
2007-04,7.81,
2007-05,7.86,
2007-06,7.80,
2007-07,8.03,
2007-08,7.90,
2007-09,7.88,
2007-10,7.62,
2007-11,7.40,
2007-12,6.96,
2008-01,7.58,
2008-02,7.81,
2008-03,7.58,
2008-04,7.56,
2008-05,7.53,
2008-06,7.48,
2008-07,7.71,
2008-08,7.74,
2008-09,7.60,
2008-10,7.66,
2008-11,7.55,
2008-12,7.02,
2009-01,7.47,
2009-02,7.18,
2009-03,6.95,
2009-04,6.99,
2009-05,6.94,
2009-06,6.79,
2009-07,7.02,
2009-08,7.19,
2009-09,6.93,
2009-10,6.84,
2009-11,6.47,
2009-12,6.06,
2010-01,6.95,
2010-02,6.91,
2010-03,6.72,
2010-04,6.74,
2010-05,6.61,
2010-06,6.83,
2010-07,7.10,
2010-08,7.18,
2010-09,7.09,
2010-10,6.89,
2010-11,6.75,
2010-12,6.34,
2011-01,6.99,
2011-02,6.93,
2011-03,6.99,
2011-04,6.86,
2011-05,7.11,
2011-06,7.00,
2011-07,7.07,
2011-08,7.09,
2011-09,7.11,
2011-10,6.93,
2011-11,6.63,
2011-12,6.23,
2012-01,6.78,
2012-02,6.74,
2012-03,6.47,
2012-04,6.47,
2012-05,6.48,
2012-06,6.48,
2012-07,6.81,
2012-08,6.65,
2012-09,6.46,
2012-10,6.37,
2012-11,6.30,
2012-12,5.99,
2013-01,6.72,
2013-02,6.54,
2013-03,6.33,
2013-04,6.30,
2013-05,6.39,
2013-06,6.41,
2013-07,6.52,
2013-08,6.44,
2013-09,6.40,
2013-10,6.40,
2013-11,6.31,
2013-12,5.97,
2014-01,6.56,
2014-02,6.40,
2014-03,6.19,
2014-04,6.26,
2014-05,6.34,
2014-06,6.26,
2014-07,6.31,
2014-08,6.21,
2014-09,6.08,
2014-10,6.07,
2014-11,5.97,
2014-12,5.67,Provisional value
"","General: Volume-weighted average rates of all new agreements concluded during the reporting month. Annual percentage rate of charge, which contains other related charges which may occur for enquiries, administration, preparation of the documents, guarantees and credit insurance. Loans for consumption are definded as loans granted for the purpose of personal use in the consumption of goods and services. p = Provisional",
