"",BBK01.OEAH80H,BBK01.OEAH80H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:12,
2002-01,0.284,
2002-04,0.294,
2002-07,0.298,
2002-10,0.268,
2003-01,0.254,
2003-04,0.248,
2003-07,0.245,
2003-10,0.245,
2004-01,0.234,
2004-04,0.251,
2004-07,0.259,
2004-10,0.251,
2005-01,0.245,
2005-04,0.241,
2005-07,0.230,
2005-10,0.228,
2006-01,0.230,
2006-04,0.240,
2006-07,0.242,
2006-10,0.234,
2007-01,0.227,
2007-04,0.229,
2007-07,0.221,
2007-10,0.215,
2008-01,0.197,
2008-04,0.188,
2008-07,0.189,
2008-10,0.167,
2009-01,0.199,
2009-04,0.186,
2009-07,0.179,
2009-10,0.189,
2010-01,0.192,
2010-04,0.187,
2010-07,0.183,
2010-10,0.182,
2011-01,0.201,
2011-04,0.234,
2011-07,0.209,
2011-10,0.243,
2012-01,0.237,
2012-04,0.238,
2012-07,0.239,
2012-10,0.232,
2013-01,0.222,
2013-04,0.270,
2013-07,0.308,
2013-10,0.310,
2014-01,0.334,
2014-04,0.325,
2014-07,0.314,
