"",BBK01.QU2799,BBK01.QU2799_FLAGS
"",Banks in Germany: Long-term liabilities to foreign banks / Spain / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:51,
1982-06,0.043,
1982-07,0.052,
1982-08,0.052,
1982-09,0.052,
1982-10,0.052,
1982-11,0.052,
1982-12,0.052,
1983-01,0.052,
1983-02,0.052,
1983-03,0.052,
1983-04,0.052,
1983-05,0.052,
1983-06,0.052,
1983-07,0.052,
1983-08,0.052,
1983-09,0.052,
1983-10,0.052,
1983-11,0.052,
1983-12,0.052,
1984-01,0.052,
1984-02,0.052,
1984-03,0.056,
1984-04,0.065,
1984-05,0.065,
1984-06,0.065,
1984-07,0.065,
1984-08,0.065,
1984-09,0.065,
1984-10,0.065,
1984-11,0.065,
1984-12,0.065,
1985-01,0.065,
1985-02,0.065,
1985-03,0.065,
1985-04,0.065,
1985-05,0.065,
1985-06,0.070,
1985-07,0.069,
1985-08,0.069,
1985-09,0.071,
1985-10,0.071,
1985-11,0.071,
1985-12,0.065,
1986-01,0.065,
1986-02,0.065,
1986-03,0.065,
1986-04,0.065,
1986-05,0.065,
1986-06,0.067,
1986-07,0.066,
1986-08,0.066,
1986-09,0.066,
1986-10,0.066,
1986-11,0.066,
1986-12,0.060,
1987-01,0.060,
1987-02,0.060,
1987-03,0.062,
1987-04,0.062,
1987-05,0.072,
1987-06,0.072,
1987-07,0.055,
1987-08,0.055,
1987-09,0.055,
1987-10,0.055,
1987-11,0.055,
1987-12,0.055,
1988-01,0.055,
1988-02,0.055,
1988-03,0.042,
1988-04,0.042,
1988-05,0.042,
1988-06,0.043,
1988-07,0.043,
1988-08,0.043,
1988-09,0.043,
1988-10,0.043,
1988-11,0.043,
1988-12,0.043,
1989-01,0.043,
1989-02,0.043,
1989-03,0.043,
1989-04,0.043,
1989-05,0.043,
1989-06,0.048,
1989-07,0.048,
1989-08,0.061,
1989-09,0.061,
1989-10,0.065,
1989-11,0.065,
1989-12,0.100,
1990-01,0.107,
1990-02,0.107,
1990-03,0.107,
1990-04,0.117,
1990-05,0.104,
1990-06,0.213,
1990-07,0.210,
1990-08,0.207,
1990-09,0.206,
1990-10,0.205,
1990-11,0.202,
1990-12,0.199,
1991-01,0.192,
1991-02,0.198,
1991-03,0.202,
1991-04,0.201,
1991-05,0.175,
1991-06,0.200,
1991-07,0.196,
1991-08,0.193,
1991-09,0.191,
1991-10,0.188,
1991-11,0.184,
1991-12,0.182,
1992-01,0.172,
1992-02,0.165,
1992-03,0.160,
1992-04,0.159,
1992-05,0.151,
1992-06,0.154,
1992-07,0.149,
1992-08,0.147,
1992-09,0.143,
1992-10,0.144,
1992-11,0.141,
1992-12,0.114,
1993-01,0.119,
1993-02,0.117,
1993-03,0.119,
1993-04,0.113,
1993-05,0.126,
1993-06,0.121,
1993-07,0.121,
1993-08,0.119,
1993-09,0.119,
1993-10,0.120,
1993-11,0.127,
1993-12,0.102,
1994-01,0.133,
1994-02,0.130,
1994-03,0.148,
1994-04,0.147,
1994-05,0.155,
1994-06,0.154,
1994-07,0.155,
1994-08,0.154,
1994-09,0.154,
1994-10,0.154,
1994-11,0.142,
1994-12,.,No value available
1995-01,0.127,
1995-02,.,No value available
1995-03,0.143,
1995-04,0.169,
1995-05,0.146,
1995-06,0.146,
1995-07,0.146,
1995-08,0.149,
1995-09,0.149,
1995-10,0.162,
1995-11,0.163,
1995-12,0.162,
1996-01,0.188,
1996-02,0.180,
1996-03,0.180,
1996-04,0.161,
1996-05,0.125,
1996-06,0.126,
1996-07,0.122,
1996-08,0.128,
1996-09,0.133,
1996-10,0.129,
1996-11,0.145,
1996-12,0.289,
1997-01,0.287,
1997-02,0.341,
1997-03,0.431,
1997-04,0.435,
1997-05,0.552,
1997-06,0.580,
1997-07,0.560,
1997-08,0.515,
1997-09,0.559,
1997-10,0.543,
1997-11,0.539,
1997-12,0.497,
1998-01,0.500,
1998-02,0.476,
1998-03,0.480,
1998-04,0.474,
1998-05,0.469,
1998-06,0.447,
1998-07,0.511,
1998-08,0.535,
1998-09,0.475,
1998-10,0.478,
1998-11,0.556,
1998-12,0.557,
1999-01,0.596,
1999-02,0.599,
1999-03,0.605,
1999-04,0.804,
1999-05,0.874,
1999-06,0.817,
1999-07,0.745,
1999-08,0.806,
1999-09,0.857,
1999-10,0.852,
1999-11,0.820,
1999-12,0.819,
2000-01,0.895,
2000-02,1.208,
2000-03,1.363,
2000-04,1.372,
2000-05,1.282,
2000-06,1.279,
2000-07,1.367,
2000-08,1.387,
2000-09,1.340,
2000-10,1.486,
2000-11,1.450,
2000-12,1.354,
2001-01,1.394,
2001-02,1.444,
2001-03,1.325,
2001-04,1.155,
2001-05,1.260,
2001-06,1.259,
2001-07,1.257,
2001-08,1.296,
2001-09,1.299,
2001-10,0.944,
2001-11,0.884,
2001-12,0.807,
2002-01,0.773,
2002-02,0.767,
2002-03,0.772,
2002-04,0.755,
2002-05,0.676,
2002-06,0.701,
2002-07,0.703,
2002-08,0.710,
2002-09,0.847,
2002-10,0.829,
2002-11,0.794,
2002-12,0.786,
2003-01,0.777,
2003-02,0.783,
2003-03,0.775,
2003-04,0.791,
2003-05,0.840,
2003-06,1.121,
2003-07,1.540,
2003-08,1.631,
2003-09,1.413,
2003-10,0.801,
2003-11,0.797,
2003-12,0.783,
2004-01,0.784,
2004-02,0.780,
2004-03,0.771,
2004-04,0.755,
2004-05,0.800,
2004-06,0.931,
2004-07,0.933,
2004-08,0.946,
2004-09,0.921,
2004-10,0.913,
2004-11,0.850,
2004-12,0.838,
2005-01,0.847,
2005-02,0.842,
2005-03,0.974,
2005-04,0.994,
2005-05,1.009,
2005-06,1.015,
2005-07,1.015,
2005-08,1.012,
2005-09,1.216,
2005-10,1.416,
2005-11,1.654,
2005-12,1.600,
2006-01,1.578,
2006-02,1.584,
2006-03,1.495,
2006-04,1.490,
2006-05,1.484,
2006-06,1.486,
2006-07,1.485,
2006-08,1.483,
2006-09,1.502,
2006-10,1.503,
2006-11,1.478,
2006-12,1.507,
2007-01,1.611,
2007-02,1.566,
2007-03,1.600,
2007-04,1.596,
2007-05,1.553,
2007-06,1.552,
2007-07,1.566,
2007-08,1.567,
2007-09,1.559,
2007-10,1.559,
2007-11,1.547,
2007-12,1.549,
2008-01,1.551,
2008-02,1.514,
2008-03,1.462,
2008-04,1.468,
2008-05,1.458,
2008-06,1.453,
2008-07,1.439,
2008-08,1.451,
2008-09,1.458,
2008-10,1.484,
2008-11,1.485,
2008-12,1.335,
2009-01,1.253,
2009-02,1.256,
2009-03,1.244,
2009-04,1.241,
2009-05,1.211,
2009-06,1.227,
2009-07,1.227,
2009-08,1.225,
2009-09,1.221,
2009-10,1.216,
2009-11,1.213,
2009-12,1.221,
2010-01,1.198,
2010-02,1.214,
2010-03,1.216,
2010-04,1.219,
2010-05,1.238,
2010-06,1.165,
2010-07,1.068,
2010-08,1.072,
2010-09,1.057,
2010-10,1.067,
2010-11,1.118,
2010-12,0.967,
2011-01,0.966,
2011-02,0.971,
2011-03,0.955,
2011-04,0.954,
2011-05,0.957,
2011-06,0.992,
2011-07,0.954,
2011-08,0.964,
2011-09,0.967,
2011-10,0.963,
2011-11,0.972,
2011-12,0.985,
2012-01,0.975,
2012-02,0.972,
2012-03,5.275,
2012-04,5.258,
2012-05,5.273,
2012-06,5.274,
2012-07,5.282,
2012-08,5.278,
2012-09,5.276,
2012-10,5.243,
2012-11,4.854,
2012-12,4.907,
2013-01,4.910,
2013-02,1.407,
2013-03,1.282,
2013-04,1.366,
2013-05,1.375,
2013-06,1.381,
2013-07,1.325,
2013-08,1.312,
2013-09,1.315,
2013-10,1.314,
2013-11,1.320,
2013-12,1.481,
2014-01,1.386,
2014-02,1.387,
2014-03,1.389,
2014-04,1.390,
2014-05,1.310,
2014-06,1.300,
2014-07,1.275,
2014-08,1.253,
2014-09,1.218,
2014-10,1.432,
2014-11,1.437,
2014-12,1.206,
