"",BBK01.TYI315,BBK01.TYI315_FLAGS
"",Net claims on non-euro-area residents / Total / German contribution / Changes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:52,
1980-01,0,
1980-02,-1768,
1980-03,135,
1980-04,-2570,
1980-05,-406,
1980-06,321,
1980-07,833,
1980-08,-52,
1980-09,-1935,
1980-10,324,
1980-11,625,
1980-12,-2936,
1981-01,967,
1981-02,-3191,
1981-03,3008,
1981-04,2694,
1981-05,3364,
1981-06,-825,
1981-07,637,
1981-08,-524,
1981-09,-496,
1981-10,-1207,
1981-11,1109,
1981-12,783,
1982-01,-1219,
1982-02,1481,
1982-03,-103,
1982-04,195,
1982-05,998,
1982-06,402,
1982-07,-955,
1982-08,-318,
1982-09,50,
1982-10,1022,
1982-11,1398,
1982-12,-593,
1983-01,1330,
1983-02,1170,
1983-03,1271,
1983-04,-3138,
1983-05,-673,
1983-06,248,
1983-07,-803,
1983-08,-1154,
1983-09,1346,
1983-10,1947,
1983-11,1308,
1983-12,25,
1984-01,983,
1984-02,2562,
1984-03,711,
1984-04,-567,
1984-05,-475,
1984-06,-146,
1984-07,-1752,
1984-08,-81,
1984-09,-755,
1984-10,856,
1984-11,1386,
1984-12,622,
1985-01,-90,
1985-02,2261,
1985-03,-1987,
1985-04,-99,
1985-05,1318,
1985-06,3036,
1985-07,764,
1985-08,414,
1985-09,430,
1985-10,619,
1985-11,3145,
1985-12,3575,
1986-01,2505,
1986-02,4851,
1986-03,-1852,
1986-04,-1281,
1986-05,1328,
1986-06,2141,
1986-07,631,
1986-08,4084,
1986-09,3484,
1986-10,2997,
1986-11,4874,
1986-12,-525,
1987-01,8511,
1987-02,3099,
1987-03,1062,
1987-04,1002,
1987-05,5355,
1987-06,1404,
1987-07,-2745,
1987-08,-140,
1987-09,-722,
1987-10,-1483,
1987-11,8052,
1987-12,-2739,
1988-01,440,
1988-02,-1442,
1988-03,-2638,
1988-04,303,
1988-05,-900,
1988-06,-51,
1988-07,-5863,
1988-08,-2371,
1988-09,2042,
1988-10,380,
1988-11,2595,
1988-12,-1969,
1989-01,-6351,
1989-02,-2783,
1989-03,-1493,
1989-04,-169,
1989-05,-461,
1989-06,2998,
1989-07,1442,
1989-08,2348,
1989-09,222,
1989-10,1342,
1989-11,10134,
1989-12,2527,
1990-01,-1753,
1990-02,2120,
1990-03,-865,
1990-04,1463,
1990-05,3091,
1990-06,5128,
1990-07,240,
1990-08,674,
1990-09,1466,
1990-10,-859,
1990-11,6598,
1990-12,2237,
1991-01,-3497,
1991-02,7057,
1991-03,-11126,
1991-04,-4900,
1991-05,928,
1991-06,2001,
1991-07,-3962,
1991-08,1439,
1991-09,3095,
1991-10,-105,
1991-11,7844,
1991-12,2328,
1992-01,-2462,
1992-02,-1674,
1992-03,-1960,
1992-04,-1780,
1992-05,-1074,
1992-06,-2491,
1992-07,1779,
1992-08,720,
1992-09,32730,
1992-10,-9730,
1992-11,1453,
