"",BBK01.OUK396,BBK01.OUK396_FLAGS
"",Deposits and borrowing from foreign banks (MFIs) / total / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:50,
1999-01,30.229,
1999-02,27.117,
1999-03,27.532,
1999-04,28.960,
1999-05,29.196,
1999-06,28.768,
1999-07,26.842,
1999-08,26.481,
1999-09,26.391,
1999-10,27.085,
1999-11,28.120,
1999-12,20.758,
2000-01,26.712,
2000-02,28.223,
2000-03,28.471,
2000-04,26.939,
2000-05,27.106,
2000-06,27.086,
2000-07,27.117,
2000-08,27.581,
2000-09,27.464,
2000-10,27.424,
2000-11,29.168,
2000-12,24.728,
2001-01,28.025,
2001-02,27.957,
2001-03,28.773,
2001-04,28.072,
2001-05,28.849,
2001-06,28.097,
2001-07,29.292,
2001-08,27.013,
2001-09,26.255,
2001-10,25.211,
2001-11,25.656,
2001-12,22.640,
2002-01,24.869,
2002-02,26.915,
2002-03,23.528,
2002-04,25.268,
2002-05,23.749,
2002-06,22.147,
2002-07,23.660,
2002-08,21.431,
2002-09,22.261,
2002-10,22.880,
2002-11,23.162,
2002-12,19.845,
2003-01,22.351,
2003-02,23.324,
2003-03,23.355,
2003-04,21.409,
2003-05,22.768,
2003-06,20.961,
2003-07,21.585,
2003-08,21.826,
2003-09,23.926,
2003-10,22.855,
2003-11,22.014,
2003-12,19.751,
2004-01,22.953,
2004-02,22.066,
2004-03,20.500,
2004-04,22.571,
2004-05,22.757,
2004-06,25.594,
2004-07,26.890,
2004-08,25.622,
2004-09,26.525,
2004-10,26.928,
2004-11,25.760,
2004-12,25.416,
2005-01,28.157,
2005-02,31.161,
2005-03,28.503,
2005-04,31.983,
2005-05,34.216,
2005-06,37.050,
2005-07,34.919,
2005-08,36.083,
2005-09,35.475,
2005-10,33.536,
2005-11,31.301,
2005-12,29.838,
2006-01,32.141,
2006-02,37.301,
2006-03,39.757,
2006-04,37.459,
2006-05,37.452,
2006-06,34.364,
2006-07,33.450,
2006-08,31.051,
2006-09,32.933,
2006-10,33.888,
2006-11,33.453,
2006-12,33.559,
2007-01,34.898,
2007-02,35.259,
2007-03,36.614,
2007-04,36.077,
2007-05,38.541,
2007-06,35.810,
2007-07,37.354,
2007-08,37.065,
2007-09,40.942,
2007-10,42.200,
2007-11,31.139,
2007-12,26.916,
2008-01,31.304,
2008-02,35.322,
2008-03,31.539,
2008-04,30.530,
2008-05,28.033,
2008-06,29.323,
2008-07,25.909,
2008-08,28.659,
2008-09,26.815,
2008-10,22.225,
2008-11,19.747,
2008-12,17.026,
2009-01,22.242,
2009-02,22.799,
2009-03,24.668,
2009-04,25.748,
2009-05,27.906,
2009-06,24.551,
2009-07,23.762,
2009-08,23.764,
2009-09,25.817,
2009-10,22.959,
2009-11,20.135,
2009-12,19.555,
2010-01,22.988,
2010-02,22.860,
2010-03,26.491,
2010-04,24.657,
2010-05,25.323,
2010-06,24.311,
2010-07,31.213,
2010-08,29.927,
2010-09,31.561,
2010-10,28.904,
2010-11,29.684,
2010-12,20.956,
2011-01,26.296,
2011-02,24.718,
2011-03,21.036,
2011-04,20.210,
2011-05,18.774,
2011-06,21.901,
2011-07,19.968,
2011-08,21.274,
2011-09,23.912,
2011-10,22.535,
2011-11,20.020,
2011-12,20.736,
2012-01,26.358,
2012-02,24.433,
2012-03,25.403,
2012-04,29.515,
2012-05,30.598,
2012-06,26.918,
2012-07,27.218,
2012-08,24.768,
2012-09,23.760,
2012-10,25.509,
2012-11,25.014,
2012-12,22.302,
2013-01,24.915,
2013-02,27.133,
2013-03,27.646,
2013-04,26.711,
2013-05,29.477,
2013-06,29.741,
2013-07,29.683,
2013-08,28.854,
2013-09,27.975,
2013-10,25.732,
2013-11,22.645,
2013-12,20.462,
2014-01,26.837,
2014-02,26.184,
2014-03,27.358,
2014-04,26.380,
2014-05,28.058,
2014-06,25.818,
2014-07,25.396,
2014-08,28.277,
2014-09,28.230,
2014-10,26.957,
2014-11,25.865,
2014-12,26.026,Provisional value
