"",BBK01.QUW440,BBK01.QUW440_FLAGS
"",Foreign branches: Short-term loans and advances to non- residents / Euro-area member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:43:44,
2001-12,99.827,
2002-01,101.993,
2002-02,109.222,
2002-03,107.675,
2002-04,101.227,
2002-05,95.630,
2002-06,92.337,
2002-07,91.200,
2002-08,85.182,
2002-09,87.114,
2002-10,82.204,
2002-11,85.577,
2002-12,81.252,
2003-01,78.934,
2003-02,80.899,
2003-03,74.548,
2003-04,73.527,
2003-05,73.423,
2003-06,75.000,
2003-07,76.157,
2003-08,80.022,
2003-09,78.134,
2003-10,79.984,
2003-11,81.204,
2003-12,85.405,
2004-01,91.859,
2004-02,93.158,
2004-03,100.294,
2004-04,100.225,
2004-05,99.121,
2004-06,98.518,
2004-07,100.332,
2004-08,97.500,
2004-09,91.447,
2004-10,98.374,
2004-11,103.021,
2004-12,99.658,
2005-01,110.619,
2005-02,114.864,
2005-03,105.349,
2005-04,107.875,
2005-05,114.957,
2005-06,111.805,
2005-07,113.042,
2005-08,115.045,
2005-09,118.720,
2005-10,119.093,
2005-11,126.128,
2005-12,105.450,
2006-01,101.473,
2006-02,99.976,
2006-03,94.922,
2006-04,98.991,
2006-05,97.047,
2006-06,78.036,
2006-07,92.236,
2006-08,91.463,
2006-09,97.631,
2006-10,98.546,
2006-11,98.545,
2006-12,92.572,
2007-01,106.588,
2007-02,101.186,
2007-03,104.982,
2007-04,100.205,
2007-05,100.930,
2007-06,121.382,
2007-07,126.934,
2007-08,109.943,
2007-09,113.270,
2007-10,116.539,
2007-11,124.581,
2007-12,121.736,
2008-01,127.950,
2008-02,128.413,
2008-03,122.675,
2008-04,113.781,
2008-05,121.959,
2008-06,114.731,
2008-07,110.590,
2008-08,116.080,
2008-09,113.604,
2008-10,114.666,
2008-11,111.893,
2008-12,105.484,
2009-01,113.486,
2009-02,106.672,
2009-03,103.540,
2009-04,103.112,
2009-05,92.208,
2009-06,88.052,
2009-07,89.204,
2009-08,88.138,
2009-09,85.390,
2009-10,86.326,
2009-11,83.454,
2009-12,78.795,
2010-01,83.943,
2010-02,85.383,
2010-03,85.309,
2010-04,82.461,
2010-05,100.254,
2010-06,106.550,
2010-07,111.815,
2010-08,110.680,
2010-09,116.538,
2010-10,97.592,
2010-11,87.780,
2010-12,88.711,
2011-01,97.103,
2011-02,92.365,
2011-03,93.722,
2011-04,88.730,
2011-05,84.256,
2011-06,84.876,
2011-07,88.443,
2011-08,89.415,
2011-09,88.822,
2011-10,91.310,
2011-11,90.655,
2011-12,76.167,
2012-01,74.651,
2012-02,76.215,
2012-03,76.036,
2012-04,77.996,
2012-05,80.802,
2012-06,78.447,
2012-07,76.926,
2012-08,73.432,
2012-09,78.230,
2012-10,69.674,
2012-11,74.069,
2012-12,72.007,
2013-01,68.036,
2013-02,69.379,
2013-03,71.246,
2013-04,71.231,
2013-05,72.158,
2013-06,75.854,
2013-07,76.061,
2013-08,65.602,
2013-09,65.431,
2013-10,65.212,
2013-11,66.592,
2013-12,67.522,
2014-01,64.305,
2014-02,62.748,
2014-03,66.734,
2014-04,68.588,
2014-05,68.552,
2014-06,70.361,
2014-07,69.738,
2014-08,69.493,
2014-09,74.421,
2014-10,82.236,
2014-11,80.507,
