"",BBK01.QUV912,BBK01.QUV912_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Guatemala / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:20:46,
2001-12,0.024,
2002-01,0.024,
2002-02,0.023,
2002-03,0.024,
2002-04,0.023,
2002-05,0.024,
2002-06,0.045,
2002-07,0.024,
2002-08,0.025,
2002-09,0.025,
2002-10,0.025,
2002-11,0.063,
2002-12,0.046,
2003-01,0.044,
2003-02,0.022,
2003-03,0.020,
2003-04,0.031,
2003-05,0.038,
2003-06,0.048,
2003-07,0.043,
2003-08,0.057,
2003-09,0.051,
2003-10,0.054,
2003-11,0.046,
2003-12,0.041,
2004-01,0.043,
2004-02,0.042,
2004-03,0.043,
2004-04,0.055,
2004-05,0.044,
2004-06,0.043,
2004-07,0.040,
2004-08,0.041,
2004-09,0.041,
2004-10,0.040,
2004-11,0.050,
2004-12,0.041,
2005-01,0.045,
2005-02,0.044,
2005-03,0.041,
2005-04,0.042,
2005-05,0.041,
2005-06,0.042,
2005-07,0.045,
2005-08,0.046,
2005-09,0.046,
2005-10,0.049,
2005-11,0.045,
2005-12,0.050,
2006-01,0.047,
2006-02,0.046,
2006-03,0.045,
2006-04,0.042,
2006-05,0.042,
2006-06,0.040,
2006-07,0.039,
2006-08,0.037,
2006-09,0.036,
2006-10,0.037,
2006-11,0.040,
2006-12,0.041,
2007-01,0.044,
2007-02,0.049,
2007-03,0.041,
2007-04,0.047,
2007-05,0.050,
2007-06,0.055,
2007-07,0.046,
2007-08,0.046,
2007-09,0.054,
2007-10,0.049,
2007-11,0.052,
2007-12,0.047,
2008-01,0.060,
2008-02,0.052,
2008-03,0.058,
2008-04,0.052,
2008-05,0.050,
2008-06,0.054,
2008-07,0.048,
2008-08,0.045,
2008-09,0.079,
2008-10,0.095,
2008-11,0.080,
2008-12,0.081,
2009-01,0.076,
2009-02,0.071,
2009-03,0.072,
2009-04,0.080,
2009-05,0.082,
2009-06,0.079,
2009-07,0.072,
2009-08,0.072,
2009-09,0.066,
2009-10,0.066,
2009-11,0.071,
2009-12,0.072,
2010-01,0.072,
2010-02,0.072,
2010-03,0.072,
2010-04,0.073,
2010-05,0.074,
2010-06,0.070,
2010-07,0.073,
2010-08,0.072,
2010-09,0.063,
2010-10,0.063,
2010-11,0.068,
2010-12,0.072,
2011-01,0.058,
2011-02,0.059,
2011-03,0.057,
2011-04,0.054,
2011-05,0.067,
2011-06,0.054,
2011-07,0.063,
2011-08,0.068,
2011-09,0.077,
2011-10,0.061,
2011-11,0.060,
2011-12,0.063,
2012-01,0.060,
2012-02,0.060,
2012-03,0.062,
2012-04,0.067,
2012-05,0.070,
2012-06,0.065,
2012-07,0.069,
2012-08,0.056,
2012-09,0.053,
2012-10,0.055,
2012-11,0.064,
2012-12,0.060,
2013-01,0.059,
2013-02,0.058,
2013-03,0.060,
2013-04,0.058,
2013-05,0.062,
2013-06,0.059,
2013-07,0.061,
2013-08,0.058,
2013-09,0.052,
2013-10,0.061,
2013-11,0.065,
2013-12,0.062,
2014-01,0.062,
2014-02,0.061,
2014-03,0.060,
2014-04,0.050,
2014-05,0.055,
2014-06,0.071,
2014-07,0.056,
2014-08,0.043,
2014-09,0.058,
2014-10,0.043,
2014-11,0.046,
2014-12,0.040,
