"",BBK01.OELB08H,BBK01.OELB08H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:22,
2002-01,48.217,
2002-04,48.556,
2002-07,48.838,
2002-10,49.211,
2003-01,49.112,
2003-04,49.599,
2003-07,50.340,
2003-10,50.962,
2004-01,50.827,
2004-04,51.320,
2004-07,51.856,
2004-10,53.761,
2005-01,53.817,
2005-04,54.601,
2005-07,55.589,
2005-10,56.564,
2006-01,56.779,
2006-04,57.442,
2006-07,58.210,
2006-10,58.624,
2007-01,58.622,
2007-04,59.183,
2007-07,59.752,
2007-10,60.190,
2008-01,59.938,
2008-04,60.428,
2008-07,60.958,
2008-10,61.278,
2009-01,61.241,
2009-04,62.284,
2009-07,63.529,
2009-10,64.815,
2010-01,65.103,
2010-04,66.632,
2010-07,67.955,
2010-10,69.179,
2011-01,69.635,
2011-04,70.898,
2011-07,72.152,
2011-10,73.498,
2012-01,74.184,
2012-04,77.278,
2012-07,78.226,
2012-10,79.329,
2013-01,79.686,
2013-04,81.027,
2013-07,82.564,
2013-10,83.521,
2014-01,84.006,
2014-04,85.170,
2014-07,86.689,
