"",BBK01.QX8689,BBK01.QX8689_FLAGS
"","Foreign branches: Claims on non-residents, total / All countries / Japanese yen",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:40:55,
1995-12,42.517,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,59.522,
1997-01,61.021,
1997-02,67.140,
1997-03,57.702,
1997-04,73.700,
1997-05,91.063,
1997-06,83.157,
1997-07,98.841,
1997-08,89.847,
1997-09,82.031,
1997-10,91.641,
1997-11,107.393,
1997-12,95.455,
1998-01,114.809,
1998-02,110.485,
1998-03,105.527,
1998-04,104.899,
1998-05,108.682,
1998-06,112.672,
1998-07,114.570,
1998-08,119.655,
1998-09,105.405,
1998-10,169.693,
1998-11,161.867,
1998-12,151.299,
1999-01,134.884,
1999-02,120.369,
1999-03,115.105,
1999-04,109.718,
1999-05,99.226,
1999-06,104.339,
1999-07,105.518,
1999-08,113.268,
1999-09,119.470,
1999-10,123.910,
1999-11,130.429,
1999-12,130.346,
2000-01,115.922,
2000-02,107.171,
2000-03,110.867,
2000-04,110.946,
2000-05,113.306,
2000-06,104.063,
2000-07,107.880,
2000-08,108.362,
2000-09,112.742,
2000-10,132.074,
2000-11,125.601,
2000-12,113.973,
2001-01,135.776,
2001-02,150.550,
2001-03,133.186,
2001-04,132.144,
2001-05,146.324,
2001-06,130.629,
2001-07,118.064,
2001-08,125.869,
2001-09,125.078,
2001-10,129.189,
2001-11,133.916,
2001-12,118.027,
2002-01,118.821,
2002-02,115.160,
2002-03,121.751,
2002-04,136.625,
2002-05,139.598,
2002-06,117.323,
2002-07,117.548,
2002-08,121.078,
2002-09,111.662,
2002-10,111.313,
2002-11,114.138,
2002-12,102.492,
2003-01,102.525,
2003-02,97.761,
2003-03,100.354,
2003-04,101.783,
2003-05,99.559,
2003-06,99.708,
2003-07,84.053,
2003-08,86.756,
2003-09,86.696,
2003-10,88.326,
2003-11,85.851,
2003-12,82.784,
2004-01,83.333,
2004-02,78.833,
2004-03,96.982,
2004-04,95.522,
2004-05,93.436,
2004-06,97.506,
2004-07,88.915,
2004-08,86.479,
2004-09,88.457,
2004-10,88.594,
2004-11,87.299,
2004-12,76.667,
2005-01,80.224,
2005-02,83.804,
2005-03,85.400,
2005-04,94.694,
2005-05,92.508,
2005-06,85.932,
2005-07,89.826,
2005-08,90.331,
2005-09,80.877,
2005-10,87.405,
2005-11,86.164,
2005-12,73.219,
2006-01,63.201,
2006-02,71.108,
2006-03,68.825,
2006-04,83.490,
2006-05,94.546,
2006-06,83.185,
2006-07,72.945,
2006-08,73.441,
2006-09,85.828,
2006-10,81.840,
2006-11,85.044,
2006-12,73.519,
2007-01,83.652,
2007-02,95.599,
2007-03,88.132,
2007-04,78.317,
2007-05,80.989,
2007-06,89.014,
2007-07,90.037,
2007-08,94.804,
2007-09,80.908,
2007-10,74.714,
2007-11,85.456,
2007-12,84.671,
2008-01,91.821,
2008-02,86.940,
2008-03,94.813,
2008-04,96.450,
2008-05,90.822,
2008-06,78.840,
2008-07,71.249,
2008-08,81.715,
2008-09,85.996,
2008-10,89.250,
2008-11,79.347,
2008-12,65.675,
2009-01,62.919,
2009-02,54.372,
2009-03,50.775,
2009-04,53.082,
2009-05,51.244,
2009-06,47.161,
2009-07,47.010,
2009-08,48.633,
2009-09,49.748,
2009-10,44.554,
2009-11,49.006,
2009-12,42.848,
2010-01,50.252,
2010-02,49.586,
2010-03,51.937,
2010-04,59.064,
2010-05,62.704,
2010-06,57.987,
2010-07,55.959,
2010-08,58.154,
2010-09,61.347,
2010-10,56.149,
2010-11,54.412,
2010-12,51.118,
2011-01,52.257,
2011-02,49.325,
2011-03,57.818,
2011-04,45.367,
2011-05,45.719,
2011-06,46.747,
2011-07,48.194,
2011-08,52.083,
2011-09,66.273,
2011-10,54.263,
2011-11,59.769,
2011-12,50.533,
2012-01,56.271,
2012-02,45.789,
2012-03,51.902,
2012-04,40.953,
2012-05,46.427,
2012-06,42.748,
2012-07,43.845,
2012-08,42.280,
2012-09,50.057,
2012-10,42.433,
2012-11,42.486,
2012-12,37.060,
2013-01,39.398,
2013-02,38.342,
2013-03,43.377,
2013-04,40.056,
2013-05,42.856,
2013-06,37.285,
2013-07,39.938,
2013-08,40.647,
2013-09,41.942,
2013-10,38.574,
2013-11,35.916,
2013-12,32.623,
2014-01,39.528,
2014-02,36.209,
2014-03,32.194,
2014-04,33.151,
2014-05,30.429,
2014-06,29.134,
2014-07,31.028,
2014-08,31.211,
2014-09,31.915,
2014-10,30.147,
2014-11,27.477,
