"",BBK01.OEAA41M,BBK01.OEAA41M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:17:54,
2002-01,27.045,
2002-04,22.721,
2002-07,22.374,
2002-10,22.719,
2003-01,23.401,
2003-04,32.529,
2003-07,33.057,
2003-10,34.106,
2004-01,33.414,
2004-04,33.640,
2004-07,32.858,
2004-10,32.303,
2005-01,33.738,
2005-04,33.957,
2005-07,34.464,
2005-10,32.332,
2006-01,33.935,
2006-04,34.091,
2006-07,26.589,
2006-10,25.798,
2007-01,26.588,
2007-04,26.269,
2007-07,26.252,
2007-10,25.746,
2008-01,26.212,
2008-04,25.766,
2008-07,24.991,
2008-10,24.386,
2009-01,25.211,
2009-04,25.132,
2009-07,25.728,
2009-10,25.731,
2010-01,25.507,
2010-04,25.152,
2010-07,25.531,
2010-10,25.501,
2011-01,26.384,
2011-04,26.206,
2011-07,28.164,
2011-10,28.522,
2012-01,27.767,
2012-04,28.380,
2012-07,27.888,
2012-10,28.427,
2013-01,27.367,
2013-04,28.013,
2013-07,26.985,
2013-10,26.943,
2014-01,25.763,
2014-04,25.400,
2014-07,24.602,
