"",BBK01.OEAF32O,BBK01.OEAF32O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:09:04,
2002-01,43.492,
2002-04,43.958,
2002-07,44.468,
2002-10,45.146,
2003-01,45.134,
2003-04,45.997,
2003-07,42.949,
2003-10,43.976,
2004-01,44.307,
2004-04,45.057,
2004-07,45.659,
2004-10,46.009,
2005-01,46.869,
2005-04,47.181,
2005-07,47.723,
2005-10,48.239,
2006-01,48.614,
2006-04,48.862,
2006-07,49.286,
2006-10,49.414,
2007-01,49.502,
2007-04,49.760,
2007-07,49.945,
2007-10,49.478,
2008-01,49.339,
2008-04,49.534,
2008-07,49.726,
2008-10,49.478,
2009-01,49.265,
2009-04,49.884,
2009-07,50.082,
2009-10,50.041,
2010-01,49.757,
2010-04,49.245,
2010-07,49.546,
2010-10,49.483,
2011-01,49.309,
2011-04,49.375,
2011-07,49.570,
2011-10,49.672,
2012-01,49.914,
2012-04,50.082,
2012-07,50.428,
2012-10,50.617,
2013-01,50.614,
2013-04,50.823,
2013-07,51.279,
2013-10,51.392,
2014-01,51.664,
2014-04,51.886,
2014-07,52.297,
